Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Ferreira Gomes ;AP;1600238
1980;;Ferreira Gomes ;AP;1600238
1991;2386;Ferreira Gomes ;AP;1600238
2000;3562;Ferreira Gomes ;AP;1600238
2010;5802;Ferreira Gomes ;AP;1600238
2022;6666;Ferreira Gomes ;AP;1600238
