Lugar;Pessoas;Município;Sigla UF;Código do Município
Pará;219;Porto Grande ;AP;1600535
Maranhão;58;Porto Grande ;AP;1600535
Mato Grosso;24;Porto Grande ;AP;1600535
Espírito Santo;17;Porto Grande ;AP;1600535
Goiás;13;Porto Grande ;AP;1600535
São Paulo;10;Porto Grande ;AP;1600535
Piauí;9;Porto Grande ;AP;1600535
