Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;6339;Colares ;PA;1502608
1980;7094;Colares ;PA;1502608
1991;8338;Colares ;PA;1502608
2000;10632;Colares ;PA;1502608
2010;11381;Colares ;PA;1502608
2022;12868;Colares ;PA;1502608
