Lugar;Pessoas;Município;Sigla UF;Código do Município
Bahia;9;Carauari ;AM;1301001
São Paulo;9;Carauari ;AM;1301001
Roraima;8;Carauari ;AM;1301001
Mato Grosso;7;Carauari ;AM;1301001
Acre;4;Carauari ;AM;1301001
Pará;1;Carauari ;AM;1301001
