Lugar;Pessoas;Município;Sigla UF;Código do Município
Maranhão;334;Anapu ;PA;1500859
Tocantins;181;Anapu ;PA;1500859
Minas Gerais;91;Anapu ;PA;1500859
São Paulo;62;Anapu ;PA;1500859
Bahia;48;Anapu ;PA;1500859
Goiás;43;Anapu ;PA;1500859
Paraná;27;Anapu ;PA;1500859
Piauí;23;Anapu ;PA;1500859
Rio de Janeiro;19;Anapu ;PA;1500859
Paraíba;11;Anapu ;PA;1500859
Espírito Santo;11;Anapu ;PA;1500859
Ceará;10;Anapu ;PA;1500859
Amapá;7;Anapu ;PA;1500859
