Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Epitaciolândia ;AC;1200252
1980;;Epitaciolândia ;AC;1200252
1991;;Epitaciolândia ;AC;1200252
2000;11028;Epitaciolândia ;AC;1200252
2010;15100;Epitaciolândia ;AC;1200252
2022;18757;Epitaciolândia ;AC;1200252
