Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;61934;Bragança ;PA;1501709
1980;85086;Bragança ;PA;1501709
1991;97149;Bragança ;PA;1501709
2000;93779;Bragança ;PA;1501709
2010;113227;Bragança ;PA;1501709
2022;123082;Bragança ;PA;1501709
