Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;13971;Gurupá ;PA;1503101
1980;15583;Gurupá ;PA;1503101
1991;18969;Gurupá ;PA;1503101
2000;23098;Gurupá ;PA;1503101
2010;29062;Gurupá ;PA;1503101
2022;31786;Gurupá ;PA;1503101
