Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;19173;Tefé ;AM;1304203
1980;30736;Tefé ;AM;1304203
1991;53970;Tefé ;AM;1304203
2000;64457;Tefé ;AM;1304203
2010;61453;Tefé ;AM;1304203
2022;73669;Tefé ;AM;1304203
