Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;6827;São Francisco do Pará ;PA;1507409
1980;10522;São Francisco do Pará ;PA;1507409
1991;11619;São Francisco do Pará ;PA;1507409
2000;14245;São Francisco do Pará ;PA;1507409
2010;15060;São Francisco do Pará ;PA;1507409
2022;14894;São Francisco do Pará ;PA;1507409
