Lugar;Pessoas;Município;Sigla UF;Código do Município
Santa Catarina;19;Magalhães Barata ;PA;1504109
Rio de Janeiro;15;Magalhães Barata ;PA;1504109
Amapá;14;Magalhães Barata ;PA;1504109
São Paulo;10;Magalhães Barata ;PA;1504109
Goiás;9;Magalhães Barata ;PA;1504109
Maranhão;6;Magalhães Barata ;PA;1504109
Mato Grosso;5;Magalhães Barata ;PA;1504109
Exterior;5;Magalhães Barata ;PA;1504109
Ceará;4;Magalhães Barata ;PA;1504109
