Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;6103;Melgaço ;PA;1504505
1980;10632;Melgaço ;PA;1504505
1991;14538;Melgaço ;PA;1504505
2000;21064;Melgaço ;PA;1504505
2010;24808;Melgaço ;PA;1504505
2022;27881;Melgaço ;PA;1504505
