Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;12311;Brasiléia ;AC;1200104
1980;13907;Brasiléia ;AC;1200104
1991;20263;Brasiléia ;AC;1200104
2000;17013;Brasiléia ;AC;1200104
2010;21398;Brasiléia ;AC;1200104
2022;26000;Brasiléia ;AC;1200104
