Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;6785;Juruá ;AM;1302207
1980;6952;Juruá ;AM;1302207
1991;5045;Juruá ;AM;1302207
2000;6584;Juruá ;AM;1302207
2010;10802;Juruá ;AM;1302207
2022;10742;Juruá ;AM;1302207
