Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Anapu ;PA;1500859
1980;;Anapu ;PA;1500859
1991;;Anapu ;PA;1500859
2000;9407;Anapu ;PA;1500859
2010;20543;Anapu ;PA;1500859
2022;31850;Anapu ;PA;1500859
