Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;8235;Nova Timboteua ;PA;1505007
1980;9969;Nova Timboteua ;PA;1505007
1991;9427;Nova Timboteua ;PA;1505007
2000;11406;Nova Timboteua ;PA;1505007
2010;13670;Nova Timboteua ;PA;1505007
2022;12806;Nova Timboteua ;PA;1505007
