Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Senador Guiomard ;AC;1200450
1980;9707;Senador Guiomard ;AC;1200450
1991;17489;Senador Guiomard ;AC;1200450
2000;19761;Senador Guiomard ;AC;1200450
2010;20179;Senador Guiomard ;AC;1200450
2022;21454;Senador Guiomard ;AC;1200450
