Lugar;Pessoas;Município;Sigla UF;Código do Município
Espírito Santo;11;São João da Ponta ;PA;1507466
Amapá;7;São João da Ponta ;PA;1507466
São Paulo;6;São João da Ponta ;PA;1507466
Piauí;5;São João da Ponta ;PA;1507466
Bahia;5;São João da Ponta ;PA;1507466
Roraima;4;São João da Ponta ;PA;1507466
Distrito Federal;4;São João da Ponta ;PA;1507466
Paraíba;3;São João da Ponta ;PA;1507466
Mato Grosso;3;São João da Ponta ;PA;1507466
Exterior;3;São João da Ponta ;PA;1507466
