Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Itamarati ;AM;1301951
1980;;Itamarati ;AM;1301951
1991;9085;Itamarati ;AM;1301951
2000;8406;Itamarati ;AM;1301951
2010;8038;Itamarati ;AM;1301951
2022;10937;Itamarati ;AM;1301951
