Lugar;Pessoas;Município;Sigla UF;Código do Município
Amapá;464;Gurupá ;PA;1503101
Exterior;31;Gurupá ;PA;1503101
Santa Catarina;20;Gurupá ;PA;1503101
Distrito Federal;8;Gurupá ;PA;1503101
