Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;22537;Curuçá ;PA;1502905
1980;24403;Curuçá ;PA;1502905
1991;25776;Curuçá ;PA;1502905
2000;26160;Curuçá ;PA;1502905
2010;34294;Curuçá ;PA;1502905
2022;41262;Curuçá ;PA;1502905
