Lugar;Pessoas;Município;Sigla UF;Código do Município
Pará;66;Ferreira Gomes ;AP;1600238
Bahia;10;Ferreira Gomes ;AP;1600238
Maranhão;5;Ferreira Gomes ;AP;1600238
Minas Gerais;5;Ferreira Gomes ;AP;1600238
