Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;16984;Carauari ;AM;1301001
1980;20028;Carauari ;AM;1301001
1991;19298;Carauari ;AM;1301001
2000;23421;Carauari ;AM;1301001
2010;25774;Carauari ;AM;1301001
2022;28742;Carauari ;AM;1301001
