Lugar;Pessoas;Município;Sigla UF;Código do Município
Amapá;473;Portel ;PA;1505809
Mato Grosso;51;Portel ;PA;1505809
São Paulo;36;Portel ;PA;1505809
Maranhão;23;Portel ;PA;1505809
Goiás;13;Portel ;PA;1505809
