Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;86097;Macapá ;AP;1600303
1980;137452;Macapá ;AP;1600303
1991;179777;Macapá ;AP;1600303
2000;283308;Macapá ;AP;1600303
2010;398204;Macapá ;AP;1600303
2022;442933;Macapá ;AP;1600303
