Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;2971;Senador José Porfírio ;PA;1507805
1980;6391;Senador José Porfírio ;PA;1507805
1991;39010;Senador José Porfírio ;PA;1507805
2000;15721;Senador José Porfírio ;PA;1507805
2010;13045;Senador José Porfírio ;PA;1507805
2022;22576;Senador José Porfírio ;PA;1507805
