Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Guajará ;AM;1301654
1980;;Guajará ;AM;1301654
1991;11495;Guajará ;AM;1301654
2000;13220;Guajará ;AM;1301654
2010;13974;Guajará ;AM;1301654
2022;13815;Guajará ;AM;1301654
