Lugar;Pessoas;Município;Sigla UF;Código do Município
Pará;80;Serra do Navio ;AP;1600055
Roraima;21;Serra do Navio ;AP;1600055
Rondônia;9;Serra do Navio ;AP;1600055
Minas Gerais;7;Serra do Navio ;AP;1600055
Maranhão;6;Serra do Navio ;AP;1600055
Distrito Federal;5;Serra do Navio ;AP;1600055
Mato Grosso;3;Serra do Navio ;AP;1600055
Goiás;3;Serra do Navio ;AP;1600055
Brasil sem especificação;3;Serra do Navio ;AP;1600055
São Paulo;2;Serra do Navio ;AP;1600055
