Lugar;Pessoas;Município;Sigla UF;Código do Município
Maranhão;16;Terra Alta ;PA;1507961
Amazonas;14;Terra Alta ;PA;1507961
Rio de Janeiro;11;Terra Alta ;PA;1507961
Goiás;9;Terra Alta ;PA;1507961
Santa Catarina;5;Terra Alta ;PA;1507961
Rondônia;4;Terra Alta ;PA;1507961
Tocantins;4;Terra Alta ;PA;1507961
Rio Grande do Norte;4;Terra Alta ;PA;1507961
Mato Grosso;3;Terra Alta ;PA;1507961
