Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;6136;Peixe-Boi ;PA;1505601
1980;7256;Peixe-Boi ;PA;1505601
1991;5966;Peixe-Boi ;PA;1505601
2000;7760;Peixe-Boi ;PA;1505601
2010;7854;Peixe-Boi ;PA;1505601
2022;8285;Peixe-Boi ;PA;1505601
