Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;4405;Bagre ;PA;1501105
1980;8304;Bagre ;PA;1501105
1991;13844;Bagre ;PA;1501105
2000;13708;Bagre ;PA;1501105
2010;23864;Bagre ;PA;1501105
2022;31892;Bagre ;PA;1501105
