Lugar;Pessoas;Município;Sigla UF;Código do Município
Rondônia;81;Xapuri ;AC;1200708
Paraná;27;Xapuri ;AC;1200708
Exterior;20;Xapuri ;AC;1200708
Amazonas;17;Xapuri ;AC;1200708
Bahia;10;Xapuri ;AC;1200708
Distrito Federal;6;Xapuri ;AC;1200708
Roraima;5;Xapuri ;AC;1200708
Mato Grosso;5;Xapuri ;AC;1200708
