Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;11705;Envira ;AM;1301506
1980;14702;Envira ;AM;1301506
1991;16339;Envira ;AM;1301506
2000;19060;Envira ;AM;1301506
2010;16338;Envira ;AM;1301506
2022;17186;Envira ;AM;1301506
