Nacionalidade;Percentual;Município;Sigla UF;Código do Município
Brasileiros natos;98,77;Assis Brasil ;AC;1200054
Naturalizados brasileiros;0,28;Assis Brasil ;AC;1200054
Estrangeiros;0,95;Assis Brasil ;AC;1200054
