Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Pedra Branca do Amapari ;AP;1600154
1980;;Pedra Branca do Amapari ;AP;1600154
1991;;Pedra Branca do Amapari ;AP;1600154
2000;4009;Pedra Branca do Amapari ;AP;1600154
2010;10772;Pedra Branca do Amapari ;AP;1600154
2022;12847;Pedra Branca do Amapari ;AP;1600154
