Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Tracuateua ;PA;1508035
1980;;Tracuateua ;PA;1508035
1991;;Tracuateua ;PA;1508035
2000;22743;Tracuateua ;PA;1508035
2010;27455;Tracuateua ;PA;1508035
2022;28595;Tracuateua ;PA;1508035
