Lugar;Pessoas;Município;Sigla UF;Código do Município
Santa Catarina;135;Vigia ;PA;1508209
Exterior;66;Vigia ;PA;1508209
Amapá;55;Vigia ;PA;1508209
Rio de Janeiro;41;Vigia ;PA;1508209
Maranhão;30;Vigia ;PA;1508209
Amazonas;28;Vigia ;PA;1508209
Goiás;21;Vigia ;PA;1508209
Espírito Santo;10;Vigia ;PA;1508209
Rio Grande do Sul;10;Vigia ;PA;1508209
Ceará;8;Vigia ;PA;1508209
Tocantins;3;Vigia ;PA;1508209
Minas Gerais;2;Vigia ;PA;1508209
