Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;18089;Maracanã ;PA;1504307
1980;21116;Maracanã ;PA;1504307
1991;25575;Maracanã ;PA;1504307
2000;27571;Maracanã ;PA;1504307
2010;28376;Maracanã ;PA;1504307
2022;25971;Maracanã ;PA;1504307
