Ano da pesquisa;População;Município;Sigla UF;Código do Município
1970;;Bujari ;AC;1200138
1980;;Bujari ;AC;1200138
1991;;Bujari ;AC;1200138
2000;5826;Bujari ;AC;1200138
2010;8471;Bujari ;AC;1200138
2022;12917;Bujari ;AC;1200138
