Lugar;Pessoas;Município;Sigla UF;Código do Município
Rondônia;139;Brasiléia ;AC;1200104
Exterior;103;Brasiléia ;AC;1200104
Amapá;50;Brasiléia ;AC;1200104
Amazonas;22;Brasiléia ;AC;1200104
Alagoas;22;Brasiléia ;AC;1200104
São Paulo;20;Brasiléia ;AC;1200104
Mato Grosso;19;Brasiléia ;AC;1200104
Maranhão;7;Brasiléia ;AC;1200104
Santa Catarina;6;Brasiléia ;AC;1200104
Paraná;4;Brasiléia ;AC;1200104
