Municípios;Código municipal;UF;% do total geral
Brasilândia de Minas;3108552;MG;88,49
Brasilândia do Sul;4103370;PR;79,35
Brasilândia do Tocantins;1703602;TO;74,89
Brasiléia;1200104;AC;61,3
Brasileira;2201960;PI;67,55
Brasília;5300108;DF;93,37
Brasília de Minas;3108602;MG;59,3
Brasnorte;5101902;MT;64,23
Braúna;3507704;SP;91,2
Braúnas;3108800;MG;42,33
Brazabrantes;5203609;GO;84,88
Brazópolis;3108909;MG;64,8
Brejão;2602407;PE;61,56
Brejetuba;3201159;ES;33,38
Brejinho;2401800;RN;82,27
Brejinho;2602506;PE;51,7
Brejinho de Nazaré;1703701;TO;61,85
Brejo;2102101;MA;30,98
Brejo Alegre;3507753;SP;86,38
Brejo da Madre de Deus;2602605;PE;35,78
Brejo de Areia;2102150;MA;73,24
Brejo do Cruz;2502805;PB;78,39
Brejo do Piauí;2201988;PI;58,61
Brejo dos Santos;2502904;PB;81,99
Brejo Grande;2800704;SE;66,82
Brejo Grande do Araguaia;1501758;PA;69,48
Brejo Santo;2302503;CE;82,36
Brejões;2904308;BA;70,71
Brejolândia;2904407;BA;48,5
Breu Branco;1501782;PA;28,13
Breves;1501808;PA;20,07
Britânia;5203807;GO;63,28
Brochier;4302659;RS;86,38
Brodowski;3507803;SP;97,29
Brotas;3507902;SP;92,83
Brotas de Macaúbas;2904506;BA;67,9
Brumadinho;3109006;MG;78,82
Brumado;2904605;BA;79,99
Brunópolis;4202875;SC;58,29
Brusque;4202909;SC;88,04
Bueno Brandão;3109105;MG;52,1
Buenópolis;3109204;MG;83,36
Buenos Aires;2602704;PE;74,53
Buerarema;2904704;BA;80
Bugre;3109253;MG;47,43
Buíque;2602803;PE;34,63
Bujari;1200138;AC;40,21
Bujaru;1501907;PA;42,4
Buri;3508009;SP;83,15
Buritama;3508108;SP;92,29
Buriti;2102200;MA;19,45
Buriti Alegre;5203906;GO;91,85
Buriti Bravo;2102309;MA;78,95
Buriti de Goiás;5203939;GO;84,12
Buriti do Tocantins;1703800;TO;94,67
Buriti dos Lopes;2202000;PI;67,45
Buriti dos Montes;2202026;PI;84,93
Buriticupu;2102325;MA;67,7
Buritinópolis;5203962;GO;82,37
Buritirama;2904753;BA;47,24
Buritirana;2102358;MA;81,46
Buritis;1100452;RO;15,76
Buritis;3109303;MG;73
Buritizal;3508207;SP;85,49
Buritizeiro;3109402;MG;89,65
Butiá;4302709;RS;96,61
Caapiranga;1300839;AM;30,47
Caaporã;2503001;PB;86,57
Caarapó;5002407;MS;83,58
Caatiba;2904803;BA;69,61
Cabaceiras;2503100;PB;42,19
Cabaceiras do Paraguaçu;2904852;BA;82,2
Cabeceira Grande;3109451;MG;80,51
Cabeceiras;5204003;GO;80,88
Cabeceiras do Piauí;2202059;PI;46,66
Cabedelo;2503209;PB;98,8
Cabixi;1100031;RO;39,3
Cabo de Santo Agostinho;2602902;PE;80,87
Cabo Frio;3300704;RJ;87,16
Cabo Verde;3109501;MG;64,1
Cabrália Paulista;3508306;SP;82,78
Cabreúva;3508405;SP;88,09
Cabrobó;2603009;PE;89,5
Caçador;4203006;SC;88,8
Caçapava;3508504;SP;95,78
Caçapava do Sul;4302808;RS;79,6
Cacaulândia;1100601;RO;13,96
Cacequi;4302907;RS;80,54
Cáceres;5102504;MT;77,7
Cachoeira;2904902;BA;69,08
Cachoeira Alta;5204102;GO;78,7
Cachoeira da Prata;3109600;MG;93,68
Cachoeira de Goiás;5204201;GO;81,73
Cachoeira de Minas;3109709;MG;69,33
Cachoeira de Pajeú;3102704;MG;66,26
Cachoeira do Arari;1502004;PA;40,99
Cachoeira do Piriá;1501956;PA;32,51
Cachoeira do Sul;4303004;RS;88,35
Cachoeira dos Índios;2503308;PB;45,15
Cachoeira Dourada;3109808;MG;87,77
Cachoeira Dourada;5204250;GO;82,54
Cachoeira Grande;2102374;MA;15,29
Cachoeira Paulista;3508603;SP;93,62
Cachoeiras de Macacu;3300803;RJ;75,47
Cachoeirinha;1703826;TO;86,68
Cachoeirinha;2603108;PE;79,76
Cachoeirinha;4303103;RS;89,43
Cachoeiro de Itapemirim;3201209;ES;94,19
Cacimba de Areia;2503407;PB;51,06
Cacimba de Dentro;2503506;PB;47,36
Cacimbas;2503555;PB;27,41
Cacimbinhas;2701209;AL;25,33
Cacique Doble;4303202;RS;42,41
Cacoal;1100049;RO;80,07
Caconde;3508702;SP;70,01
Caçu;5204300;GO;78,78
Caculé;2905008;BA;90,32
Caém;2905107;BA;74,33
Caetanópolis;3109907;MG;78,75
Caetanos;2905156;BA;30,8
Caeté;3110004;MG;90,62
Caetés;2603207;PE;21,74
Caetité;2905206;BA;71,43
Cafarnaum;2905305;BA;77,52
Cafeara;4103404;PR;82,44
Cafelândia;3508801;SP;92,06
Cafelândia;4103453;PR;90,13
Cafezal do Sul;4103479;PR;85,55
Caiabu;3508900;SP;85,07
Caiana;3110103;MG;50,96
Caiapônia;5204409;GO;75,76
Caibaté;4303301;RS;96,57
Caibi;4203105;SC;65,06
Caiçara;2503605;PB;74,8
Caiçara;4303400;RS;65,21
Caiçara do Norte;2401859;RN;48,94
Caiçara do Rio do Vento;2401909;RN;90,38
Caicó;2402006;RN;93,35
Caieiras;3509007;SP;96,7
Cairu;2905404;BA;84,47
Caiuá;3509106;SP;59,39
Cajamar;3509205;SP;92,33
Cajapió;2102408;MA;74,34
Cajari;2102507;MA;31,55
Cajati;3509254;SP;80,38
Cajazeiras;2503704;PB;83,03
Cajazeiras do Piauí;2202075;PI;93,41
Cajazeirinhas;2503753;PB;66,14
Cajobi;3509304;SP;94,02
Cajueiro;2701308;AL;92,56
Cajueiro da Praia;2202083;PI;3,08
Cajuri;3110202;MG;62,01
Cajuru;3509403;SP;88,27
Calçado;2603306;PE;30,15
Calçoene;1600204;AP;20,73
Caldas;3110301;MG;58,44
Caldas Brandão;2503803;PB;82,48
Caldas Novas;5204508;GO;88,54
Caldazinha;5204557;GO;56,14
Caldeirão Grande;2905503;BA;90,26
Caldeirão Grande do Piauí;2202091;PI;0
Califórnia;4103503;PR;85,31
Calmon;4203154;SC;65,48
Calumbi;2603405;PE;66,96
Camacan;2905602;BA;82,28
Camaçari;2905701;BA;95,22
Camacho;3110400;MG;63,14
Camalaú;2503902;PB;58,03
Camamu;2905800;BA;63,74
Camanducaia;3110509;MG;70,34
Camapuã;5002605;MS;79,22
Camaquã;4303509;RS;79,9
Camaragibe;2603454;PE;66,92
Camargo;4303558;RS;76,42
Cambará;4103602;PR;93,39
Cambará do Sul;4303608;RS;70,4
Cambé;4103701;PR;96,34
Cambira;4103800;PR;86,23
Camboriú;4203204;SC;92,33
Cambuci;3300902;RJ;73,56
Cambuí;3110608;MG;84,97
Cambuquira;3110707;MG;87,8
Cametá;1502103;PA;45,55
Camocim;2302602;CE;85,47
Camocim de São Félix;2603504;PE;74,89
Campanário;3110806;MG;84,9
Campanha;3110905;MG;82,55
Campestre;2701357;AL;44,07
Campestre;3111002;MG;60,89
Campestre da Serra;4303673;RS;39,17
Campestre de Goiás;5204607;GO;71,37
Campestre do Maranhão;2102556;MA;90,88
Campina da Lagoa;4103909;PR;88,39
Campina das Missões;4303707;RS;92,61
Campina do Monte Alegre;3509452;SP;87,97
Campina do Simão;4103958;PR;41,77
Campina Grande;2504009;PB;98
Campina Grande do Sul;4104006;PR;86,07
Campina Verde;3111101;MG;77,22
Campinaçu;5204656;GO;64,1
Campinápolis;5102603;MT;53,06
Campinas;3509502;SP;98,86
Campinas do Piauí;2202109;PI;40,99
Campinas do Sul;4303806;RS;81,17
Campinorte;5204706;GO;76,09
Campo Alegre;2701407;AL;85,78
Campo Alegre;4203303;SC;68,66
Campo Alegre de Goiás;5204805;GO;74,85
Campo Alegre de Lourdes;2905909;BA;26,29
Campo Alegre do Fidalgo;2202117;PI;36,63
Campo Azul;3111150;MG;45,22
Campo Belo;3111200;MG;95
Campo Belo do Sul;4203402;SC;64,52
Campo Bom;4303905;RS;64,66
Campo Bonito;4104055;PR;67,19
Campo do Brito;2801009;SE;81,96
Campo do Meio;3111309;MG;84,66
Campo do Tenente;4104105;PR;89,47
Campo Erê;4203501;SC;77,16
Campo Florido;3111408;MG;82,72
Campo Formoso;2906006;BA;67,75
Campo Grande;2401305;RN;59,17
Campo Grande;2701506;AL;89,38
Campo Grande;5002704;MS;95
Campo Grande do Piauí;2202133;PI;42,01
Campo Largo;4104204;PR;88,02
Campo Largo do Piauí;2202174;PI;69,27
Campo Limpo de Goiás;5204854;GO;76,59
Campo Limpo Paulista;3509601;SP;92,02
Campo Magro;4104253;PR;78,44
Campo Maior;2202208;PI;84,04
Campo Mourão;4104303;PR;95,42
Campo Novo;4304002;RS;83,49
Campo Novo de Rondônia;1100700;RO;19,02
Campo Novo do Parecis;5102637;MT;93,83
Campo Redondo;2402105;RN;58,96
Campo Verde;5102678;MT;88,1
Campos Altos;3111507;MG;90,17
Campos Belos;5204904;GO;89,55
Campos Borges;4304101;RS;90,14
Campos de Júlio;5102686;MT;75,4
Campos do Jordão;3509700;SP;89,54
Campos dos Goytacazes;3301009;RJ;81,01
Campos Gerais;3111606;MG;73,47
Campos Lindos;1703842;TO;72,55
Campos Novos;4203600;SC;84,76
Campos Novos Paulista;3509809;SP;82,08
Campos Sales;2302701;CE;75,17
Campos Verdes;5204953;GO;67,87
Camutanga;2603603;PE;73,97
Cana Verde;3111903;MG;82,54
Canaã;3111705;MG;45,16
Canaã dos Carajás;1502152;PA;66,83
Canabrava do Norte;5102694;MT;15,44
Cananéia;3509908;SP;85,89
Canapi;2701605;AL;32,36
Canápolis;2906105;BA;58,94
Canápolis;3111804;MG;88,82
Canarana;2906204;BA;85,54
Canarana;5102702;MT;83,25
Canas;3509957;SP;93,97
Canavieira;2202251;PI;70,78
Canavieiras;2906303;BA;65,97
Candeal;2906402;BA;66,22
Candeias;2906501;BA;95,99
Candeias;3112000;MG;78,22
Candeias do Jamari;1100809;RO;53,47
Candelária;4304200;RS;69,56
Candiba;2906600;BA;67,63
Cândido de Abreu;4104402;PR;54,53
Cândido Godói;4304309;RS;92,82
Cândido Mendes;2102606;MA;38,01
Cândido Mota;3510005;SP;94,41
Cândido Rodrigues;3510104;SP;89,29
Cândido Sales;2906709;BA;77,18
Candiota;4304358;RS;84,6
Candói;4104428;PR;60,3
Canela;4304408;RS;94,05
Canelinha;4203709;SC;74,5
Canguaretama;2402204;RN;87,09
Canguçu;4304507;RS;42,92
Canhoba;2801108;SE;85,65
Canhotinho;2603702;PE;69,01
Canindé;2302800;CE;65,42
Canindé de São Francisco;2801207;SE;77,18
Canitar;3510153;SP;93,74
Canoas;4304606;RS;98,16
Canoinhas;4203808;SC;79,46
Cansanção;2906808;BA;71,35
Cantá;1400175;RR;50,16
Cantagalo;3112059;MG;55,08
Cantagalo;3301108;RJ;81,08
Cantagalo;4104451;PR;78,53
Cantanhede;2102705;MA;54,45
Canto do Buriti;2202307;PI;70,62
Canudos;2906824;BA;69,32
Canudos do Vale;4304614;RS;69,29
Canutama;1300904;AM;50,44
Capanema;1502202;PA;32,3
Capanema;4104501;PR;82,81
Capão Alto;4203253;SC;41,32
Capão Bonito;3510203;SP;87,7
Capão Bonito do Sul;4304622;RS;37,34
Capão da Canoa;4304630;RS;90,64
Capão do Cipó;4304655;RS;89,46
Capão do Leão;4304663;RS;88,89
Caparaó;3112109;MG;44,17
Capela;2701704;AL;60,28
Capela;2801306;SE;89,21
Capela de Santana;4304689;RS;20,37
Capela do Alto;3510302;SP;83,76
Capela do Alto Alegre;2906857;BA;81,99
Capela Nova;3112208;MG;66,41
Capelinha;3112307;MG;82,99
Capetinga;3112406;MG;87,75
Capim;2504033;PB;36,55
Capim Branco;3112505;MG;93,33
Capim Grosso;2906873;BA;93,9
Capinópolis;3112604;MG;93,72
Capinzal;4203907;SC;91,08
Capinzal do Norte;2102754;MA;82,84
Capistrano;2302909;CE;53,42
Capitão;4304697;RS;84,25
Capitão Andrade;3112653;MG;76,88
Capitão de Campos;2202406;PI;68,51
Capitão Enéas;3112703;MG;73,08
Capitão Gervásio Oliveira;2202455;PI;33,43
Capitão Leônidas Marques;4104600;PR;83,55
Capitão Poço;1502301;PA;67,5
Capitólio;3112802;MG;77,4
Capivari;3510401;SP;96,94
Capivari de Baixo;4203956;SC;94,28
Capivari do Sul;4304671;RS;73,46
Capixaba;1200179;AC;39,13
Capoeiras;2603801;PE;34,57
Caputira;3112901;MG;48,24
Caraá;4304713;RS;66,94
Caracaraí;1400209;RR;62,13
Caracol;2202505;PI;18,75
Caracol;5002803;MS;71,87
Caraguatatuba;3510500;SP;95,45
Caraí;3113008;MG;49,22
Caraíbas;2906899;BA;36,7
Carambeí;4104659;PR;79,3
Caranaíba;3113107;MG;70,58
Carandaí;3113206;MG;86,15
Carangola;3113305;MG;84,7
Carapebus;3300936;RJ;23,36
Carapicuíba;3510609;SP;99,2
Caratinga;3113404;MG;79,37
Carauari;1301001;AM;73,91
Caraúbas;2402303;RN;74,44
Caraúbas;2504074;PB;55,26
Caraúbas do Piauí;2202539;PI;66,89
Caravelas;2906907;BA;79,34
Carazinho;4304705;RS;93,87
Carbonita;3113503;MG;87,34
Cardeal da Silva;2907004;BA;76,21
Cardoso;3510708;SP;90,7
Cardoso Moreira;3301157;RJ;72,36
Careaçu;3113602;MG;77,41
Careiro;1301100;AM;42,85
Careiro da Várzea;1301159;AM;19,26
Cariacica;3201308;ES;97,1
Caridade;2303006;CE;74,9
Caridade do Piauí;2202554;PI;56,5
Carinhanha;2907103;BA;72,68
Carira;2801405;SE;77,82
Cariré;2303105;CE;90,16
Cariri do Tocantins;1703867;TO;60,16
Caririaçu;2303204;CE;66,7
Cariús;2303303;CE;58,74
Carlinda;5102793;MT;50,29
Carlópolis;4104709;PR;71,91
Carlos Barbosa;4304804;RS;93,32
Carlos Chagas;3113701;MG;72,53
Carlos Gomes;4304853;RS;76,41
Carmésia;3113800;MG;74,51
Carmo;3301207;RJ;91,62
Carmo da Cachoeira;3113909;MG;78,9
Carmo da Mata;3114006;MG;92,07
Carmo de Minas;3114105;MG;79,4
Carmo do Cajuru;3114204;MG;90,67
Carmo do Paranaíba;3114303;MG;84,08
Carmo do Rio Claro;3114402;MG;74,6
Carmo do Rio Verde;5205000;GO;82,11
Carmolândia;1703883;TO;62,65
Carmópolis;2801504;SE;96,97
Carmópolis de Minas;3114501;MG;79,99
Carnaíba;2603900;PE;64,2
Carnaúba dos Dantas;2402402;RN;78,96
Carnaubais;2402501;RN;82,1
Carnaubal;2303402;CE;85,48
Carnaubeira da Penha;2603926;PE;20,56
Carneirinho;3114550;MG;74,83
Carneiros;2701803;AL;64,88
Caroebe;1400233;RR;60,51
Carolina;2102804;MA;72,51
Carpina;2604007;PE;76,12
Carrancas;3114600;MG;72,68
Carrapateira;2504108;PB;70,69
Carrasco Bonito;1703891;TO;82,11
Caruaru;2604106;PE;87,27
Carutapera;2102903;MA;34,08
Carvalhópolis;3114709;MG;75,61
Carvalhos;3114808;MG;64,09
Casa Branca;3510807;SP;89,05
Casa Grande;3114907;MG;70,2
Casa Nova;2907202;BA;63,87
Casca;4304903;RS;91,68
Cascalho Rico;3115003;MG;69,28
Cascavel;2303501;CE;51,3
Cascavel;4104808;PR;87,61
Caseara;1703909;TO;60,65
Caseiros;4304952;RS;84,95
Casimiro de Abreu;3301306;RJ;87,98
Casinhas;2604155;PE;24,77
Casserengue;2504157;PB;22,55
Cássia;3115102;MG;86,64
Cássia dos Coqueiros;3510906;SP;70,07
Cassilândia;5002902;MS;90,6
Castanhal;1502400;PA;43,22
Castanheira;5102850;MT;51,51
Castanheiras;1100908;RO;30,3
Castelândia;5205059;GO;83,68
Castelo;3201407;ES;74,8
Castelo do Piauí;2202604;PI;67,73
Castilho;3511003;SP;75,58
Castro;4104907;PR;78,74
Castro Alves;2907301;BA;89,17
Cataguases;3115300;MG;95,44
Catalão;5205109;GO;93,82
Catanduva;3511102;SP;97,96
Catanduvas;4105003;PR;67,72
Catanduvas;4204004;SC;87,83
Catarina;2303600;CE;69,16
Catas Altas;3115359;MG;89,08
Catas Altas da Noruega;3115409;MG;49,63
Catende;2604205;PE;79,32
Catiguá;3511201;SP;95,62
Catingueira;2504207;PB;64,19
Catolândia;2907400;BA;65,27
Catolé do Rocha;2504306;PB;75,9
Catu;2907509;BA;90,09
Catuípe;4305009;RS;93,23
Catuji;3115458;MG;40,42
Catunda;2303659;CE;72,47
Caturaí;5205208;GO;75,23
Caturama;2907558;BA;61,46
Caturité;2504355;PB;32,63
Catuti;3115474;MG;49,71
Caucaia;2303709;CE;80,21
Cavalcante;5205307;GO;58,91
Caxambu;3115508;MG;97,56
Caxambu do Sul;4204103;SC;56,06
Caxias;2103000;MA;77,84
Caxias do Sul;4305108;RS;95,87
Caxingó;2202653;PI;79,3
Ceará-Mirim;2402600;RN;85,77
Cedral;2103109;MA;98,35
Cedral;3511300;SP;88,83
Cedro;2303808;CE;86,06
Cedro;2604304;PE;73,93
Cedro de São João;2801603;SE;94,77
Cedro do Abaeté;3115607;MG;90,2
Celso Ramos;4204152;SC;58,49
Centenário;1704105;TO;65,93
Centenário;4305116;RS;72,55
Centenário do Sul;4105102;PR;86,73
Central;2907608;BA;92,96
Central de Minas;3115706;MG;85,68
Central do Maranhão;2103125;MA;70,95
Centralina;3115805;MG;83,38
Centro do Guilherme;2103158;MA;73,71
Centro Novo do Maranhão;2103174;MA;27,42
Cerejeiras;1100056;RO;49,48
Ceres;5205406;GO;93,17
Cerqueira César;3511409;SP;90,97
Cerquilho;3511508;SP;94,49
Cerrito;4305124;RS;61,09
Cerro Azul;4105201;PR;53,88
Cerro Branco;4305132;RS;78,95
Cerro Corá;2402709;RN;69,16
Cerro Grande;4305157;RS;98,03
Cerro Grande do Sul;4305173;RS;26,28
Cerro Largo;4305207;RS;97,59
Cerro Negro;4204178;SC;48,62
Cesário Lange;3511607;SP;82,43
Céu Azul;4105300;PR;83,36
Cezarina;5205455;GO;79,6
Chã de Alegria;2604403;PE;45,85
Chã Grande;2604502;PE;56,35
Chã Preta;2701902;AL;68,51
Chácara;3115904;MG;78,64
Chalé;3116001;MG;62,86
Chapada;4305306;RS;90,3
Chapada da Natividade;1705102;TO;53,99
Chapada de Areia;1704600;TO;51,51
Chapada do Norte;3116100;MG;54,21
Chapada dos Guimarães;5103007;MT;67,25
Chapada Gaúcha;3116159;MG;68,32
Chapadão do Céu;5205471;GO;91,55
Chapadão do Lageado;4204194;SC;15,4
Chapadão do Sul;5002951;MS;93,93
Chapadinha;2103208;MA;45,94
Chapecó;4204202;SC;76,36
Charqueada;3511706;SP;97,3
Charqueadas;4305355;RS;96,6
Charrua;4305371;RS;31,91
Chaval;2303907;CE;74,09
Chavantes;3557204;SP;97,54
Chaves;1502509;PA;20,37
Chiador;3116209;MG;83,14
Chiapetta;4305405;RS;90,94
Chopinzinho;4105409;PR;74,56
Choró;2303931;CE;47,21
Chorozinho;2303956;CE;57,27
Chorrochó;2907707;BA;62,01
Chuí;4305439;RS;95,47
Chupinguaia;1100924;RO;61,7
Chuvisca;4305447;RS;10,19
Cianorte;4105508;PR;91,76
Cícero Dantas;2907806;BA;82,54
Cidade Gaúcha;4105607;PR;92,62
Cidade Ocidental;5205497;GO;94,39
Cidelândia;2103257;MA;79,51
Cidreira;4305454;RS;87,4
Cipó;2907905;BA;82,05
Cipotânea;3116308;MG;59,45
Ciríaco;4305504;RS;62,26
Claraval;3116407;MG;53,58
Claro dos Poções;3116506;MG;75,69
Cláudia;5103056;MT;72,84
Cláudio;3116605;MG;82,91
Clementina;3511904;SP;96,14
Clevelândia;4105706;PR;88,51
Coaraci;2908002;BA;86,56
Coari;1301209;AM;18,44
Cocal;2202703;PI;52,31
Cocal de Telha;2202711;PI;82,41
Cocal do Sul;4204251;SC;93,9
Cocal dos Alves;2202729;PI;67,69
Cocalinho;5103106;MT;52,15
Cocalzinho de Goiás;5205513;GO;66,49
Cocos;2908101;BA;65,91
Codajás;1301308;AM;57,82
Codó;2103307;MA;79,12
Coelho Neto;2103406;MA;86,24
Coimbra;3116704;MG;64,95
Coité do Nóia;2702009;AL;19,23
Coivaras;2202737;PI;57,5
Colares;1502608;PA;84,16
Colatina;3201506;ES;89,92
Colíder;5103205;MT;69,78
Colina;3512001;SP;95,43
Colinas;2103505;MA;74,17
Colinas;4305587;RS;93,99
Colinas do Sul;5205521;GO;68,17
Colinas do Tocantins;1705508;TO;91,83
Colméia;1716703;TO;69,06
Colniza;5103254;MT;23,78
Colômbia;3512100;SP;83
Colombo;4105805;PR;96,44
Colônia do Gurguéia;2202752;PI;82,55
Colônia do Piauí;2202778;PI;80,46
Colônia Leopoldina;2702108;AL;68,99
Colorado;4105904;PR;95,3
Colorado;4305603;RS;83,75
Colorado do Oeste;1100064;RO;70,81
Coluna;3116803;MG;66,64
Combinado;1705557;TO;90,47
Comendador Gomes;3116902;MG;58,21
Comendador Levy Gasparian;3300951;RJ;94,23
Comercinho;3117009;MG;47,38
Comodoro;5103304;MT;70,89
Conceição;2504405;PB;62,31
Conceição da Aparecida;3117108;MG;68,95
Conceição da Barra;3201605;ES;81,08
Conceição da Barra de Minas;3115201;MG;73,41
Conceição da Feira;2908200;BA;86,75
Conceição das Alagoas;3117306;MG;93,12
Conceição das Pedras;3117207;MG;84,59
Conceição de Ipanema;3117405;MG;52,98
Conceição de Macabu;3301405;RJ;44,68
Conceição do Almeida;2908309;BA;58,93
Conceição do Araguaia;1502707;PA;32,86
Conceição do Canindé;2202802;PI;69,79
Conceição do Castelo;3201704;ES;57,08
Conceição do Coité;2908408;BA;83,96
Conceição do Jacuípe;2908507;BA;51,73
Conceição do Lago-Açu;2103554;MA;78,68
Conceição do Mato Dentro;3117504;MG;66,68
Conceição do Pará;3117603;MG;68,26
Conceição do Rio Verde;3117702;MG;90,17
Conceição do Tocantins;1705607;TO;70,66
Conceição dos Ouros;3117801;MG;87,14
Conchal;3512209;SP;93,46
Conchas;3512308;SP;79,81
Concórdia;4204301;SC;88,82
Concórdia do Pará;1502756;PA;23,03
Condado;2504504;PB;78,29
Condado;2604601;PE;29,66
Conde;2504603;PB;52,65
Conde;2908606;BA;67,9
Condeúba;2908705;BA;74,81
Condor;4305702;RS;79,24
Cônego Marinho;3117836;MG;82,72
Confins;3117876;MG;98,48
Confresa;5103353;MT;50,07
Congo;2504702;PB;79,35
Congonhal;3117900;MG;74,44
Congonhas;3118007;MG;91,48
Congonhas do Norte;3118106;MG;79,01
Congonhinhas;4106001;PR;58,53
Conquista;3118205;MG;87,91
Conquista D'Oeste;5103361;MT;72,97
Conselheiro Lafaiete;3118304;MG;96,85
Conselheiro Mairinck;4106100;PR;79,27
Conselheiro Pena;3118403;MG;82,9
Consolação;3118502;MG;72,35
Constantina;4305801;RS;88,87
Contagem;3118601;MG;99,34
Contenda;4106209;PR;70,78
Contendas do Sincorá;2908804;BA;67,85
Coqueiral;3118700;MG;79,82
Coqueiro Baixo;4305835;RS;55,38
Coqueiro Seco;2702207;AL;88,86
Coqueiros do Sul;4305850;RS;81,25
Coração de Jesus;3118809;MG;65,68
Coração de Maria;2908903;BA;42,75
Corbélia;4106308;PR;86,86
Cordeiro;3301504;RJ;94,71
Cordeirópolis;3512407;SP;95,94
Cordeiros;2909000;BA;70,44
Cordilheira Alta;4204350;SC;52,28
Cordisburgo;3118908;MG;69,78
Cordislândia;3119005;MG;83,09
Coreaú;2304004;CE;81,04
Coremas;2504801;PB;89,3
Corguinho;5003108;MS;67,6
Coribe;2909109;BA;81,71
Corinto;3119104;MG;89,39
Cornélio Procópio;4106407;PR;96,37
Coroaci;3119203;MG;59,4
Coroados;3512506;SP;86
Coroatá;2103604;MA;73,15
Coromandel;3119302;MG;82,18
Coronel Barros;4305871;RS;85,9
Coronel Bicaco;4305900;RS;79,99
Coronel Domingos Soares;4106456;PR;50,45
Coronel Ezequiel;2402808;RN;56,19
Coronel Fabriciano;3119401;MG;90,17
Coronel Freitas;4204400;SC;63,75
Coronel João Pessoa;2402907;RN;33,29
Coronel João Sá;2909208;BA;57,1
Coronel José Dias;2202851;PI;30,51
Coronel Macedo;3512605;SP;84,1
Coronel Martins;4204459;SC;47,64
Coronel Murta;3119500;MG;77,83
Coronel Pacheco;3119609;MG;74,04
Coronel Pilar;4305934;RS;73,1
Coronel Sapucaia;5003157;MS;65,5
Coronel Vivida;4106506;PR;75,16
Coronel Xavier Chaves;3119708;MG;62,36
Córrego Danta;3119807;MG;71,01
Córrego do Bom Jesus;3119906;MG;60,92
Córrego do Ouro;5205703;GO;61,8
Córrego Fundo;3119955;MG;89,62
Córrego Novo;3120003;MG;65,7
Correia Pinto;4204558;SC;86,22
Corrente;2202901;PI;75,57
Correntes;2604700;PE;66,16
Correntina;2909307;BA;67,42
Cortês;2604809;PE;82,66
Corumbá;5003207;MS;91,09
Corumbá de Goiás;5205802;GO;65,23
Corumbaíba;5205901;GO;79,35
Corumbataí;3512704;SP;68,31
Corumbataí do Sul;4106555;PR;67,78
Corumbiara;1100072;RO;20,99
Corupá;4204509;SC;70,79
Coruripe;2702306;AL;93,38
Cosmópolis;3512803;SP;94,97
Cosmorama;3512902;SP;82,25
Costa Marques;1100080;RO;19,35
Costa Rica;5003256;MS;90,19
Cotegipe;2909406;BA;66,88
Cotia;3513009;SP;93,49
Cotiporã;4305959;RS;59,18
Cotriguaçu;5103379;MT;6,8
Couto de Magalhães de Minas;3120102;MG;90,81
Couto Magalhães;1706001;TO;56,69
Coxilha;4305975;RS;74,56
Coxim;5003306;MS;90,42
Coxixola;2504850;PB;85,83
Craíbas;2702355;AL;71,43
Crateús;2304103;CE;78,5
Crato;2304202;CE;89,4
Cravinhos;3513108;SP;98,2
Cravolândia;2909505;BA;80,85
Criciúma;4204608;SC;97,1
Crisólita;3120151;MG;64,55
Crisópolis;2909604;BA;76,94
Crissiumal;4306007;RS;81,13
Cristais;3120201;MG;82,73
Cristais Paulista;3513207;SP;75,75
Cristal;4306056;RS;72,7
Cristal do Sul;4306072;RS;90,35
Cristalândia;1706100;TO;76,04
Cristalândia do Piauí;2203008;PI;16,25
Cristália;3120300;MG;61,48
Cristalina;5206206;GO;64,54
Cristiano Otoni;3120409;MG;82,29
Cristianópolis;5206305;GO;83,74
Cristina;3120508;MG;67,26
Cristinápolis;2801702;SE;68,58
Cristino Castro;2203107;PI;75,8
Cristópolis;2909703;BA;76,26
Crixás;5206404;GO;64,78
Crixás do Tocantins;1706258;TO;48,82
Croatá;2304236;CE;95,97
Cromínia;5206503;GO;78,45
Crucilândia;3120607;MG;76,69
Cruz;2304251;CE;83,42
Cruz Alta;4306106;RS;95
Cruz das Almas;2909802;BA;86,53
Cruz do Espírito Santo;2504900;PB;55,89
Cruz Machado;4106803;PR;35,6
Cruzália;3513306;SP;85,16
Cruzaltense;4306130;RS;26,46
Cruzeiro;3513405;SP;98,3
Cruzeiro da Fortaleza;3120706;MG;83,45
Cruzeiro do Iguaçu;4106571;PR;72,46
Cruzeiro do Oeste;4106605;PR;87,53
Cruzeiro do Sul;1200203;AC;66,58
Cruzeiro do Sul;4106704;PR;79,58
Cruzeiro do Sul;4306205;RS;87,2
Cruzeta;2403004;RN;78,64
Cruzília;3120805;MG;91,71
Cruzmaltina;4106852;PR;68,03
Cubatão;3513504;SP;96,31
Cubati;2505006;PB;64,71
Cuiabá;5103403;MT;94,32
Cuité;2505105;PB;1
Cuité de Mamanguape;2505238;PB;48,67
Cuitegi;2505204;PB;91,31
Cujubim;1100940;RO;10,72
Cumari;5206602;GO;79,71
Cumaru;2604908;PE;33,39
Cumaru do Norte;1502764;PA;45,37
Cumbe;2801900;SE;89,33
Cunha;3513603;SP;59,73
Cunha Porã;4204707;SC;65,58
