Municípios;Código municipal;UF;% do total geral
Brasilândia de Minas;3108552;MG;90,39
Brasilândia do Sul;4103370;PR;92,13
Brasilândia do Tocantins;1703602;TO;80,99
Brasiléia;1200104;AC;66,99
Brasileira;2201960;PI;83,76
Brasília;5300108;DF;98,91
Brasília de Minas;3108602;MG;68,25
Brasnorte;5101902;MT;71,06
Braúna;3507704;SP;94,45
Braúnas;3108800;MG;49,31
Brazabrantes;5203609;GO;93,73
Brazópolis;3108909;MG;97,28
Brejão;2602407;PE;60,77
Brejetuba;3201159;ES;79,45
Brejinho;2401800;RN;89,85
Brejinho;2602506;PE;73,46
Brejinho de Nazaré;1703701;TO;79,99
Brejo;2102101;MA;23,76
Brejo Alegre;3507753;SP;97,71
Brejo da Madre de Deus;2602605;PE;83,59
Brejo de Areia;2102150;MA;37,72
Brejo do Cruz;2502805;PB;82,31
Brejo do Piauí;2201988;PI;39,29
Brejo dos Santos;2502904;PB;89,35
Brejo Grande;2800704;SE;88,22
Brejo Grande do Araguaia;1501758;PA;60,42
Brejo Santo;2302503;CE;79,93
Brejões;2904308;BA;73,41
Brejolândia;2904407;BA;36,18
Breu Branco;1501782;PA;73,26
Breves;1501808;PA;54,16
Britânia;5203807;GO;95,18
Brochier;4302659;RS;94,8
Brodowski;3507803;SP;98,89
Brotas;3507902;SP;97,81
Brotas de Macaúbas;2904506;BA;62,63
Brumadinho;3109006;MG;98,29
Brumado;2904605;BA;77,9
Brunópolis;4202875;SC;76,15
Brusque;4202909;SC;99,82
Bueno Brandão;3109105;MG;94,52
Buenópolis;3109204;MG;81,05
Buenos Aires;2602704;PE;80,7
Buerarema;2904704;BA;87,32
Bugre;3109253;MG;83,24
Buíque;2602803;PE;46,02
Bujari;1200138;AC;47,7
Bujaru;1501907;PA;33,65
Buri;3508009;SP;91,55
Buritama;3508108;SP;97,15
Buriti;2102200;MA;27,5
Buriti Alegre;5203906;GO;94,12
Buriti Bravo;2102309;MA;65,98
Buriti de Goiás;5203939;GO;90,25
Buriti do Tocantins;1703800;TO;90,71
Buriti dos Lopes;2202000;PI;73,02
Buriti dos Montes;2202026;PI;71,82
Buriticupu;2102325;MA;75,08
Buritinópolis;5203962;GO;78,03
Buritirama;2904753;BA;43,47
Buritirana;2102358;MA;71,14
Buritis;1100452;RO;69,58
Buritis;3109303;MG;79,65
Buritizal;3508207;SP;94,7
Buritizeiro;3109402;MG;89,38
Butiá;4302709;RS;98,88
Caapiranga;1300839;AM;60,16
Caaporã;2503001;PB;89,3
Caarapó;5002407;MS;80,85
Caatiba;2904803;BA;74,07
Cabaceiras;2503100;PB;48,69
Cabaceiras do Paraguaçu;2904852;BA;54,94
Cabeceira Grande;3109451;MG;87,28
Cabeceiras;5204003;GO;86,4
Cabeceiras do Piauí;2202059;PI;22,51
Cabedelo;2503209;PB;98,66
Cabixi;1100031;RO;61,06
Cabo de Santo Agostinho;2602902;PE;93,23
Cabo Frio;3300704;RJ;96,46
Cabo Verde;3109501;MG;96,29
Cabrália Paulista;3508306;SP;88,04
Cabreúva;3508405;SP;99,5
Cabrobó;2603009;PE;69,76
Caçador;4203006;SC;97,84
Caçapava;3508504;SP;99,5
Caçapava do Sul;4302808;RS;88,21
Cacaulândia;1100601;RO;47,07
Cacequi;4302907;RS;83,56
Cáceres;5102504;MT;88,17
Cachoeira;2904902;BA;81,62
Cachoeira Alta;5204102;GO;88,85
Cachoeira da Prata;3109600;MG;97,46
Cachoeira de Goiás;5204201;GO;85,62
Cachoeira de Minas;3109709;MG;94,31
Cachoeira de Pajeú;3102704;MG;68,68
Cachoeira do Arari;1502004;PA;40,46
Cachoeira do Piriá;1501956;PA;41,89
Cachoeira do Sul;4303004;RS;96,86
Cachoeira dos Índios;2503308;PB;55,27
Cachoeira Dourada;3109808;MG;91,23
Cachoeira Dourada;5204250;GO;91,69
Cachoeira Grande;2102374;MA;33,27
Cachoeira Paulista;3508603;SP;98,9
Cachoeiras de Macacu;3300803;RJ;93,39
Cachoeirinha;1703826;TO;77,43
Cachoeirinha;2603108;PE;85,6
Cachoeirinha;4303103;RS;99,8
Cachoeiro de Itapemirim;3201209;ES;97,97
Cacimba de Areia;2503407;PB;57,54
Cacimba de Dentro;2503506;PB;77,24
Cacimbas;2503555;PB;49,89
Cacimbinhas;2701209;AL;62,41
Cacique Doble;4303202;RS;81,08
Cacoal;1100049;RO;85,66
Caconde;3508702;SP;92,84
Caçu;5204300;GO;93,93
Caculé;2905008;BA;70,6
Caém;2905107;BA;68,32
Caetanópolis;3109907;MG;78,54
Caetanos;2905156;BA;32,98
Caeté;3110004;MG;92,58
Caetés;2603207;PE;37,56
Caetité;2905206;BA;64,89
Cafarnaum;2905305;BA;76,63
Cafeara;4103404;PR;88,59
Cafelândia;3508801;SP;94,83
Cafelândia;4103453;PR;95,79
Cafezal do Sul;4103479;PR;88,03
Caiabu;3508900;SP;90,66
Caiana;3110103;MG;89,15
Caiapônia;5204409;GO;80,77
Caibaté;4303301;RS;76,78
Caibi;4203105;SC;77,27
Caiçara;2503605;PB;78,65
Caiçara;4303400;RS;71,62
Caiçara do Norte;2401859;RN;94,74
Caiçara do Rio do Vento;2401909;RN;86,67
Caicó;2402006;RN;93,94
Caieiras;3509007;SP;99,78
Cairu;2905404;BA;95,79
Caiuá;3509106;SP;65,41
Cajamar;3509205;SP;99,57
Cajapió;2102408;MA;19,4
Cajari;2102507;MA;23,93
Cajati;3509254;SP;97,62
Cajazeiras;2503704;PB;86,42
Cajazeiras do Piauí;2202075;PI;38,97
Cajazeirinhas;2503753;PB;53,79
Cajobi;3509304;SP;97,18
Cajueiro;2701308;AL;94,3
Cajueiro da Praia;2202083;PI;71,76
Cajuri;3110202;MG;92,95
Cajuru;3509403;SP;95,66
Calçado;2603306;PE;56,63
Calçoene;1600204;AP;84,27
Caldas;3110301;MG;86,67
Caldas Brandão;2503803;PB;85,06
Caldas Novas;5204508;GO;97,99
Caldazinha;5204557;GO;85,26
Caldeirão Grande;2905503;BA;69,74
Caldeirão Grande do Piauí;2202091;PI;42,7
Califórnia;4103503;PR;89,95
Calmon;4203154;SC;67,35
Calumbi;2603405;PE;46,74
Camacan;2905602;BA;89,25
Camaçari;2905701;BA;96,02
Camacho;3110400;MG;74,1
Camalaú;2503902;PB;60,59
Camamu;2905800;BA;73,25
Camanducaia;3110509;MG;97,89
Camapuã;5002605;MS;82,06
Camaquã;4303509;RS;91,53
Camaragibe;2603454;PE;92,91
Camargo;4303558;RS;96,37
Cambará;4103602;PR;95,54
Cambará do Sul;4303608;RS;97,35
Cambé;4103701;PR;98,58
Cambira;4103800;PR;89,21
Camboriú;4203204;SC;99,83
Cambuci;3300902;RJ;86,98
Cambuí;3110608;MG;98,97
Cambuquira;3110707;MG;92,06
Cametá;1502103;PA;55,43
Camocim;2302602;CE;76,92
Camocim de São Félix;2603504;PE;94,18
Campanário;3110806;MG;85,36
Campanha;3110905;MG;93,25
Campestre;2701357;AL;93,11
Campestre;3111002;MG;86,73
Campestre da Serra;4303673;RS;93,69
Campestre de Goiás;5204607;GO;80,03
Campestre do Maranhão;2102556;MA;91,32
Campina da Lagoa;4103909;PR;90,25
Campina das Missões;4303707;RS;90,7
Campina do Monte Alegre;3509452;SP;98,22
Campina do Simão;4103958;PR;61,06
Campina Grande;2504009;PB;97,47
Campina Grande do Sul;4104006;PR;98,41
Campina Verde;3111101;MG;84,81
Campinaçu;5204656;GO;64,46
Campinápolis;5102603;MT;55,56
Campinas;3509502;SP;99,77
Campinas do Piauí;2202109;PI;44,33
Campinas do Sul;4303806;RS;96,36
Campinorte;5204706;GO;89,04
Campo Alegre;2701407;AL;99,08
Campo Alegre;4203303;SC;95,35
Campo Alegre de Goiás;5204805;GO;86,66
Campo Alegre de Lourdes;2905909;BA;26,07
Campo Alegre do Fidalgo;2202117;PI;30,75
Campo Azul;3111150;MG;58,31
Campo Belo;3111200;MG;98,41
Campo Belo do Sul;4203402;SC;76,34
Campo Bom;4303905;RS;99,98
Campo Bonito;4104055;PR;74,5
Campo do Brito;2801009;SE;91,06
Campo do Meio;3111309;MG;89,67
Campo do Tenente;4104105;PR;96,18
Campo Erê;4203501;SC;86,86
Campo Florido;3111408;MG;89,68
Campo Formoso;2906006;BA;71,52
Campo Grande;2401305;RN;64,21
Campo Grande;2701506;AL;55,52
Campo Grande;5002704;MS;99,22
Campo Grande do Piauí;2202133;PI;70,52
Campo Largo;4104204;PR;96,44
Campo Largo do Piauí;2202174;PI;26,54
Campo Limpo de Goiás;5204854;GO;89,32
Campo Limpo Paulista;3509601;SP;99,68
Campo Magro;4104253;PR;92,55
Campo Maior;2202208;PI;81,1
Campo Mourão;4104303;PR;97,73
Campo Novo;4304002;RS;95,63
Campo Novo de Rondônia;1100700;RO;32
Campo Novo do Parecis;5102637;MT;96,98
Campo Redondo;2402105;RN;78,11
Campo Verde;5102678;MT;91,15
Campos Altos;3111507;MG;94,25
Campos Belos;5204904;GO;94,4
Campos Borges;4304101;RS;83,22
Campos de Júlio;5102686;MT;87,93
Campos do Jordão;3509700;SP;99,65
Campos dos Goytacazes;3301009;RJ;97,13
Campos Gerais;3111606;MG;82,34
Campos Lindos;1703842;TO;68,91
Campos Novos;4203600;SC;91,85
Campos Novos Paulista;3509809;SP;92,2
Campos Sales;2302701;CE;78,07
Campos Verdes;5204953;GO;88,87
Camutanga;2603603;PE;83,25
Cana Verde;3111903;MG;96,19
Canaã;3111705;MG;91,37
Canaã dos Carajás;1502152;PA;92,87
Canabrava do Norte;5102694;MT;66,62
Cananéia;3509908;SP;96,18
Canapi;2701605;AL;49,71
Canápolis;2906105;BA;50,8
Canápolis;3111804;MG;94,92
Canarana;2906204;BA;74,12
Canarana;5102702;MT;87,06
Canas;3509957;SP;97,9
Canavieira;2202251;PI;48,31
Canavieiras;2906303;BA;80,04
Candeal;2906402;BA;64,78
Candeias;2906501;BA;93,76
Candeias;3112000;MG;82,97
Candeias do Jamari;1100809;RO;69,29
Candelária;4304200;RS;85,73
Candiba;2906600;BA;60,59
Cândido de Abreu;4104402;PR;43,56
Cândido Godói;4304309;RS;70,64
Cândido Mendes;2102606;MA;46,73
Cândido Mota;3510005;SP;97,8
Cândido Rodrigues;3510104;SP;92,38
Cândido Sales;2906709;BA;76,55
Candiota;4304358;RS;84,45
Candói;4104428;PR;77,51
Canela;4304408;RS;99,6
Canelinha;4203709;SC;96,28
Canguaretama;2402204;RN;94,46
Canguçu;4304507;RS;53,34
Canhoba;2801108;SE;85,25
Canhotinho;2603702;PE;72,44
Canindé;2302800;CE;68,31
Canindé de São Francisco;2801207;SE;78,82
Canitar;3510153;SP;98,94
Canoas;4304606;RS;99,85
Canoinhas;4203808;SC;90,29
Cansanção;2906808;BA;58,47
Cantá;1400175;RR;31,72
Cantagalo;3112059;MG;67,27
Cantagalo;3301108;RJ;94,97
Cantagalo;4104451;PR;85,03
Cantanhede;2102705;MA;56,98
Canto do Buriti;2202307;PI;64,41
Canudos;2906824;BA;67,63
Canudos do Vale;4304614;RS;89,97
Canutama;1300904;AM;48,73
Capanema;1502202;PA;86,21
Capanema;4104501;PR;81,49
Capão Alto;4203253;SC;74,45
Capão Bonito;3510203;SP;95,56
Capão Bonito do Sul;4304622;RS;81,48
Capão da Canoa;4304630;RS;99,37
Capão do Cipó;4304655;RS;43,02
Capão do Leão;4304663;RS;98,98
Caparaó;3112109;MG;86,02
Capela;2701704;AL;86,88
Capela;2801306;SE;83,88
Capela de Santana;4304689;RS;98,98
Capela do Alto;3510302;SP;99,19
Capela do Alto Alegre;2906857;BA;82,11
Capela Nova;3112208;MG;81,34
Capelinha;3112307;MG;84,35
Capetinga;3112406;MG;95,68
Capim;2504033;PB;88,56
Capim Branco;3112505;MG;97,92
Capim Grosso;2906873;BA;88,52
Capinópolis;3112604;MG;96,39
Capinzal;4203907;SC;98,58
Capinzal do Norte;2102754;MA;76
Capistrano;2302909;CE;64,63
Capitão;4304697;RS;89,66
Capitão Andrade;3112653;MG;81,18
Capitão de Campos;2202406;PI;70,5
Capitão Enéas;3112703;MG;82,62
Capitão Gervásio Oliveira;2202455;PI;39,92
Capitão Leônidas Marques;4104600;PR;96,72
Capitão Poço;1502301;PA;71,62
Capitólio;3112802;MG;96,86
Capivari;3510401;SP;99,48
Capivari de Baixo;4203956;SC;99,9
Capivari do Sul;4304671;RS;98,8
Capixaba;1200179;AC;44,15
Capoeiras;2603801;PE;45,27
Caputira;3112901;MG;81,71
Caraá;4304713;RS;91,84
Caracaraí;1400209;RR;52,97
Caracol;2202505;PI;49,4
Caracol;5002803;MS;72,57
Caraguatatuba;3510500;SP;99,51
Caraí;3113008;MG;55,1
Caraíbas;2906899;BA;33,62
Carambeí;4104659;PR;98,38
Caranaíba;3113107;MG;62,27
Carandaí;3113206;MG;94,6
Carangola;3113305;MG;89,88
Carapebus;3300936;RJ;92,25
Carapicuíba;3510609;SP;99,91
Caratinga;3113404;MG;88,91
Carauari;1301001;AM;70,74
Caraúbas;2402303;RN;81,6
Caraúbas;2504074;PB;67,03
Caraúbas do Piauí;2202539;PI;40,13
Caravelas;2906907;BA;80,88
Carazinho;4304705;RS;98,98
Carbonita;3113503;MG;86,93
Cardeal da Silva;2907004;BA;78,94
Cardoso;3510708;SP;96,94
Cardoso Moreira;3301157;RJ;89,73
Careaçu;3113602;MG;96,8
Careiro;1301100;AM;52,49
Careiro da Várzea;1301159;AM;21,99
Cariacica;3201308;ES;98,29
Caridade;2303006;CE;74,84
Caridade do Piauí;2202554;PI;55,57
Carinhanha;2907103;BA;65,66
Carira;2801405;SE;82,09
Cariré;2303105;CE;78,54
Cariri do Tocantins;1703867;TO;74,14
Caririaçu;2303204;CE;63
Cariús;2303303;CE;72,21
Carlinda;5102793;MT;57,9
Carlópolis;4104709;PR;93,92
Carlos Barbosa;4304804;RS;98,1
Carlos Chagas;3113701;MG;73,78
Carlos Gomes;4304853;RS;39,18
Carmésia;3113800;MG;80
Carmo;3301207;RJ;98,55
Carmo da Cachoeira;3113909;MG;87,53
Carmo da Mata;3114006;MG;94,19
Carmo de Minas;3114105;MG;89,08
Carmo do Cajuru;3114204;MG;97,13
Carmo do Paranaíba;3114303;MG;89,95
Carmo do Rio Claro;3114402;MG;95,33
Carmo do Rio Verde;5205000;GO;84,68
Carmolândia;1703883;TO;87,42
Carmópolis;2801504;SE;96,69
Carmópolis de Minas;3114501;MG;91,73
Carnaíba;2603900;PE;57,3
Carnaúba dos Dantas;2402402;RN;94,79
Carnaubais;2402501;RN;90,07
Carnaubal;2303402;CE;89,51
Carnaubeira da Penha;2603926;PE;18,59
Carneirinho;3114550;MG;88,67
Carneiros;2701803;AL;61,93
Caroebe;1400233;RR;57,7
Carolina;2102804;MA;73,56
Carpina;2604007;PE;88,77
Carrancas;3114600;MG;89,39
Carrapateira;2504108;PB;95,09
Carrasco Bonito;1703891;TO;78,16
Caruaru;2604106;PE;95,57
Carutapera;2102903;MA;76,56
Carvalhópolis;3114709;MG;96,4
Carvalhos;3114808;MG;80,47
Casa Branca;3510807;SP;95,3
Casa Grande;3114907;MG;81,96
Casa Nova;2907202;BA;64,33
Casca;4304903;RS;96,88
Cascalho Rico;3115003;MG;78,73
Cascavel;2303501;CE;83,86
Cascavel;4104808;PR;98,3
Caseara;1703909;TO;65,68
Caseiros;4304952;RS;87,84
Casimiro de Abreu;3301306;RJ;99,05
Casinhas;2604155;PE;43,28
Casserengue;2504157;PB;64,55
Cássia;3115102;MG;96,02
Cássia dos Coqueiros;3510906;SP;91,45
Cassilândia;5002902;MS;93,59
Castanhal;1502400;PA;94,72
Castanheira;5102850;MT;55,95
Castanheiras;1100908;RO;37,9
Castelândia;5205059;GO;93,94
Castelo;3201407;ES;84,62
Castelo do Piauí;2202604;PI;70,41
Castilho;3511003;SP;87,7
Castro;4104907;PR;86,38
Castro Alves;2907301;BA;65,83
Cataguases;3115300;MG;97,96
Catalão;5205109;GO;98
Catanduva;3511102;SP;99,55
Catanduvas;4105003;PR;81,64
Catanduvas;4204004;SC;97,23
Catarina;2303600;CE;67,19
Catas Altas;3115359;MG;95,37
Catas Altas da Noruega;3115409;MG;53,66
Catende;2604205;PE;78,79
Catiguá;3511201;SP;98,25
Catingueira;2504207;PB;64,74
Catolândia;2907400;BA;39,72
Catolé do Rocha;2504306;PB;87,86
Catu;2907509;BA;89,41
Catuípe;4305009;RS;78,58
Catuji;3115458;MG;56,81
Catunda;2303659;CE;64,42
Caturaí;5205208;GO;86,09
Caturama;2907558;BA;44,25
Caturité;2504355;PB;85,68
Catuti;3115474;MG;66
Caucaia;2303709;CE;93,48
Cavalcante;5205307;GO;60,72
Caxambu;3115508;MG;98,83
Caxambu do Sul;4204103;SC;66,75
Caxias;2103000;MA;72,05
Caxias do Sul;4305108;RS;99,35
Caxingó;2202653;PI;52,66
Ceará-Mirim;2402600;RN;80,95
Cedral;2103109;MA;40,39
Cedral;3511300;SP;95,47
Cedro;2303808;CE;68,1
Cedro;2604304;PE;84,57
Cedro de São João;2801603;SE;98,6
Cedro do Abaeté;3115607;MG;93,99
Celso Ramos;4204152;SC;90,59
Centenário;1704105;TO;66,06
Centenário;4305116;RS;57,23
Centenário do Sul;4105102;PR;95,59
Central;2907608;BA;82,36
Central de Minas;3115706;MG;86,48
Central do Maranhão;2103125;MA;50,18
Centralina;3115805;MG;96,75
Centro do Guilherme;2103158;MA;58,21
Centro Novo do Maranhão;2103174;MA;61,93
Cerejeiras;1100056;RO;87,04
Ceres;5205406;GO;96,79
Cerqueira César;3511409;SP;95,36
Cerquilho;3511508;SP;99,47
Cerrito;4305124;RS;68,82
Cerro Azul;4105201;PR;57,36
Cerro Branco;4305132;RS;90,01
Cerro Corá;2402709;RN;67,1
Cerro Grande;4305157;RS;54,86
Cerro Grande do Sul;4305173;RS;82,07
Cerro Largo;4305207;RS;98,49
Cerro Negro;4204178;SC;52,88
Cesário Lange;3511607;SP;98,58
Céu Azul;4105300;PR;89,25
Cezarina;5205455;GO;85,25
Chã de Alegria;2604403;PE;70,57
Chã Grande;2604502;PE;85,89
Chã Preta;2701902;AL;76,64
Chácara;3115904;MG;94,43
Chalé;3116001;MG;76,16
Chapada;4305306;RS;80,81
Chapada da Natividade;1705102;TO;55,74
Chapada de Areia;1704600;TO;63,94
Chapada do Norte;3116100;MG;46,57
Chapada dos Guimarães;5103007;MT;70,94
Chapada Gaúcha;3116159;MG;67,62
Chapadão do Céu;5205471;GO;97,41
Chapadão do Lageado;4204194;SC;94,34
Chapadão do Sul;5002951;MS;96,47
Chapadinha;2103208;MA;67,88
Chapecó;4204202;SC;97,31
Charqueada;3511706;SP;99,14
Charqueadas;4305355;RS;99,13
Charrua;4305371;RS;50,78
Chaval;2303907;CE;77,74
Chavantes;3557204;SP;99,01
Chaves;1502509;PA;22,01
Chiador;3116209;MG;87,96
Chiapetta;4305405;RS;84,37
Chopinzinho;4105409;PR;77,37
Choró;2303931;CE;27,77
Chorozinho;2303956;CE;80,08
Chorrochó;2907707;BA;51,77
Chuí;4305439;RS;98,49
Chupinguaia;1100924;RO;66,72
Chuvisca;4305447;RS;35,17
Cianorte;4105508;PR;97,69
Cícero Dantas;2907806;BA;81,1
Cidade Gaúcha;4105607;PR;97,34
Cidade Ocidental;5205497;GO;97,83
Cidelândia;2103257;MA;69,47
Cidreira;4305454;RS;99,68
Cipó;2907905;BA;77,66
Cipotânea;3116308;MG;66,65
Ciríaco;4305504;RS;91,85
Claraval;3116407;MG;83,32
Claro dos Poções;3116506;MG;73,83
Cláudia;5103056;MT;75,05
Cláudio;3116605;MG;93,89
Clementina;3511904;SP;97,62
Clevelândia;4105706;PR;91,09
Coaraci;2908002;BA;92,31
Coari;1301209;AM;75,52
Cocal;2202703;PI;45,58
Cocal de Telha;2202711;PI;60,7
Cocal do Sul;4204251;SC;99,73
Cocal dos Alves;2202729;PI;30,95
Cocalinho;5103106;MT;76,93
Cocalzinho de Goiás;5205513;GO;77,64
Cocos;2908101;BA;56,62
Codajás;1301308;AM;73,47
Codó;2103307;MA;73,16
Coelho Neto;2103406;MA;73,85
Coimbra;3116704;MG;95,62
Coité do Nóia;2702009;AL;46,02
Coivaras;2202737;PI;50,35
Colares;1502608;PA;65,43
Colatina;3201506;ES;93,73
Colíder;5103205;MT;83,03
Colina;3512001;SP;96,71
Colinas;2103505;MA;60,96
Colinas;4305587;RS;97,78
Colinas do Sul;5205521;GO;74,01
Colinas do Tocantins;1705508;TO;96,29
Colméia;1716703;TO;80,34
Colniza;5103254;MT;59,68
Colômbia;3512100;SP;90,01
Colombo;4105805;PR;99,77
Colônia do Gurguéia;2202752;PI;83,62
Colônia do Piauí;2202778;PI;52,37
Colônia Leopoldina;2702108;AL;86,34
Colorado;4105904;PR;96,06
Colorado;4305603;RS;87,81
Colorado do Oeste;1100064;RO;77,25
Coluna;3116803;MG;62,98
Combinado;1705557;TO;87,31
Comendador Gomes;3116902;MG;75,46
Comendador Levy Gasparian;3300951;RJ;97,98
Comercinho;3117009;MG;52,19
Comodoro;5103304;MT;73,46
Conceição;2504405;PB;65,59
Conceição da Aparecida;3117108;MG;83,15
Conceição da Barra;3201605;ES;87,41
Conceição da Barra de Minas;3115201;MG;86,71
Conceição da Feira;2908200;BA;87,16
Conceição das Alagoas;3117306;MG;95,53
Conceição das Pedras;3117207;MG;97,94
Conceição de Ipanema;3117405;MG;76,25
Conceição de Macabu;3301405;RJ;94,89
Conceição do Almeida;2908309;BA;70,7
Conceição do Araguaia;1502707;PA;76,65
Conceição do Canindé;2202802;PI;59,3
Conceição do Castelo;3201704;ES;89,66
Conceição do Coité;2908408;BA;87,77
Conceição do Jacuípe;2908507;BA;96
Conceição do Lago-Açu;2103554;MA;42,48
Conceição do Mato Dentro;3117504;MG;83,61
Conceição do Pará;3117603;MG;94,34
Conceição do Rio Verde;3117702;MG;93,63
Conceição do Tocantins;1705607;TO;70,66
Conceição dos Ouros;3117801;MG;96,39
Conchal;3512209;SP;98,28
Conchas;3512308;SP;93,65
Concórdia;4204301;SC;96,1
Concórdia do Pará;1502756;PA;70,23
Condado;2504504;PB;75,03
Condado;2604601;PE;96,25
Conde;2504603;PB;85,88
Conde;2908606;BA;76,18
Condeúba;2908705;BA;49,07
Condor;4305702;RS;89,68
Cônego Marinho;3117836;MG;58,62
Confins;3117876;MG;99,52
Confresa;5103353;MT;76,98
Congo;2504702;PB;73,35
Congonhal;3117900;MG;92,7
Congonhas;3118007;MG;99,16
Congonhas do Norte;3118106;MG;79,94
Congonhinhas;4106001;PR;71,22
Conquista;3118205;MG;94,4
Conquista D'Oeste;5103361;MT;70,87
Conselheiro Lafaiete;3118304;MG;98,91
Conselheiro Mairinck;4106100;PR;94,33
Conselheiro Pena;3118403;MG;81,98
Consolação;3118502;MG;95,5
Constantina;4305801;RS;87,31
Contagem;3118601;MG;99,69
Contenda;4106209;PR;93,82
Contendas do Sincorá;2908804;BA;67,65
Coqueiral;3118700;MG;83,14
Coqueiro Baixo;4305835;RS;95,42
Coqueiro Seco;2702207;AL;98,33
Coqueiros do Sul;4305850;RS;78,79
Coração de Jesus;3118809;MG;47,35
Coração de Maria;2908903;BA;49,76
Corbélia;4106308;PR;95,25
Cordeiro;3301504;RJ;99,16
Cordeirópolis;3512407;SP;99,12
Cordeiros;2909000;BA;46,15
Cordilheira Alta;4204350;SC;74,04
Cordisburgo;3118908;MG;69,54
Cordislândia;3119005;MG;94,25
Coreaú;2304004;CE;68,33
Coremas;2504801;PB;87,59
Corguinho;5003108;MS;67,44
Coribe;2909109;BA;66,15
Corinto;3119104;MG;90,23
Cornélio Procópio;4106407;PR;97,59
Coroaci;3119203;MG;57,97
Coroados;3512506;SP;95,89
Coroatá;2103604;MA;61,07
Coromandel;3119302;MG;88,71
Coronel Barros;4305871;RS;67,86
Coronel Bicaco;4305900;RS;81,15
Coronel Domingos Soares;4106456;PR;51,89
Coronel Ezequiel;2402808;RN;72,92
Coronel Fabriciano;3119401;MG;99,43
Coronel Freitas;4204400;SC;74,98
Coronel João Pessoa;2402907;RN;73,38
Coronel João Sá;2909208;BA;60,42
Coronel José Dias;2202851;PI;45,25
Coronel Macedo;3512605;SP;91,54
Coronel Martins;4204459;SC;60,5
Coronel Murta;3119500;MG;77,03
Coronel Pacheco;3119609;MG;95,76
Coronel Pilar;4305934;RS;86,9
Coronel Sapucaia;5003157;MS;70,84
Coronel Vivida;4106506;PR;83,17
Coronel Xavier Chaves;3119708;MG;96,51
Córrego Danta;3119807;MG;76,44
Córrego do Bom Jesus;3119906;MG;97,63
Córrego do Ouro;5205703;GO;80,51
Córrego Fundo;3119955;MG;96,27
Córrego Novo;3120003;MG;78,88
Correia Pinto;4204558;SC;93,51
Corrente;2202901;PI;64,19
Correntes;2604700;PE;68,11
Correntina;2909307;BA;61,37
Cortês;2604809;PE;88,26
Corumbá;5003207;MS;90,56
Corumbá de Goiás;5205802;GO;73,33
Corumbaíba;5205901;GO;89,08
Corumbataí;3512704;SP;85,39
Corumbataí do Sul;4106555;PR;73,02
Corumbiara;1100072;RO;47,89
Corupá;4204509;SC;98,95
Coruripe;2702306;AL;94,53
Cosmópolis;3512803;SP;99,66
Cosmorama;3512902;SP;89,26
Costa Marques;1100080;RO;63,57
Costa Rica;5003256;MS;96,69
Cotegipe;2909406;BA;55,93
Cotia;3513009;SP;99,46
Cotiporã;4305959;RS;97,42
Cotriguaçu;5103379;MT;54,62
Couto de Magalhães de Minas;3120102;MG;90,54
Couto Magalhães;1706001;TO;66,78
Coxilha;4305975;RS;80,16
Coxim;5003306;MS;91,22
Coxixola;2504850;PB;50,68
Craíbas;2702355;AL;66,05
Crateús;2304103;CE;80,55
Crato;2304202;CE;91,54
Cravinhos;3513108;SP;99,22
Cravolândia;2909505;BA;83,32
Criciúma;4204608;SC;99,83
Crisólita;3120151;MG;66,03
Crisópolis;2909604;BA;68,59
Crissiumal;4306007;RS;76,76
Cristais;3120201;MG;86,54
Cristais Paulista;3513207;SP;91,94
Cristal;4306056;RS;89,12
Cristal do Sul;4306072;RS;58,37
Cristalândia;1706100;TO;80,99
Cristalândia do Piauí;2203008;PI;46,94
Cristália;3120300;MG;59,74
Cristalina;5206206;GO;86,88
Cristiano Otoni;3120409;MG;93,58
Cristianópolis;5206305;GO;91,33
Cristina;3120508;MG;91,58
Cristinápolis;2801702;SE;82,6
Cristino Castro;2203107;PI;70,65
Cristópolis;2909703;BA;49,71
Crixás;5206404;GO;78,89
Crixás do Tocantins;1706258;TO;68,31
Croatá;2304236;CE;90,25
Cromínia;5206503;GO;90,43
Crucilândia;3120607;MG;97,92
Cruz;2304251;CE;75,65
Cruz Alta;4306106;RS;97,35
Cruz das Almas;2909802;BA;92,5
Cruz do Espírito Santo;2504900;PB;47,09
Cruz Machado;4106803;PR;52,92
Cruzália;3513306;SP;96,11
Cruzaltense;4306130;RS;37,82
Cruzeiro;3513405;SP;99,5
Cruzeiro da Fortaleza;3120706;MG;91,81
Cruzeiro do Iguaçu;4106571;PR;88,17
Cruzeiro do Oeste;4106605;PR;91,87
Cruzeiro do Sul;1200203;AC;82,98
Cruzeiro do Sul;4106704;PR;85,6
Cruzeiro do Sul;4306205;RS;98,6
Cruzeta;2403004;RN;87,47
Cruzília;3120805;MG;92,9
Cruzmaltina;4106852;PR;74,44
Cubatão;3513504;SP;99,18
Cubati;2505006;PB;67,64
Cuiabá;5103403;MT;97,71
Cuité;2505105;PB;73,54
Cuité de Mamanguape;2505238;PB;60,7
Cuitegi;2505204;PB;95,04
Cujubim;1100940;RO;63,42
Cumari;5206602;GO;92,8
Cumaru;2604908;PE;65,73
Cumaru do Norte;1502764;PA;55,43
Cumbe;2801900;SE;88,3
Cunha;3513603;SP;79,33
Cunha Porã;4204707;SC;83,19
