Municípios;Código municipal;UF;% do total geral
Cunhataí;4204756;SC;69,99
Cuparaque;3120839;MG;88,87
Cupira;2605004;PE;95,64
Curaçá;2909901;BA;59,78
Curimatá;2203206;PI;66,47
Curionópolis;1502772;PA;79,8
Curitiba;4106902;PR;99,86
Curitibanos;4204806;SC;98,06
Curiúva;4107009;PR;88,4
Currais;2203230;PI;38,07
Currais Novos;2403103;RN;92,78
Curral de Cima;2505279;PB;23,54
Curral de Dentro;3120870;MG;85,91
Curral Novo do Piauí;2203271;PI;47,24
Curral Velho;2505303;PB;62,38
Curralinho;1502806;PA;33,72
Curralinhos;2203255;PI;61,56
Curuá;1502855;PA;44,84
Curuçá;1502905;PA;77,65
Cururupu;2103703;MA;65,8
Curvelândia;5103437;MT;74,21
Curvelo;3120904;MG;93,6
Custódia;2605103;PE;65,7
Cutias;1600212;AP;88,75
Damianópolis;5206701;GO;79,96
Damião;2505352;PB;69,52
Damolândia;5206800;GO;92,48
Darcinópolis;1706506;TO;69,65
Dário Meira;2910008;BA;69,26
Datas;3121001;MG;84,27
David Canabarro;4306304;RS;92,1
Davinópolis;2103752;MA;84,81
Davinópolis;5206909;GO;93,49
Delfim Moreira;3121100;MG;94,36
Delfinópolis;3121209;MG;94,81
Delmiro Gouveia;2702405;AL;94,08
Delta;3121258;MG;98,05
Demerval Lobão;2203305;PI;82,75
Denise;5103452;MT;89,76
Deodápolis;5003454;MS;88,36
Deputado Irapuan Pinheiro;2304269;CE;61,96
Derrubadas;4306320;RS;60,15
Descalvado;3513702;SP;94,37
Descanso;4204905;SC;80,34
Descoberto;3121308;MG;87,7
Desterro;2505402;PB;68,54
Desterro de Entre Rios;3121407;MG;68,06
Desterro do Melo;3121506;MG;62,4
Dezesseis de Novembro;4306353;RS;84,07
Diadema;3513801;SP;99,73
Diamante;2505600;PB;63,71
Diamante D'Oeste;4107157;PR;76,23
Diamante do Norte;4107108;PR;93,16
Diamante do Sul;4107124;PR;53,42
Diamantina;3121605;MG;88,49
Diamantino;5103502;MT;87,57
Dianópolis;1707009;TO;86,3
Dias d'Ávila;2910057;BA;91,3
Dilermando de Aguiar;4306379;RS;82,48
Diogo de Vasconcelos;3121704;MG;66,26
Dionísio;3121803;MG;91,89
Dionísio Cerqueira;4205001;SC;79,82
Diorama;5207105;GO;75,6
Dirce Reis;3513850;SP;97,04
Dirceu Arcoverde;2203354;PI;39,27
Divina Pastora;2802007;SE;96,7
Divinésia;3121902;MG;94,11
Divino;3122009;MG;81,41
Divino das Laranjeiras;3122108;MG;84,99
Divino de São Lourenço;3201803;ES;74,03
Divinolândia;3513900;SP;89,97
Divinolândia de Minas;3122207;MG;89,93
Divinópolis;3122306;MG;98,89
Divinópolis de Goiás;5208301;GO;82,8
Divinópolis do Tocantins;1707108;TO;74,1
Divisa Alegre;3122355;MG;97,28
Divisa Nova;3122405;MG;95,3
Divisópolis;3122454;MG;81,15
Dobrada;3514007;SP;98,99
Dois Córregos;3514106;SP;98,05
Dois Irmãos;4306403;RS;99,76
Dois Irmãos das Missões;4306429;RS;78,07
Dois Irmãos do Buriti;5003488;MS;61,42
Dois Irmãos do Tocantins;1707207;TO;54,19
Dois Lajeados;4306452;RS;94,14
Dois Riachos;2702504;AL;59,45
Dois Vizinhos;4107207;PR;91
Dolcinópolis;3514205;SP;95,04
Dom Aquino;5103601;MT;80,96
Dom Basílio;2910107;BA;66,18
Dom Bosco;3122470;MG;74,32
Dom Cavati;3122504;MG;91,18
Dom Eliseu;1502939;PA;87,18
Dom Expedito Lopes;2203404;PI;95,44
Dom Feliciano;4306502;RS;67,98
Dom Inocêncio;2203453;PI;32,2
Dom Joaquim;3122603;MG;74,02
Dom Macedo Costa;2910206;BA;64,19
Dom Pedrito;4306601;RS;92,43
Dom Pedro;2103802;MA;74,74
Dom Pedro de Alcântara;4306551;RS;99,81
Dom Silvério;3122702;MG;88,03
Dom Viçoso;3122801;MG;90,03
Domingos Martins;3201902;ES;79,08
Domingos Mourão;2203420;PI;45,22
Dona Emma;4205100;SC;90,58
Dona Euzébia;3122900;MG;89,42
Dona Francisca;4306700;RS;94,69
Dona Inês;2505709;PB;69,28
Dores de Campos;3123007;MG;96,11
Dores de Guanhães;3123106;MG;65,94
Dores do Indaiá;3123205;MG;95,35
Dores do Rio Preto;3202009;ES;94,21
Dores do Turvo;3123304;MG;80
Doresópolis;3123403;MG;87,69
Dormentes;2605152;PE;47,21
Douradina;4107256;PR;91,71
Douradina;5003504;MS;69,48
Dourado;3514304;SP;98,9
Douradoquara;3123502;MG;80,81
Dourados;5003702;MS;94,84
Doutor Camargo;4107306;PR;93,19
Doutor Maurício Cardoso;4306734;RS;80,11
Doutor Pedrinho;4205159;SC;97,07
Doutor Ricardo;4306759;RS;91,27
Doutor Severiano;2403202;RN;48,65
Doutor Ulysses;4128633;PR;32,08
Doverlândia;5207253;GO;72,35
Dracena;3514403;SP;98
Duartina;3514502;SP;95,82
Duas Barras;3301603;RJ;96,99
Duas Estradas;2505808;PB;83,79
Dueré;1707306;TO;69,43
Dumont;3514601;SP;98,88
Duque Bacelar;2103901;MA;42,87
Duque de Caxias;3301702;RJ;97,09
Durandé;3123528;MG;81,55
Echaporã;3514700;SP;94,09
Ecoporanga;3202108;ES;69,82
Edealina;5207352;GO;87,68
Edéia;5207402;GO;92,39
Eirunepé;1301407;AM;58,2
Eldorado;3514809;SP;85,95
Eldorado;5003751;MS;89,34
Eldorado do Carajás;1502954;PA;59,39
Eldorado do Sul;4306767;RS;98,56
Elesbão Veloso;2203503;PI;73,26
Elias Fausto;3514908;SP;98,68
Eliseu Martins;2203602;PI;76,86
Elisiário;3514924;SP;99,41
Elísio Medrado;2910305;BA;77,46
Elói Mendes;3123601;MG;94,22
Emas;2505907;PB;76,8
Embaúba;3514957;SP;92,75
Embu das Artes;3515004;SP;99,06
Embu-Guaçu;3515103;SP;98,91
Emilianópolis;3515129;SP;96,09
Encantado;4306809;RS;98,07
Encanto;2403301;RN;69,83
Encruzilhada;2910404;BA;68,74
Encruzilhada do Sul;4306908;RS;82,49
Enéas Marques;4107405;PR;58,72
Engenheiro Beltrão;4107504;PR;94,58
Engenheiro Caldas;3123700;MG;81,05
Engenheiro Coelho;3515152;SP;97,72
Engenheiro Navarro;3123809;MG;79,52
Engenheiro Paulo de Frontin;3301801;RJ;99,17
Engenho Velho;4306924;RS;80,95
Entre Folhas;3123858;MG;82,23
Entre Rios;2910503;BA;84,92
Entre Rios;4205175;SC;40,84
Entre Rios de Minas;3123908;MG;93,32
Entre Rios do Oeste;4107538;PR;89,66
Entre Rios do Sul;4306957;RS;98,44
Entre-Ijuís;4306932;RS;69,85
Envira;1301506;AM;75,17
Epitaciolândia;1200252;AC;70,96
Equador;2403400;RN;85,15
Erebango;4306973;RS;82,32
Erechim;4307005;RS;98,7
Ereré;2304277;CE;66,46
Érico Cardoso;2900504;BA;59,77
Ermo;4205191;SC;95,3
Ernestina;4307054;RS;82,48
Erval Grande;4307203;RS;92,79
Erval Seco;4307302;RS;84,98
Erval Velho;4205209;SC;94,04
Ervália;3124005;MG;82,75
Escada;2605202;PE;84,88
Esmeralda;4307401;RS;87,66
Esmeraldas;3124104;MG;93,09
Espera Feliz;3124203;MG;92,11
Esperança;2506004;PB;79,75
Esperança do Sul;4307450;RS;66,07
Esperança Nova;4107520;PR;82,09
Esperantina;1707405;TO;69,79
Esperantina;2203701;PI;63,2
Esperantinópolis;2104008;MA;66,43
Espigão Alto do Iguaçu;4107546;PR;63,67
Espigão D'Oeste;1100098;RO;74,29
Espinosa;3124302;MG;64,19
Espírito Santo;2403509;RN;92,13
Espírito Santo do Dourado;3124401;MG;89,96
Espírito Santo do Pinhal;3515186;SP;97,9
Espírito Santo do Turvo;3515194;SP;94,06
Esplanada;2910602;BA;86,4
Espumoso;4307500;RS;88,03
Estação;4307559;RS;93,69
Estância;2802106;SE;88,39
Estância Velha;4307609;RS;99,8
Esteio;4307708;RS;99,92
Estiva;3124500;MG;92,47
Estiva Gerbi;3557303;SP;98,43
Estreito;2104057;MA;77,09
Estrela;4307807;RS;99,57
Estrela d'Oeste;3515202;SP;92,09
Estrela Dalva;3124609;MG;93,96
Estrela de Alagoas;2702553;AL;37,92
Estrela do Indaiá;3124708;MG;89,8
Estrela do Norte;3515301;SP;81,77
Estrela do Norte;5207501;GO;90,94
Estrela do Sul;3124807;MG;87,45
Estrela Velha;4307815;RS;67,96
Euclides da Cunha;2910701;BA;83,01
Euclides da Cunha Paulista;3515350;SP;73,59
Eugênio de Castro;4307831;RS;69,42
Eugenópolis;3124906;MG;88,83
Eunápolis;2910727;BA;94,37
Eusébio;2304285;CE;99,5
Ewbank da Câmara;3125002;MG;97,21
Extrema;3125101;MG;99,05
Extremoz;2403608;RN;95,05
Exu;2605301;PE;52,04
Fagundes;2506103;PB;52,46
Fagundes Varela;4307864;RS;97,06
Faina;5207535;GO;60,84
Fama;3125200;MG;96,01
Faria Lemos;3125309;MG;89,46
Farias Brito;2304301;CE;79,73
Faro;1503002;PA;77,91
Farol;4107553;PR;80,47
Farroupilha;4307906;RS;98,83
Fartura;3515400;SP;94,94
Fartura do Piauí;2203750;PI;25,53
Fátima;1707553;TO;85,68
Fátima;2910750;BA;89,34
Fátima do Sul;5003801;MS;94,65
Faxinal;4107603;PR;91,91
Faxinal do Soturno;4308003;RS;92,99
Faxinal dos Guedes;4205308;SC;91,77
Faxinalzinho;4308052;RS;89,14
Fazenda Nova;5207600;GO;70,4
Fazenda Rio Grande;4107652;PR;99,57
Fazenda Vilanova;4308078;RS;99,09
Feijó;1200302;AC;54,91
Feira da Mata;2910776;BA;62,04
Feira de Santana;2910800;BA;96,06
Feira Grande;2702603;AL;58,21
Feira Nova;2605400;PE;81,98
Feira Nova;2802205;SE;86,6
Feira Nova do Maranhão;2104073;MA;45,97
Felício dos Santos;3125408;MG;57,62
Felipe Guerra;2403707;RN;74,22
Felisburgo;3125606;MG;81,88
Felixlândia;3125705;MG;84,8
Feliz;4308102;RS;99,67
Feliz Deserto;2702702;AL;95,7
Feliz Natal;5103700;MT;76,48
Fênix;4107702;PR;92,22
Fernandes Pinheiro;4107736;PR;81,41
Fernandes Tourinho;3125804;MG;89,38
Fernando de Noronha;2605459;PE;99,72
Fernando Falcão;2104081;MA;33,58
Fernando Pedroza;2403756;RN;90,69
Fernando Prestes;3515608;SP;92,98
Fernandópolis;3515509;SP;97,94
Fernão;3515657;SP;96,41
Ferraz de Vasconcelos;3515707;SP;99,46
Ferreira Gomes;1600238;AP;75,17
Ferreiros;2605509;PE;89,93
Ferros;3125903;MG;49,82
Fervedouro;3125952;MG;73,24
Figueira;4107751;PR;97,22
Figueirão;5003900;MS;70,43
Figueirópolis;1707652;TO;80,24
Figueirópolis D'Oeste;5103809;MT;70,52
Filadélfia;1707702;TO;62,48
Filadélfia;2910859;BA;76,48
Firmino Alves;2910909;BA;93,17
Firminópolis;5207808;GO;91,42
Flexeiras;2702801;AL;72,74
Flor da Serra do Sul;4107850;PR;63,14
Flor do Sertão;4205357;SC;50,83
Flora Rica;3515806;SP;86,89
Floraí;4107801;PR;97,41
Florânia;2403806;RN;82,25
Floreal;3515905;SP;93,68
Flores;2605608;PE;48,63
Flores da Cunha;4308201;RS;98,67
Flores de Goiás;5207907;GO;35,13
Flores do Piauí;2203800;PI;67,13
Floresta;2605707;PE;74,39
Floresta;4107900;PR;98,68
Floresta Azul;2911006;BA;76,77
Floresta do Araguaia;1503044;PA;53,06
Floresta do Piauí;2203859;PI;46,52
Florestal;3126000;MG;91,98
Florestópolis;4108007;PR;96,97
Floriano;2203909;PI;89,23
Floriano Peixoto;4308250;RS;34,44
Florianópolis;4205407;SC;99,83
Flórida;4108106;PR;96,59
Flórida Paulista;3516002;SP;94,39
Florínea;3516101;SP;95,64
Fonte Boa;1301605;AM;58,52
Fontoura Xavier;4308300;RS;68,54
Formiga;3126109;MG;96,33
Formigueiro;4308409;RS;92,47
Formosa;5208004;GO;92,23
Formosa da Serra Negra;2104099;MA;34,59
Formosa do Oeste;4108205;PR;79,53
Formosa do Rio Preto;2911105;BA;76,99
Formosa do Sul;4205431;SC;86,76
Formoso;3126208;MG;68,83
Formoso;5208103;GO;81,06
Formoso do Araguaia;1708205;TO;73,73
Forquetinha;4308433;RS;97,17
Forquilha;2304350;CE;85,51
Forquilhinha;4205456;SC;98,19
Fortaleza;2304400;CE;99,62
Fortaleza de Minas;3126307;MG;94,96
Fortaleza dos Nogueiras;2104107;MA;64,02
Fortaleza dos Valos;4308458;RS;89,13
Fortim;2304459;CE;89,1
Fortuna;2104206;MA;56,64
Fortuna de Minas;3126406;MG;91,01
Foz do Iguaçu;4108304;PR;99,58
Foz do Jordão;4108452;PR;96,13
Fraiburgo;4205506;SC;92,87
Franca;3516200;SP;99,65
Francinópolis;2204006;PI;76,51
Francisco Alves;4108320;PR;90,25
Francisco Ayres;2204105;PI;49,08
Francisco Badaró;3126505;MG;51,52
Francisco Beltrão;4108403;PR;97,3
Francisco Dantas;2403905;RN;72,14
Francisco Dumont;3126604;MG;76,64
Francisco Macedo;2204154;PI;50,49
Francisco Morato;3516309;SP;98,72
Francisco Sá;3126703;MG;66,42
Francisco Santos;2204204;PI;59,65
Franciscópolis;3126752;MG;49,53
Franco da Rocha;3516408;SP;99,28
Frecheirinha;2304509;CE;79,39
Frederico Westphalen;4308508;RS;93,71
Frei Gaspar;3126802;MG;61,46
Frei Inocêncio;3126901;MG;79,18
Frei Lagonegro;3126950;MG;51,43
Frei Martinho;2506202;PB;76,87
Frei Miguelinho;2605806;PE;69,41
Frei Paulo;2802304;SE;94,43
Frei Rogério;4205555;SC;86,37
Fronteira;3127008;MG;96,71
Fronteira dos Vales;3127057;MG;71,82
Fronteiras;2204303;PI;70,51
Fruta de Leite;3127073;MG;60,82
Frutal;3127107;MG;95,74
Frutuoso Gomes;2404002;RN;83,45
Fundão;3202207;ES;91,53
Funilândia;3127206;MG;92,5
Gabriel Monteiro;3516507;SP;95,42
Gado Bravo;2506251;PB;32,16
Gália;3516606;SP;93,2
Galiléia;3127305;MG;78,18
Galinhos;2404101;RN;96,96
Galvão;4205605;SC;75,06
Gameleira;2605905;PE;78,12
Gameleira de Goiás;5208152;GO;58,72
Gameleiras;3127339;MG;56,73
Gandu;2911204;BA;85,86
Garanhuns;2606002;PE;91,55
Gararu;2802403;SE;59,2
Garça;3516705;SP;97,96
Garibaldi;4308607;RS;99,72
Garopaba;4205704;SC;99,66
Garrafão do Norte;1503077;PA;62,7
Garruchos;4308656;RS;49,24
Garuva;4205803;SC;99,16
Gaspar;4205902;SC;99,82
Gastão Vidigal;3516804;SP;97,59
Gaúcha do Norte;5103858;MT;62,06
Gaurama;4308706;RS;86,85
Gavião;2911253;BA;68,25
Gavião Peixoto;3516853;SP;98,05
Geminiano;2204352;PI;84,16
General Câmara;4308805;RS;88,6
General Carneiro;4108502;PR;88,63
General Carneiro;5103908;MT;56,04
General Maynard;2802502;SE;98,2
General Salgado;3516903;SP;95,57
General Sampaio;2304608;CE;69,81
Gentil;4308854;RS;82,97
Gentio do Ouro;2911303;BA;56,42
Getulina;3517000;SP;93,72
Getúlio Vargas;4308904;RS;93,2
Gilbués;2204402;PI;65,08
Girau do Ponciano;2702900;AL;59,86
Giruá;4309001;RS;83,97
Glaucilândia;3127354;MG;59,39
Glicério;3517109;SP;95,04
Glória;2911402;BA;82,78
Glória D'Oeste;5103957;MT;77,18
Glória de Dourados;5004007;MS;82,9
Glória do Goitá;2606101;PE;65,59
Glorinha;4309050;RS;97,99
Godofredo Viana;2104305;MA;77,42
Godoy Moreira;4108551;PR;78,72
Goiabeira;3127370;MG;82,56
Goiana;2606200;PE;89,04
Goianá;3127388;MG;93,91
Goianápolis;5208400;GO;97,07
Goiandira;5208509;GO;95,73
Goianésia;5208608;GO;96,61
Goianésia do Pará;1503093;PA;68,62
Goiânia;5208707;GO;99,78
Goianinha;2404200;RN;97,27
Goianira;5208806;GO;99
Goianorte;1708304;TO;70,08
Goiás;5208905;GO;78,53
Goiatins;1709005;TO;52,22
Goiatuba;5209101;GO;94,64
Goioerê;4108601;PR;94,63
Goioxim;4108650;PR;50,85
Gonçalves;3127404;MG;97,26
Gonçalves Dias;2104404;MA;46,19
Gongogi;2911501;BA;86,66
Gonzaga;3127503;MG;68,45
Gouveia;3127602;MG;85,04
Gouvelândia;5209150;GO;88,38
Governador Archer;2104503;MA;72,43
Governador Celso Ramos;4206009;SC;99,61
Governador Dix-Sept Rosado;2404309;RN;55,83
Governador Edison Lobão;2104552;MA;80,83
Governador Eugênio Barros;2104602;MA;47,37
Governador Jorge Teixeira;1101005;RO;33,91
Governador Lindenberg;3202256;ES;65,98
Governador Luiz Rocha;2104628;MA;63,11
Governador Mangabeira;2911600;BA;64,44
Governador Newton Bello;2104651;MA;59,62
Governador Nunes Freire;2104677;MA;70,69
Governador Valadares;3127701;MG;97,49
Graça;2304657;CE;60,95
Graça Aranha;2104701;MA;45,9
Gracho Cardoso;2802601;SE;69,88
Grajaú;2104800;MA;69,2
Gramado;4309100;RS;99,78
Gramado dos Loureiros;4309126;RS;95,71
Gramado Xavier;4309159;RS;61,09
Grandes Rios;4108700;PR;84,35
Granito;2606309;PE;55,56
Granja;2304707;CE;49,84
Granjeiro;2304806;CE;69,61
Grão Mogol;3127800;MG;56,3
Grão-Pará;4206108;SC;70,34
Gravatá;2606408;PE;87,41
Gravataí;4309209;RS;99,55
Gravatal;4206207;SC;97,95
Groaíras;2304905;CE;81,09
Grossos;2404408;RN;98,46
Grupiara;3127909;MG;92,9
Guabiju;4309258;RS;90,93
Guabiruba;4206306;SC;99,58
Guaçuí;3202306;ES;90,6
Guadalupe;2204501;PI;90,38
Guaíba;4309308;RS;99,39
Guaiçara;3517208;SP;98,25
Guaimbê;3517307;SP;94,51
Guaíra;3517406;SP;97,85
Guaíra;4108809;PR;93,54
Guairaçá;4108908;PR;92,8
Guaiúba;2304954;CE;91,38
Guajará;1301654;AM;65,11
Guajará-Mirim;1100106;RO;78,14
Guajeru;2911659;BA;31,37
Guamaré;2404507;RN;97,39
Guamiranga;4108957;PR;74,01
Guanambi;2911709;BA;83,6
Guanhães;3128006;MG;88,24
Guapé;3128105;MG;82,24
Guapiaçu;3517505;SP;96,51
Guapiara;3517604;SP;89,9
Guapimirim;3301850;RJ;97,12
Guapirama;4109005;PR;94,28
Guapó;5209200;GO;95,33
Guaporé;4309407;RS;98,43
Guaporema;4109104;PR;94,12
Guará;3517703;SP;97,65
Guarabira;2506301;PB;94,28
Guaraçaí;3517802;SP;86,16
Guaraci;3517901;SP;95,94
Guaraci;4109203;PR;89,7
Guaraciaba;3128204;MG;64,85
Guaraciaba;4206405;SC;80,51
Guaraciaba do Norte;2305001;CE;86,62
Guaraciama;3128253;MG;64,73
Guaraí;1709302;TO;91,01
Guaraíta;5209291;GO;75,36
Guaramiranga;2305100;CE;92,07
Guaramirim;4206504;SC;99,71
Guaranésia;3128303;MG;98,25
Guarani;3128402;MG;87,62
Guarani d'Oeste;3518008;SP;95,3
Guarani das Missões;4309506;RS;79,62
Guarani de Goiás;5209408;GO;56,48
Guaraniaçu;4109302;PR;72,69
Guarantã;3518107;SP;87,71
Guarantã do Norte;5104104;MT;84,9
Guarapari;3202405;ES;97,72
Guarapuava;4109401;PR;95,55
Guaraqueçaba;4109500;PR;67,75
Guarará;3128501;MG;93,39
Guararapes;3518206;SP;96,95
Guararema;3518305;SP;98,3
Guaratinga;2911808;BA;67,57
Guaratinguetá;3518404;SP;99,42
Guaratuba;4109609;PR;97,49
Guarda-Mor;3128600;MG;78,81
Guareí;3518503;SP;94,24
Guariba;3518602;SP;99,61
Guaribas;2204550;PI;32,14
Guarinos;5209457;GO;66,48
Guarujá;3518701;SP;99,77
Guarujá do Sul;4206603;SC;85,25
Guarulhos;3518800;SP;99,31
Guatambú;4206652;SC;74,05
Guatapará;3518859;SP;92,7
Guaxupé;3128709;MG;99,4
Guia Lopes da Laguna;5004106;MS;85,89
Guidoval;3128808;MG;85,82
Guimarães;2104909;MA;50,09
Guimarânia;3128907;MG;89,32
Guiratinga;5104203;MT;84,96
Guiricema;3129004;MG;82,4
Gurinhatã;3129103;MG;62,6
Gurinhém;2506400;PB;71,31
Gurjão;2506509;PB;72,05
Gurupá;1503101;PA;40,95
Gurupi;1709500;TO;97,93
Guzolândia;3518909;SP;95,58
Harmonia;4309555;RS;99,41
Heitoraí;5209606;GO;82,44
Heliodora;3129202;MG;98,23
Heliópolis;2911857;BA;73,52
Herculândia;3519006;SP;93,89
Herval;4307104;RS;75,71
Herval d'Oeste;4206702;SC;95,75
Herveiras;4309571;RS;71,87
Hidrolândia;2305209;CE;68,93
Hidrolândia;5209705;GO;90,82
Hidrolina;5209804;GO;83,75
Holambra;3519055;SP;99,42
Honório Serpa;4109658;PR;54,93
Horizonte;2305233;CE;97,63
Horizontina;4309605;RS;94,46
Hortolândia;3519071;SP;99,97
Hugo Napoleão;2204600;PI;93,93
Hulha Negra;4309654;RS;71,43
Humaitá;1301704;AM;71,37
Humaitá;4309704;RS;90,25
Humberto de Campos;2105005;MA;41,21
Iacanga;3519105;SP;93,61
Iaciara;5209903;GO;87,66
Iacri;3519204;SP;89,47
Iaçu;2911907;BA;81,36
Iapu;3129301;MG;86,29
Iaras;3519253;SP;71,52
Iati;2606507;PE;58,55
Ibaiti;4109708;PR;91,81
Ibarama;4309753;RS;80,88
Ibaretama;2305266;CE;48,92
Ibaté;3519303;SP;99,63
Ibateguara;2703007;AL;85,95
Ibatiba;3202454;ES;87,01
Ibema;4109757;PR;92,13
Ibertioga;3129400;MG;88,96
Ibiá;3129509;MG;89,77
Ibiaçá;4309803;RS;82,09
Ibiaí;3129608;MG;85
Ibiam;4206751;SC;72,21
Ibiapina;2305308;CE;89,14
Ibiara;2506608;PB;73,48
Ibiassucê;2912004;BA;63,83
Ibicaraí;2912103;BA;93,51
Ibicaré;4206801;SC;86,24
Ibicoara;2912202;BA;92,77
Ibicuí;2912301;BA;81,88
Ibicuitinga;2305332;CE;74,5
Ibimirim;2606606;PE;70,84
Ibipeba;2912400;BA;77,32
Ibipitanga;2912509;BA;52,89
Ibiporã;4109807;PR;99,16
Ibiquera;2912608;BA;68,66
Ibirá;3519402;SP;97,5
Ibiracatu;3129657;MG;67,02
Ibiraci;3129707;MG;98,11
Ibiraçu;3202504;ES;93,53
Ibiraiaras;4309902;RS;91,88
Ibirajuba;2606705;PE;64,45
Ibirama;4206900;SC;98,62
Ibirapitanga;2912707;BA;63,17
Ibirapuã;2912806;BA;73,75
Ibirapuitã;4309951;RS;73,67
Ibirarema;3519501;SP;96,59
Ibirataia;2912905;BA;82,38
Ibirité;3129806;MG;99,52
Ibirubá;4310009;RS;86,1
Ibitiara;2913002;BA;45,26
Ibitinga;3519600;SP;99,13
Ibitirama;3202553;ES;75,39
Ibititá;2913101;BA;87,62
Ibitiúra de Minas;3129905;MG;95,62
Ibituruna;3130002;MG;94,93
Ibiúna;3519709;SP;93,52
Ibotirama;2913200;BA;80,78
Icapuí;2305357;CE;95,17
Içara;4207007;SC;98,44
Icaraí de Minas;3130051;MG;54,58
Icaraíma;4109906;PR;88,28
Icatu;2105104;MA;28,96
Icém;3519808;SP;97,65
Ichu;2913309;BA;90,34
Icó;2305407;CE;63,52
Iconha;3202603;ES;97,16
Ielmo Marinho;2404606;RN;71,7
Iepê;3519907;SP;95,69
Igaci;2703106;AL;52,99
Igaporã;2913408;BA;56,65
Igaraçu do Tietê;3520004;SP;98,9
Igaracy;2502607;PB;78,78
Igarapava;3520103;SP;98,6
Igarapé;3130101;MG;98,31
Igarapé do Meio;2105153;MA;61,02
Igarapé Grande;2105203;MA;82,62
Igarapé-Açu;1503200;PA;80,04
Igarapé-Miri;1503309;PA;45,93
Igarassu;2606804;PE;92,05
Igaratá;3520202;SP;95,85
Igaratinga;3130200;MG;95,31
Igrapiúna;2913457;BA;55,62
Igreja Nova;2703205;AL;89,93
Igrejinha;4310108;RS;99,58
Iguaba Grande;3301876;RJ;98,64
Iguaí;2913507;BA;70,76
Iguape;3520301;SP;90,03
Iguaraçu;4110003;PR;96,42
Iguaracy;2606903;PE;55,65
Iguatama;3130309;MG;91,39
Iguatemi;5004304;MS;79,67
Iguatu;2305506;CE;87,79
Iguatu;4110052;PR;81,16
Ijaci;3130408;MG;95,31
Ijuí;4310207;RS;94,45
Ilha Comprida;3520426;SP;99,68
Ilha das Flores;2802700;SE;95,74
Ilha de Itamaracá;2607604;PE;64,28
Ilha Grande;2204659;PI;89,31
Ilha Solteira;3520442;SP;95,37
Ilhabela;3520400;SP;99
Ilhéus;2913606;BA;89,66
Ilhota;4207106;SC;99,01
Ilicínea;3130507;MG;88,13
Ilópolis;4310306;RS;93,24
Imaculada;2506707;PB;58,27
Imaruí;4207205;SC;93,68
Imbaú;4110078;PR;93,1
Imbé;4310330;RS;99,91
Imbé de Minas;3130556;MG;77,5
Imbituba;4207304;SC;99,21
Imbituva;4110102;PR;89,13
Imbuia;4207403;SC;88,36
Imigrante;4310363;RS;96,79
Imperatriz;2105302;MA;96,48
Inácio Martins;4110201;PR;78,26
Inaciolândia;5209937;GO;90,39
Inajá;2607000;PE;40,82
Inajá;4110300;PR;95,88
Inconfidentes;3130606;MG;98,15
Indaiabira;3130655;MG;51,71
Indaial;4207502;SC;99,67
Indaiatuba;3520509;SP;99,88
Independência;2305605;CE;47,9
Independência;4310405;RS;78,26
Indiana;3520608;SP;96,77
Indianópolis;3130705;MG;86,48
Indianópolis;4110409;PR;89,44
Indiaporã;3520707;SP;95,73
Indiara;5209952;GO;90,37
Indiaroba;2802809;SE;72,86
Indiavaí;5104500;MT;76,7
Ingá;2506806;PB;79,2
Ingaí;3130804;MG;78,63
Ingazeira;2607109;PE;62,71
Inhacorá;4310413;RS;81,2
Inhambupe;2913705;BA;68,84
Inhangapi;1503408;PA;60,82
Inhapi;2703304;AL;53,75
Inhapim;3130903;MG;74,19
Inhaúma;3131000;MG;95,47
Inhuma;2204709;PI;79,49
Inhumas;5210000;GO;95,76
Inimutaba;3131109;MG;81,86
Inocência;5004403;MS;74,12
Inúbia Paulista;3520806;SP;98,86
Iomerê;4207577;SC;97,94
Ipaba;3131158;MG;98,23
Ipameri;5210109;GO;91,68
Ipanema;3131208;MG;88,44
Ipanguaçu;2404705;RN;85,89
Ipaporanga;2305654;CE;76,21
Ipatinga;3131307;MG;99,82
Ipaumirim;2305704;CE;72,94
Ipaussu;3520905;SP;98,34
Ipê;4310439;RS;96,3
Ipecaetá;2913804;BA;39,13
Iperó;3521002;SP;99,01
Ipeúna;3521101;SP;97,95
Ipiaçu;3131406;MG;93,22
Ipiaú;2913903;BA;94,29
Ipiguá;3521150;SP;95,3
Ipira;4207601;SC;96,08
Ipirá;2914000;BA;70,23
Ipiranga;4110508;PR;74,07
Ipiranga de Goiás;5210158;GO;73,5
Ipiranga do Norte;5104526;MT;79,69
Ipiranga do Piauí;2204808;PI;66,34
Ipiranga do Sul;4310462;RS;64,89
Ipixuna;1301803;AM;51,91
Ipixuna do Pará;1503457;PA;69,99
Ipojuca;2607208;PE;90,17
Iporá;5210208;GO;93,31
Iporã;4110607;PR;89,41
Iporã do Oeste;4207650;SC;91
Iporanga;3521200;SP;80,67
Ipu;2305803;CE;83,05
Ipuã;3521309;SP;98,35
Ipuaçu;4207684;SC;47,11
Ipubi;2607307;PE;61,89
Ipueira;2404804;RN;92,66
Ipueiras;1709807;TO;64,48
Ipueiras;2305902;CE;59,19
Ipuiúna;3131505;MG;90,71
Ipumirim;4207700;SC;97,19
Ipupiara;2914109;BA;75,47
Iracema;1400282;RR;44,75
Iracema;2306009;CE;82,17
