Municípios;Código municipal;UF;% do total geral
Brasilândia do Sul;4103370;PR;84,08
Brasilândia do Tocantins;1703602;TO;85,78
Brasiléia;1200104;AC;71,85
Brasileira;2201960;PI;74,57
Brasília;5300108;DF;94,73
Brasília de Minas;3108602;MG;74,47
Brasnorte;5101902;MT;86,4
Braúna;3507704;SP;81,54
Braúnas;3108800;MG;76,14
Brazabrantes;5203609;GO;84,69
Brazópolis;3108909;MG;84,76
Brejão;2602407;PE;73,26
Brejetuba;3201159;ES;77,22
Brejinho;2401800;RN;77,07
Brejinho;2602506;PE;86,11
Brejinho de Nazaré;1703701;TO;71,95
Brejo;2102101;MA;77,66
Brejo Alegre;3507753;SP;90,12
Brejo da Madre de Deus;2602605;PE;72,4
Brejo de Areia;2102150;MA;69,8
Brejo do Cruz;2502805;PB;82,19
Brejo do Piauí;2201988;PI;62,24
Brejo dos Santos;2502904;PB;75,03
Brejo Grande;2800704;SE;63,34
Brejo Grande do Araguaia;1501758;PA;87,01
Brejo Santo;2302503;CE;82,04
Brejões;2904308;BA;72,54
Brejolândia;2904407;BA;76,21
Breu Branco;1501782;PA;77,63
Breves;1501808;PA;54,2
Britânia;5203807;GO;90,94
Brochier;4302659;RS;83,2
Brodowski;3507803;SP;89,95
Brotas;3507902;SP;85,93
Brotas de Macaúbas;2904506;BA;70,33
Brumadinho;3109006;MG;87,73
Brumado;2904605;BA;83,81
Brunópolis;4202875;SC;73,93
Brusque;4202909;SC;93,75
Bueno Brandão;3109105;MG;85,24
Buenópolis;3109204;MG;81,54
Buenos Aires;2602704;PE;72,15
Buerarema;2904704;BA;71,9
Bugre;3109253;MG;91,31
Buíque;2602803;PE;61,54
Bujari;1200138;AC;67,3
Bujaru;1501907;PA;45,01
Buri;3508009;SP;84,45
Buritama;3508108;SP;87,38
Buriti;2102200;MA;55,92
Buriti Alegre;5203906;GO;86,76
Buriti Bravo;2102309;MA;68,41
Buriti de Goiás;5203939;GO;76,44
Buriti do Tocantins;1703800;TO;74,72
Buriti dos Lopes;2202000;PI;73,19
Buriti dos Montes;2202026;PI;88,87
Buriticupu;2102325;MA;77,15
Buritinópolis;5203962;GO;72,2
Buritirama;2904753;BA;64,07
Buritirana;2102358;MA;80,16
Buritis;1100452;RO;87,99
Buritis;3109303;MG;78,78
Buritizal;3508207;SP;90,04
Buritizeiro;3109402;MG;81,91
Butiá;4302709;RS;78,2
Caapiranga;1300839;AM;74,36
Caaporã;2503001;PB;76,17
Caarapó;5002407;MS;82,23
Caatiba;2904803;BA;75,67
Cabaceiras;2503100;PB;86,31
Cabaceiras do Paraguaçu;2904852;BA;74,74
Cabeceira Grande;3109451;MG;84,44
Cabeceiras;5204003;GO;77,39
Cabeceiras do Piauí;2202059;PI;68,3
Cabedelo;2503209;PB;90,48
Cabixi;1100031;RO;91,87
Cabo de Santo Agostinho;2602902;PE;86,01
Cabo Frio;3300704;RJ;91,84
Cabo Verde;3109501;MG;77,89
Cabrália Paulista;3508306;SP;85,04
Cabreúva;3508405;SP;91,31
Cabrobó;2603009;PE;74,08
Caçador;4203006;SC;92,66
Caçapava;3508504;SP;89,53
Caçapava do Sul;4302808;RS;76,96
Cacaulândia;1100601;RO;85,04
Cacequi;4302907;RS;75,8
Cáceres;5102504;MT;84,57
Cachoeira;2904902;BA;80,92
Cachoeira Alta;5204102;GO;84,76
Cachoeira da Prata;3109600;MG;84,33
Cachoeira de Goiás;5204201;GO;78,17
Cachoeira de Minas;3109709;MG;81,33
Cachoeira de Pajeú;3102704;MG;64,58
Cachoeira do Arari;1502004;PA;54,73
Cachoeira do Piriá;1501956;PA;63,86
Cachoeira do Sul;4303004;RS;83,04
Cachoeira dos Índios;2503308;PB;80,56
Cachoeira Dourada;3109808;MG;83,74
Cachoeira Dourada;5204250;GO;87,53
Cachoeira Grande;2102374;MA;48,7
Cachoeira Paulista;3508603;SP;86,57
Cachoeiras de Macacu;3300803;RJ;83,2
Cachoeirinha;1703826;TO;74,45
Cachoeirinha;2603108;PE;78,36
Cachoeirinha;4303103;RS;91,69
Cachoeiro de Itapemirim;3201209;ES;87,07
Cacimba de Areia;2503407;PB;75,93
Cacimba de Dentro;2503506;PB;72,93
Cacimbas;2503555;PB;84,5
Cacimbinhas;2701209;AL;61,25
Cacique Doble;4303202;RS;75,74
Cacoal;1100049;RO;91,31
Caconde;3508702;SP;83,78
Caçu;5204300;GO;87,47
Caculé;2905008;BA;83,6
Caém;2905107;BA;73,92
Caetanópolis;3109907;MG;83,06
Caetanos;2905156;BA;78,58
Caeté;3110004;MG;83,13
Caetés;2603207;PE;78,37
Caetité;2905206;BA;82,01
Cafarnaum;2905305;BA;66,68
Cafeara;4103404;PR;83,33
Cafelândia;3508801;SP;84,91
Cafelândia;4103453;PR;93,09
Cafezal do Sul;4103479;PR;75,39
Caiabu;3508900;SP;77,71
Caiana;3110103;MG;79,51
Caiapônia;5204409;GO;87,38
Caibaté;4303301;RS;80,34
Caibi;4203105;SC;87,94
Caiçara;2503605;PB;67,58
Caiçara;4303400;RS;76,94
Caiçara do Norte;2401859;RN;76,09
Caiçara do Rio do Vento;2401909;RN;77,24
Caicó;2402006;RN;88,1
Caieiras;3509007;SP;90,97
Cairu;2905404;BA;81,68
Caiuá;3509106;SP;81,7
Cajamar;3509205;SP;92,8
Cajapió;2102408;MA;64,04
Cajari;2102507;MA;60,94
Cajati;3509254;SP;86,6
Cajazeiras;2503704;PB;86,22
Cajazeiras do Piauí;2202075;PI;76,84
Cajazeirinhas;2503753;PB;71,62
Cajobi;3509304;SP;85,44
Cajueiro;2701308;AL;78,44
Cajueiro da Praia;2202083;PI;78,43
Cajuri;3110202;MG;78,44
Cajuru;3509403;SP;82,58
Calçado;2603306;PE;71,17
Calçoene;1600204;AP;78,14
Caldas;3110301;MG;81,37
Caldas Brandão;2503803;PB;76,6
Caldas Novas;5204508;GO;91,44
Caldazinha;5204557;GO;86,15
Caldeirão Grande;2905503;BA;67,32
Caldeirão Grande do Piauí;2202091;PI;77,33
Califórnia;4103503;PR;80,99
Calmon;4203154;SC;79,79
Calumbi;2603405;PE;81,95
Camacan;2905602;BA;76,45
Camaçari;2905701;BA;90,02
Camacho;3110400;MG;72,31
Camalaú;2503902;PB;71,47
Camamu;2905800;BA;71,65
Camanducaia;3110509;MG;85,11
Camapuã;5002605;MS;76,73
Camaquã;4303509;RS;82,4
Camaragibe;2603454;PE;86,76
Camargo;4303558;RS;90,16
Cambará;4103602;PR;88,39
Cambará do Sul;4303608;RS;89,13
Cambé;4103701;PR;91,11
Cambira;4103800;PR;83,83
Camboriú;4203204;SC;94,98
Cambuci;3300902;RJ;79,43
Cambuí;3110608;MG;89,13
Cambuquira;3110707;MG;82,82
Cametá;1502103;PA;64,6
Camocim;2302602;CE;79,2
Camocim de São Félix;2603504;PE;80,37
Campanário;3110806;MG;73,97
Campanha;3110905;MG;83,89
Campestre;2701357;AL;75,36
Campestre;3111002;MG;74,67
Campestre da Serra;4303673;RS;79,83
Campestre de Goiás;5204607;GO;85,62
Campestre do Maranhão;2102556;MA;77,08
Campina da Lagoa;4103909;PR;85,28
Campina das Missões;4303707;RS;88,4
Campina do Monte Alegre;3509452;SP;88,52
Campina do Simão;4103958;PR;59,25
Campina Grande;2504009;PB;88,67
Campina Grande do Sul;4104006;PR;89,44
Campina Verde;3111101;MG;80,36
Campinaçu;5204656;GO;82,72
Campinápolis;5102603;MT;67,35
Campinas;3509502;SP;91,93
Campinas do Piauí;2202109;PI;61,25
Campinas do Sul;4303806;RS;83,18
Campinorte;5204706;GO;90,41
Campo Alegre;2701407;AL;79,82
Campo Alegre;4203303;SC;89,39
Campo Alegre de Goiás;5204805;GO;89,18
Campo Alegre de Lourdes;2905909;BA;67,99
Campo Alegre do Fidalgo;2202117;PI;61,36
Campo Azul;3111150;MG;66,69
Campo Belo;3111200;MG;84,14
Campo Belo do Sul;4203402;SC;81,5
Campo Bom;4303905;RS;91,98
Campo Bonito;4104055;PR;85,5
Campo do Brito;2801009;SE;77,54
Campo do Meio;3111309;MG;80,13
Campo do Tenente;4104105;PR;86,39
Campo Erê;4203501;SC;85,98
Campo Florido;3111408;MG;88,33
Campo Formoso;2906006;BA;78,87
Campo Grande;2401305;RN;76,62
Campo Grande;2701506;AL;60,2
Campo Grande;5002704;MS;91,84
Campo Grande do Piauí;2202133;PI;76,79
Campo Largo;4104204;PR;88,59
Campo Largo do Piauí;2202174;PI;58,28
Campo Limpo de Goiás;5204854;GO;80,9
Campo Limpo Paulista;3509601;SP;92,17
Campo Magro;4104253;PR;91,32
Campo Maior;2202208;PI;81,12
Campo Mourão;4104303;PR;89,97
Campo Novo;4304002;RS;78,25
Campo Novo de Rondônia;1100700;RO;88,27
Campo Novo do Parecis;5102637;MT;95,71
Campo Redondo;2402105;RN;66,85
Campo Verde;5102678;MT;91,83
Campos Altos;3111507;MG;84,08
Campos Belos;5204904;GO;81,74
Campos Borges;4304101;RS;75,75
Campos de Júlio;5102686;MT;93,96
Campos do Jordão;3509700;SP;90,35
Campos dos Goytacazes;3301009;RJ;83,24
Campos Gerais;3111606;MG;78,97
Campos Lindos;1703842;TO;75,07
Campos Novos;4203600;SC;91,56
Campos Novos Paulista;3509809;SP;88,78
Campos Sales;2302701;CE;71,85
Campos Verdes;5204953;GO;83,22
Camutanga;2603603;PE;75,55
Cana Verde;3111903;MG;77,79
Canaã;3111705;MG;74,9
Canaã dos Carajás;1502152;PA;93,16
Canabrava do Norte;5102694;MT;73,3
Cananéia;3509908;SP;88,68
Canapi;2701605;AL;68,93
Canápolis;2906105;BA;74,63
Canápolis;3111804;MG;85,83
Canarana;2906204;BA;77,55
Canarana;5102702;MT;90,53
Canas;3509957;SP;85,31
Canavieira;2202251;PI;70,07
Canavieiras;2906303;BA;65,26
Candeal;2906402;BA;74,16
Candeias;2906501;BA;80,07
Candeias;3112000;MG;77,1
Candeias do Jamari;1100809;RO;78,76
Candelária;4304200;RS;83,59
Candiba;2906600;BA;76,76
Cândido de Abreu;4104402;PR;78,5
Cândido Godói;4304309;RS;85,12
Cândido Mendes;2102606;MA;67,19
Cândido Mota;3510005;SP;88,38
Cândido Rodrigues;3510104;SP;86,04
Cândido Sales;2906709;BA;81,69
Candiota;4304358;RS;85,08
Candói;4104428;PR;75
Canela;4304408;RS;93,25
Canelinha;4203709;SC;88,54
Canguaretama;2402204;RN;80,4
Canguçu;4304507;RS;78,08
Canhoba;2801108;SE;60,65
Canhotinho;2603702;PE;66,98
Canindé;2302800;CE;79,42
Canindé de São Francisco;2801207;SE;81,04
Canitar;3510153;SP;89,61
Canoas;4304606;RS;92,2
Canoinhas;4203808;SC;86,15
Cansanção;2906808;BA;78,48
Cantá;1400175;RR;63,91
Cantagalo;3112059;MG;73,61
Cantagalo;3301108;RJ;81,59
Cantagalo;4104451;PR;78,66
Cantanhede;2102705;MA;63,72
Canto do Buriti;2202307;PI;76,84
Canudos;2906824;BA;71,4
Canudos do Vale;4304614;RS;74,69
Canutama;1300904;AM;51,08
Capanema;1502202;PA;79,76
Capanema;4104501;PR;92,26
Capão Alto;4203253;SC;74,95
Capão Bonito;3510203;SP;81,1
Capão Bonito do Sul;4304622;RS;73,37
Capão da Canoa;4304630;RS;91,08
Capão do Cipó;4304655;RS;87,4
Capão do Leão;4304663;RS;84,38
Caparaó;3112109;MG;78,73
Capela;2701704;AL;79,6
Capela;2801306;SE;64,5
Capela de Santana;4304689;RS;82,55
Capela do Alto;3510302;SP;82,7
Capela do Alto Alegre;2906857;BA;77,17
Capela Nova;3112208;MG;72,26
Capelinha;3112307;MG;82,26
Capetinga;3112406;MG;80,45
Capim;2504033;PB;80,27
Capim Branco;3112505;MG;80,98
Capim Grosso;2906873;BA;79,82
Capinópolis;3112604;MG;83,73
Capinzal;4203907;SC;82,54
Capinzal do Norte;2102754;MA;74,48
Capistrano;2302909;CE;72,09
Capitão;4304697;RS;84,72
Capitão Andrade;3112653;MG;83,31
Capitão de Campos;2202406;PI;73,47
Capitão Enéas;3112703;MG;74,7
Capitão Gervásio Oliveira;2202455;PI;66,76
Capitão Leônidas Marques;4104600;PR;88,19
Capitão Poço;1502301;PA;68,42
Capitólio;3112802;MG;92,46
Capivari;3510401;SP;90,98
Capivari de Baixo;4203956;SC;92,08
Capivari do Sul;4304671;RS;85,49
Capixaba;1200179;AC;64,26
Capoeiras;2603801;PE;76,39
Caputira;3112901;MG;84,4
Caraá;4304713;RS;79,88
Caracaraí;1400209;RR;62,98
Caracol;2202505;PI;62,94
Caracol;5002803;MS;87,71
Caraguatatuba;3510500;SP;91,65
Caraí;3113008;MG;62,63
Caraíbas;2906899;BA;74,83
Carambeí;4104659;PR;87,26
Caranaíba;3113107;MG;77,84
Carandaí;3113206;MG;85,36
Carangola;3113305;MG;79,26
Carapebus;3300936;RJ;83,42
Carapicuíba;3510609;SP;88,88
Caratinga;3113404;MG;89,2
Carauari;1301001;AM;63,8
Caraúbas;2402303;RN;84,95
Caraúbas;2504074;PB;76,53
Caraúbas do Piauí;2202539;PI;54,55
Caravelas;2906907;BA;69,31
Carazinho;4304705;RS;89,08
Carbonita;3113503;MG;78,71
Cardeal da Silva;2907004;BA;78,93
Cardoso;3510708;SP;79,73
Cardoso Moreira;3301157;RJ;79,21
Careaçu;3113602;MG;83,41
Careiro;1301100;AM;61,3
Careiro da Várzea;1301159;AM;62,93
Cariacica;3201308;ES;87,2
Caridade;2303006;CE;74,03
Caridade do Piauí;2202554;PI;78,13
Carinhanha;2907103;BA;70,55
Carira;2801405;SE;74,8
Cariré;2303105;CE;79,53
Cariri do Tocantins;1703867;TO;77,05
Caririaçu;2303204;CE;73,05
Cariús;2303303;CE;73,67
Carlinda;5102793;MT;87,37
Carlópolis;4104709;PR;80,59
Carlos Barbosa;4304804;RS;91,37
Carlos Chagas;3113701;MG;78,35
Carlos Gomes;4304853;RS;69,2
Carmésia;3113800;MG;77,36
Carmo;3301207;RJ;85,94
Carmo da Cachoeira;3113909;MG;80,12
Carmo da Mata;3114006;MG;73,54
Carmo de Minas;3114105;MG;81,21
Carmo do Cajuru;3114204;MG;83,27
Carmo do Paranaíba;3114303;MG;83,82
Carmo do Rio Claro;3114402;MG;82,75
Carmo do Rio Verde;5205000;GO;80,61
Carmolândia;1703883;TO;82,11
Carmópolis;2801504;SE;84,75
Carmópolis de Minas;3114501;MG;78,91
Carnaíba;2603900;PE;75,45
Carnaúba dos Dantas;2402402;RN;86,43
Carnaubais;2402501;RN;80,8
Carnaubal;2303402;CE;77,76
Carnaubeira da Penha;2603926;PE;60,03
Carneirinho;3114550;MG;88,35
Carneiros;2701803;AL;71,95
Caroebe;1400233;RR;76,26
Carolina;2102804;MA;78,8
Carpina;2604007;PE;86,19
Carrancas;3114600;MG;76,99
Carrapateira;2504108;PB;63,66
Carrasco Bonito;1703891;TO;69,96
Caruaru;2604106;PE;87,05
Carutapera;2102903;MA;73,74
Carvalhópolis;3114709;MG;85,33
Carvalhos;3114808;MG;73,74
Casa Branca;3510807;SP;89,78
Casa Grande;3114907;MG;80,13
Casa Nova;2907202;BA;73,68
Casca;4304903;RS;93,43
Cascalho Rico;3115003;MG;83,36
Cascavel;2303501;CE;78,04
Cascavel;4104808;PR;93,17
Caseara;1703909;TO;68,6
Caseiros;4304952;RS;78,69
Casimiro de Abreu;3301306;RJ;87,42
Casinhas;2604155;PE;74,64
Casserengue;2504157;PB;75,71
Cássia;3115102;MG;82,35
Cássia dos Coqueiros;3510906;SP;77,88
Cassilândia;5002902;MS;85,71
Castanhal;1502400;PA;85,06
Castanheira;5102850;MT;85,39
Castanheiras;1100908;RO;86,97
Castelândia;5205059;GO;75,78
Castelo;3201407;ES;85,34
Castelo do Piauí;2202604;PI;73,29
Castilho;3511003;SP;85,63
Castro;4104907;PR;86,32
Castro Alves;2907301;BA;78,98
Cataguases;3115300;MG;86,86
Catalão;5205109;GO;90,21
Catanduva;3511102;SP;89,56
Catanduvas;4105003;PR;84,21
Catanduvas;4204004;SC;92,15
Catarina;2303600;CE;75,02
Catas Altas;3115359;MG;85,01
Catas Altas da Noruega;3115409;MG;67,22
Catende;2604205;PE;78,7
Catiguá;3511201;SP;86,39
Catingueira;2504207;PB;82,58
Catolândia;2907400;BA;55,18
Catolé do Rocha;2504306;PB;81,77
Catu;2907509;BA;80,19
Catuípe;4305009;RS;82,51
Catuji;3115458;MG;72,98
Catunda;2303659;CE;76,83
Caturaí;5205208;GO;82,05
Caturama;2907558;BA;73,47
Caturité;2504355;PB;74,36
Catuti;3115474;MG;72,78
Caucaia;2303709;CE;86,77
Cavalcante;5205307;GO;65,03
Caxambu;3115508;MG;87,69
Caxambu do Sul;4204103;SC;83,59
Caxias;2103000;MA;77,73
Caxias do Sul;4305108;RS;92,9
Caxingó;2202653;PI;58,62
Ceará-Mirim;2402600;RN;78
Cedral;2103109;MA;68,05
Cedral;3511300;SP;87,3
Cedro;2303808;CE;72,66
Cedro;2604304;PE;79,41
Cedro de São João;2801603;SE;66,99
Cedro do Abaeté;3115607;MG;67,93
Celso Ramos;4204152;SC;81,28
Centenário;1704105;TO;66,97
Centenário;4305116;RS;70,65
Centenário do Sul;4105102;PR;82
Central;2907608;BA;67,55
Central de Minas;3115706;MG;74,34
Central do Maranhão;2103125;MA;63,76
Centralina;3115805;MG;77,84
Centro do Guilherme;2103158;MA;67,69
Centro Novo do Maranhão;2103174;MA;74,75
Cerejeiras;1100056;RO;90,61
Ceres;5205406;GO;88,27
Cerqueira César;3511409;SP;86,62
Cerquilho;3511508;SP;92,08
Cerrito;4305124;RS;77,07
Cerro Azul;4105201;PR;71,73
Cerro Branco;4305132;RS;74,76
Cerro Corá;2402709;RN;80,66
Cerro Grande;4305157;RS;84,48
Cerro Grande do Sul;4305173;RS;73,88
Cerro Largo;4305207;RS;88,5
Cerro Negro;4204178;SC;70,51
Cesário Lange;3511607;SP;83,93
Céu Azul;4105300;PR;90,36
Cezarina;5205455;GO;81,97
Chã de Alegria;2604403;PE;72,84
Chã Grande;2604502;PE;70,26
Chã Preta;2701902;AL;61,72
Chácara;3115904;MG;75,91
Chalé;3116001;MG;85,45
Chapada;4305306;RS;83,98
Chapada da Natividade;1705102;TO;60,8
Chapada de Areia;1704600;TO;61,88
Chapada do Norte;3116100;MG;69,38
Chapada dos Guimarães;5103007;MT;85,1
Chapada Gaúcha;3116159;MG;81,46
Chapadão do Céu;5205471;GO;94,9
Chapadão do Lageado;4204194;SC;90,67
Chapadão do Sul;5002951;MS;93,41
Chapadinha;2103208;MA;66,73
Chapecó;4204202;SC;93,84
Charqueada;3511706;SP;90,69
Charqueadas;4305355;RS;87,07
Charrua;4305371;RS;74,97
Chaval;2303907;CE;72,37
Chavantes;3557204;SP;86,21
Chaves;1502509;PA;51,97
Chiador;3116209;MG;70,71
Chiapetta;4305405;RS;83,53
Chopinzinho;4105409;PR;86,2
Choró;2303931;CE;73,44
Chorozinho;2303956;CE;78,59
Chorrochó;2907707;BA;72,93
Chuí;4305439;RS;89,09
Chupinguaia;1100924;RO;88,76
Chuvisca;4305447;RS;73,58
Cianorte;4105508;PR;91,51
Cícero Dantas;2907806;BA;68,9
Cidade Gaúcha;4105607;PR;87,43
Cidade Ocidental;5205497;GO;91,83
Cidelândia;2103257;MA;76,5
Cidreira;4305454;RS;87,79
Cipó;2907905;BA;81,35
Cipotânea;3116308;MG;62,49
Ciríaco;4305504;RS;75,65
Claraval;3116407;MG;86,15
Claro dos Poções;3116506;MG;70,5
Cláudia;5103056;MT;86,19
Cláudio;3116605;MG;85,46
Clementina;3511904;SP;91,5
Clevelândia;4105706;PR;79,58
Coaraci;2908002;BA;72,02
Coari;1301209;AM;62,65
Cocal;2202703;PI;67,57
Cocal de Telha;2202711;PI;72,07
Cocal do Sul;4204251;SC;92,73
Cocal dos Alves;2202729;PI;74,32
Cocalinho;5103106;MT;85,95
Cocalzinho de Goiás;5205513;GO;82,02
Cocos;2908101;BA;75,09
Codajás;1301308;AM;69,1
Codó;2103307;MA;68,16
Coelho Neto;2103406;MA;72,48
Coimbra;3116704;MG;77,97
Coité do Nóia;2702009;AL;75,06
Coivaras;2202737;PI;71,32
Colares;1502608;PA;66,73
Colatina;3201506;ES;86,97
Colíder;5103205;MT;90,4
Colina;3512001;SP;91,28
Colinas;2103505;MA;70,91
Colinas;4305587;RS;81,26
Colinas do Sul;5205521;GO;81,3
Colinas do Tocantins;1705508;TO;89,99
Colméia;1716703;TO;78,52
Colniza;5103254;MT;87,97
Colômbia;3512100;SP;83,3
Colombo;4105805;PR;91,28
Colônia do Gurguéia;2202752;PI;81,73
Colônia do Piauí;2202778;PI;72,73
Colônia Leopoldina;2702108;AL;76,02
Colorado;4105904;PR;87,01
Colorado;4305603;RS;85,9
Colorado do Oeste;1100064;RO;89
Coluna;3116803;MG;76,45
Combinado;1705557;TO;84,14
Comendador Gomes;3116902;MG;81,81
Comendador Levy Gasparian;3300951;RJ;86,64
Comercinho;3117009;MG;58,98
Comodoro;5103304;MT;81,76
Conceição;2504405;PB;75,15
Conceição da Aparecida;3117108;MG;82,12
Conceição da Barra;3201605;ES;81,44
Conceição da Barra de Minas;3115201;MG;74,62
Conceição da Feira;2908200;BA;80,95
Conceição das Alagoas;3117306;MG;86,18
Conceição das Pedras;3117207;MG;81,84
Conceição de Ipanema;3117405;MG;82,69
Conceição de Macabu;3301405;RJ;85,58
Conceição do Almeida;2908309;BA;82,17
Conceição do Araguaia;1502707;PA;84,45
Conceição do Canindé;2202802;PI;65,71
Conceição do Castelo;3201704;ES;76,38
Conceição do Coité;2908408;BA;84,68
Conceição do Jacuípe;2908507;BA;83,42
Conceição do Lago-Açu;2103554;MA;68,8
Conceição do Mato Dentro;3117504;MG;69,66
Conceição do Pará;3117603;MG;84,81
Conceição do Rio Verde;3117702;MG;79,43
Conceição do Tocantins;1705607;TO;69,19
Conceição dos Ouros;3117801;MG;88
Conchal;3512209;SP;88,24
Conchas;3512308;SP;89,2
Concórdia;4204301;SC;90,74
Concórdia do Pará;1502756;PA;63,99
Condado;2504504;PB;74,59
Condado;2604601;PE;80,18
Conde;2504603;PB;85,11
Conde;2908606;BA;73,61
Condeúba;2908705;BA;78,06
Condor;4305702;RS;84,71
Cônego Marinho;3117836;MG;66,26
Confins;3117876;MG;86,18
Confresa;5103353;MT;89,57
Congo;2504702;PB;79,57
Congonhal;3117900;MG;82,58
Congonhas;3118007;MG;89,85
Congonhas do Norte;3118106;MG;59,81
Congonhinhas;4106001;PR;81,34
Conquista;3118205;MG;84,34
Conquista D'Oeste;5103361;MT;89,41
Conselheiro Lafaiete;3118304;MG;89,39
Conselheiro Mairinck;4106100;PR;80,69
Conselheiro Pena;3118403;MG;86,23
Consolação;3118502;MG;74,4
Constantina;4305801;RS;78,22
Contagem;3118601;MG;89,96
Contenda;4106209;PR;83,53
Contendas do Sincorá;2908804;BA;81,82
Coqueiral;3118700;MG;81,91
Coqueiro Baixo;4305835;RS;75,7
Coqueiro Seco;2702207;AL;77,52
Coqueiros do Sul;4305850;RS;79,04
Coração de Jesus;3118809;MG;75,57
Coração de Maria;2908903;BA;80,43
Corbélia;4106308;PR;88,66
Cordeiro;3301504;RJ;87,59
Cordeirópolis;3512407;SP;90,17
Cordeiros;2909000;BA;78,93
Cordilheira Alta;4204350;SC;91,05
Cordisburgo;3118908;MG;77,13
Cordislândia;3119005;MG;75,76
Coreaú;2304004;CE;73,27
Coremas;2504801;PB;76,05
Corguinho;5003108;MS;73,8
Coribe;2909109;BA;72,41
Corinto;3119104;MG;76,88
Cornélio Procópio;4106407;PR;87,7
Coroaci;3119203;MG;79,57
Coroados;3512506;SP;84,77
Coroatá;2103604;MA;67,78
Coromandel;3119302;MG;81,21
Coronel Barros;4305871;RS;89,65
Coronel Bicaco;4305900;RS;76,81
Coronel Domingos Soares;4106456;PR;75,24
Coronel Ezequiel;2402808;RN;67,76
Coronel Fabriciano;3119401;MG;89,63
Coronel Freitas;4204400;SC;92,37
Coronel João Pessoa;2402907;RN;82
Coronel João Sá;2909208;BA;64,43
Coronel José Dias;2202851;PI;56,3
Coronel Macedo;3512605;SP;68,44
Coronel Martins;4204459;SC;81,13
Coronel Murta;3119500;MG;65,52
Coronel Pacheco;3119609;MG;80,24
Coronel Pilar;4305934;RS;81,42
Coronel Sapucaia;5003157;MS;66,76
Coronel Vivida;4106506;PR;89,7
Coronel Xavier Chaves;3119708;MG;78,76
Córrego Danta;3119807;MG;75,61
Córrego do Bom Jesus;3119906;MG;81,94
Córrego do Ouro;5205703;GO;85,21
Córrego Fundo;3119955;MG;81,65
Córrego Novo;3120003;MG;70,84
Correia Pinto;4204558;SC;85,89
Corrente;2202901;PI;72,61
Correntes;2604700;PE;73,65
Correntina;2909307;BA;71,37
Cortês;2604809;PE;81,56
Corumbá;5003207;MS;81,65
Corumbá de Goiás;5205802;GO;79,86
Corumbaíba;5205901;GO;88,43
Corumbataí;3512704;SP;83,86
Corumbataí do Sul;4106555;PR;77,07
Corumbiara;1100072;RO;83,49
Corupá;4204509;SC;88,71
Coruripe;2702306;AL;81,97
Cosmópolis;3512803;SP;93,22
Cosmorama;3512902;SP;83,76
Costa Marques;1100080;RO;83,78
Costa Rica;5003256;MS;90,47
Cotegipe;2909406;BA;62,11
Cotia;3513009;SP;92,14
Cotiporã;4305959;RS;91,16
Cotriguaçu;5103379;MT;85,99
Couto de Magalhães de Minas;3120102;MG;77,99
Couto Magalhães;1706001;TO;66,97
Coxilha;4305975;RS;86,35
Coxim;5003306;MS;87,73
Coxixola;2504850;PB;84,2
Craíbas;2702355;AL;76,06
Crateús;2304103;CE;83,46
Crato;2304202;CE;83,94
Cravinhos;3513108;SP;84,56
Cravolândia;2909505;BA;70,66
Criciúma;4204608;SC;94,02
Crisólita;3120151;MG;60,53
Crisópolis;2909604;BA;71,5
Crissiumal;4306007;RS;84,9
Cristais;3120201;MG;83,46
Cristais Paulista;3513207;SP;89,22
Cristal;4306056;RS;80,38
Cristal do Sul;4306072;RS;77,26
Cristalândia;1706100;TO;79,82
Cristalândia do Piauí;2203008;PI;59,17
Cristália;3120300;MG;67,83
Cristalina;5206206;GO;85,75
Cristiano Otoni;3120409;MG;82,23
Cristianópolis;5206305;GO;78,85
Cristina;3120508;MG;82,95
Cristinápolis;2801702;SE;67,21
Cristino Castro;2203107;PI;83,6
Cristópolis;2909703;BA;69,78
Crixás;5206404;GO;86,45
Crixás do Tocantins;1706258;TO;83,07
Croatá;2304236;CE;78,25
Cromínia;5206503;GO;83,66
Crucilândia;3120607;MG;69,28
Cruz;2304251;CE;86,37
Cruz Alta;4306106;RS;87
Cruz das Almas;2909802;BA;85,9
Cruz do Espírito Santo;2504900;PB;67,22
Cruz Machado;4106803;PR;70,6
Cruzália;3513306;SP;83,58
Cruzaltense;4306130;RS;81,82
Cruzeiro;3513405;SP;87,84
Cruzeiro da Fortaleza;3120706;MG;80,64
Cruzeiro do Iguaçu;4106571;PR;82,88
Cruzeiro do Oeste;4106605;PR;84,4
Cruzeiro do Sul;1200203;AC;75,03
Cruzeiro do Sul;4106704;PR;82,83
Cruzeiro do Sul;4306205;RS;83,94
Cruzeta;2403004;RN;83,29
Cruzília;3120805;MG;81,11
Cruzmaltina;4106852;PR;74,16
Cubatão;3513504;SP;89,61
Cubati;2505006;PB;68,21
Cuiabá;5103403;MT;89,77
Cuité;2505105;PB;75,64
Cuité de Mamanguape;2505238;PB;70,92
Cuitegi;2505204;PB;77,75
Cujubim;1100940;RO;81,71
Cumari;5206602;GO;76,84
Cumaru;2604908;PE;66,38
Cumaru do Norte;1502764;PA;72,03
Cumbe;2801900;SE;65,38
Cunha;3513603;SP;71,46
Cunha Porã;4204707;SC;88,24
Cunhataí;4204756;SC;83,64
