Municípios;Código municipal;UF;% do total geral
Brasilândia de Minas;3108552;MG;64,82
Brasilândia do Sul;4103370;PR;57,32
Brasilândia do Tocantins;1703602;TO;76,34
Brasiléia;1200104;AC;74,33
Brasileira;2201960;PI;88,55
Brasília;5300108;DF;49,21
Brasília de Minas;3108602;MG;79,12
Brasnorte;5101902;MT;58,49
Braúna;3507704;SP;49,19
Braúnas;3108800;MG;86,79
Brazabrantes;5203609;GO;45,54
Brazópolis;3108909;MG;71,43
Brejão;2602407;PE;79,19
Brejetuba;3201159;ES;56,15
Brejinho;2401800;RN;74,6
Brejinho;2602506;PE;79,13
Brejinho de Nazaré;1703701;TO;78,02
Brejo;2102101;MA;92,08
Brejo Alegre;3507753;SP;58,21
Brejo da Madre de Deus;2602605;PE;67,57
Brejo de Areia;2102150;MA;91,11
Brejo do Cruz;2502805;PB;57,35
Brejo do Piauí;2201988;PI;86,79
Brejo dos Santos;2502904;PB;60,6
Brejo Grande;2800704;SE;82,28
Brejo Grande do Araguaia;1501758;PA;78,19
Brejo Santo;2302503;CE;66,35
Brejões;2904308;BA;81,9
Brejolândia;2904407;BA;90,76
Breu Branco;1501782;PA;73,64
Breves;1501808;PA;85,41
Britânia;5203807;GO;58,94
Brochier;4302659;RS;71,95
Brodowski;3507803;SP;51,12
Brotas;3507902;SP;48,72
Brotas de Macaúbas;2904506;BA;89,54
Brumadinho;3109006;MG;72,45
Brumado;2904605;BA;74,76
Brunópolis;4202875;SC;84,94
Brusque;4202909;SC;52,8
Bueno Brandão;3109105;MG;74,22
Buenópolis;3109204;MG;70,22
Buenos Aires;2602704;PE;69,56
Buerarema;2904704;BA;74,3
Bugre;3109253;MG;78,53
Buíque;2602803;PE;78,06
Bujari;1200138;AC;78,3
Bujaru;1501907;PA;87,22
Buri;3508009;SP;64,35
Buritama;3508108;SP;54,08
Buriti;2102200;MA;92,19
Buriti Alegre;5203906;GO;61,05
Buriti Bravo;2102309;MA;83,57
Buriti de Goiás;5203939;GO;64,62
Buriti do Tocantins;1703800;TO;80,4
Buriti dos Lopes;2202000;PI;85,13
Buriti dos Montes;2202026;PI;78,68
Buriticupu;2102325;MA;75,78
Buritinópolis;5203962;GO;82,85
Buritirama;2904753;BA;83,06
Buritirana;2102358;MA;81,16
Buritis;1100452;RO;67,44
Buritis;3109303;MG;58,64
Buritizal;3508207;SP;49,52
Buritizeiro;3109402;MG;69,17
Butiá;4302709;RS;77,56
Caapiranga;1300839;AM;84,05
Caaporã;2503001;PB;76,97
Caarapó;5002407;MS;54,96
Caatiba;2904803;BA;75,8
Cabaceiras;2503100;PB;85,72
Cabaceiras do Paraguaçu;2904852;BA;88,05
Cabeceira Grande;3109451;MG;67,91
Cabeceiras;5204003;GO;69,19
Cabeceiras do Piauí;2202059;PI;91,77
Cabedelo;2503209;PB;62,36
Cabixi;1100031;RO;71,43
Cabo de Santo Agostinho;2602902;PE;73,87
Cabo Frio;3300704;RJ;64,56
Cabo Verde;3109501;MG;68,27
Cabrália Paulista;3508306;SP;57,32
Cabreúva;3508405;SP;56,54
Cabrobó;2603009;PE;73,64
Caçador;4203006;SC;57,57
Caçapava;3508504;SP;60,67
Caçapava do Sul;4302808;RS;70,84
Cacaulândia;1100601;RO;72,64
Cacequi;4302907;RS;65,93
Cáceres;5102504;MT;62,46
Cachoeira;2904902;BA;80,05
Cachoeira Alta;5204102;GO;55,77
Cachoeira da Prata;3109600;MG;70,1
Cachoeira de Goiás;5204201;GO;76,14
Cachoeira de Minas;3109709;MG;67,31
Cachoeira de Pajeú;3102704;MG;78,37
Cachoeira do Arari;1502004;PA;91,1
Cachoeira do Piriá;1501956;PA;84,15
Cachoeira do Sul;4303004;RS;68,63
Cachoeira dos Índios;2503308;PB;78,07
Cachoeira Dourada;3109808;MG;67,36
Cachoeira Dourada;5204250;GO;63,15
Cachoeira Grande;2102374;MA;94,01
Cachoeira Paulista;3508603;SP;64,91
Cachoeiras de Macacu;3300803;RJ;65,91
Cachoeirinha;1703826;TO;78,37
Cachoeirinha;2603108;PE;68,51
Cachoeirinha;4303103;RS;51,66
Cachoeiro de Itapemirim;3201209;ES;66,83
Cacimba de Areia;2503407;PB;77,79
Cacimba de Dentro;2503506;PB;83,32
Cacimbas;2503555;PB;83,24
Cacimbinhas;2701209;AL;80,47
Cacique Doble;4303202;RS;87,42
Cacoal;1100049;RO;53,61
Caconde;3508702;SP;55,83
Caçu;5204300;GO;56,71
Caculé;2905008;BA;76,57
Caém;2905107;BA;85,97
Caetanópolis;3109907;MG;73,83
Caetanos;2905156;BA;90,75
Caeté;3110004;MG;74,08
Caetés;2603207;PE;84,34
Caetité;2905206;BA;77,13
Cafarnaum;2905305;BA;84,78
Cafeara;4103404;PR;68,45
Cafelândia;3508801;SP;57,85
Cafelândia;4103453;PR;48,18
Cafezal do Sul;4103479;PR;66,36
Caiabu;3508900;SP;64,21
Caiana;3110103;MG;55,98
Caiapônia;5204409;GO;65,07
Caibaté;4303301;RS;73,47
Caibi;4203105;SC;62,26
Caiçara;2503605;PB;79,85
Caiçara;4303400;RS;83,69
Caiçara do Norte;2401859;RN;76,95
Caiçara do Rio do Vento;2401909;RN;79,14
Caicó;2402006;RN;54,54
Caieiras;3509007;SP;64,04
Cairu;2905404;BA;61,45
Caiuá;3509106;SP;65,76
Cajamar;3509205;SP;52,51
Cajapió;2102408;MA;94,69
Cajari;2102507;MA;90,92
Cajati;3509254;SP;65,28
Cajazeiras;2503704;PB;53,49
Cajazeiras do Piauí;2202075;PI;88,33
Cajazeirinhas;2503753;PB;70,37
Cajobi;3509304;SP;54,38
Cajueiro;2701308;AL;72,86
Cajueiro da Praia;2202083;PI;90,28
Cajuri;3110202;MG;76,76
Cajuru;3509403;SP;55,12
Calçado;2603306;PE;86,9
Calçoene;1600204;AP;82,09
Caldas;3110301;MG;65,83
Caldas Brandão;2503803;PB;78,48
Caldas Novas;5204508;GO;44,79
Caldazinha;5204557;GO;61,37
Caldeirão Grande;2905503;BA;85,84
Caldeirão Grande do Piauí;2202091;PI;87,4
Califórnia;4103503;PR;57,06
Calmon;4203154;SC;68,26
Calumbi;2603405;PE;87,52
Camacan;2905602;BA;70,85
Camaçari;2905701;BA;64,17
Camacho;3110400;MG;80,69
Camalaú;2503902;PB;77,35
Camamu;2905800;BA;75,91
Camanducaia;3110509;MG;59,3
Camapuã;5002605;MS;54,06
Camaquã;4303509;RS;67,63
Camaragibe;2603454;PE;73,28
Camargo;4303558;RS;69,15
Cambará;4103602;PR;62,39
Cambará do Sul;4303608;RS;69,74
Cambé;4103701;PR;52,55
Cambira;4103800;PR;48,65
Camboriú;4203204;SC;45,33
Cambuci;3300902;RJ;70,39
Cambuí;3110608;MG;57,59
Cambuquira;3110707;MG;65,36
Cametá;1502103;PA;88,32
Camocim;2302602;CE;67,87
Camocim de São Félix;2603504;PE;66,5
Campanário;3110806;MG;70,47
Campanha;3110905;MG;62,24
Campestre;2701357;AL;71,24
Campestre;3111002;MG;64,6
Campestre da Serra;4303673;RS;78,19
Campestre de Goiás;5204607;GO;63,73
Campestre do Maranhão;2102556;MA;78,77
Campina da Lagoa;4103909;PR;58,71
Campina das Missões;4303707;RS;86,88
Campina do Monte Alegre;3509452;SP;60,73
Campina do Simão;4103958;PR;69,18
Campina Grande;2504009;PB;56
Campina Grande do Sul;4104006;PR;60,48
Campina Verde;3111101;MG;51,89
Campinaçu;5204656;GO;68,83
Campinápolis;5102603;MT;73,08
Campinas;3509502;SP;56,48
Campinas do Piauí;2202109;PI;86,97
Campinas do Sul;4303806;RS;69,32
Campinorte;5204706;GO;59,52
Campo Alegre;2701407;AL;62,03
Campo Alegre;4203303;SC;80,88
Campo Alegre de Goiás;5204805;GO;54,95
Campo Alegre de Lourdes;2905909;BA;87,28
Campo Alegre do Fidalgo;2202117;PI;90,97
Campo Azul;3111150;MG;79,87
Campo Belo;3111200;MG;60,49
Campo Belo do Sul;4203402;SC;75,48
Campo Bom;4303905;RS;65,72
Campo Bonito;4104055;PR;73,05
Campo do Brito;2801009;SE;73,64
Campo do Meio;3111309;MG;71,55
Campo do Tenente;4104105;PR;82,36
Campo Erê;4203501;SC;65,93
Campo Florido;3111408;MG;37,74
Campo Formoso;2906006;BA;79,72
Campo Grande;2401305;RN;80,02
Campo Grande;2701506;AL;90,66
Campo Grande;5002704;MS;48,27
Campo Grande do Piauí;2202133;PI;81,15
Campo Largo;4104204;PR;64,65
Campo Largo do Piauí;2202174;PI;94,85
Campo Limpo de Goiás;5204854;GO;57,42
Campo Limpo Paulista;3509601;SP;64,55
Campo Magro;4104253;PR;72,3
Campo Maior;2202208;PI;70,99
Campo Mourão;4104303;PR;50,43
Campo Novo;4304002;RS;76,11
Campo Novo de Rondônia;1100700;RO;75,07
Campo Novo do Parecis;5102637;MT;29,41
Campo Redondo;2402105;RN;75,35
Campo Verde;5102678;MT;39,39
Campos Altos;3111507;MG;53,12
Campos Belos;5204904;GO;65,98
Campos Borges;4304101;RS;81,71
Campos de Júlio;5102686;MT;38,57
Campos do Jordão;3509700;SP;62,8
Campos dos Goytacazes;3301009;RJ;74,2
Campos Gerais;3111606;MG;62,48
Campos Lindos;1703842;TO;78,83
Campos Novos;4203600;SC;60,96
Campos Novos Paulista;3509809;SP;56,94
Campos Sales;2302701;CE;64,41
Campos Verdes;5204953;GO;73,5
Camutanga;2603603;PE;77,66
Cana Verde;3111903;MG;75,99
Canaã;3111705;MG;77,6
Canaã dos Carajás;1502152;PA;44,81
Canabrava do Norte;5102694;MT;71,63
Cananéia;3509908;SP;76,91
Canapi;2701605;AL;83,53
Canápolis;2906105;BA;92,36
Canápolis;3111804;MG;60,48
Canarana;2906204;BA;79,32
Canarana;5102702;MT;47,79
Canas;3509957;SP;61,35
Canavieira;2202251;PI;87,92
Canavieiras;2906303;BA;73,6
Candeal;2906402;BA;88,76
Candeias;2906501;BA;80,48
Candeias;3112000;MG;61,23
Candeias do Jamari;1100809;RO;66,6
Candelária;4304200;RS;71,44
Candiba;2906600;BA;88,86
Cândido de Abreu;4104402;PR;67,21
Cândido Godói;4304309;RS;81,34
Cândido Mendes;2102606;MA;90,65
Cândido Mota;3510005;SP;63,84
Cândido Rodrigues;3510104;SP;50,14
Cândido Sales;2906709;BA;78,09
Candiota;4304358;RS;61,74
Candói;4104428;PR;70,75
Canela;4304408;RS;62,4
Canelinha;4203709;SC;69,37
Canguaretama;2402204;RN;78,88
Canguçu;4304507;RS;72,38
Canhoba;2801108;SE;84,38
Canhotinho;2603702;PE;74,11
Canindé;2302800;CE;64,11
Canindé de São Francisco;2801207;SE;66,87
Canitar;3510153;SP;36,81
Canoas;4304606;RS;60,83
Canoinhas;4203808;SC;69,33
Cansanção;2906808;BA;85,54
Cantá;1400175;RR;74,2
Cantagalo;3112059;MG;80,03
Cantagalo;3301108;RJ;66,5
Cantagalo;4104451;PR;79,36
Cantanhede;2102705;MA;87,09
Canto do Buriti;2202307;PI;79,66
Canudos;2906824;BA;79,19
Canudos do Vale;4304614;RS;93,06
Canutama;1300904;AM;87,38
Capanema;1502202;PA;70,27
Capanema;4104501;PR;62,15
Capão Alto;4203253;SC;70,46
Capão Bonito;3510203;SP;62,74
Capão Bonito do Sul;4304622;RS;70,91
Capão da Canoa;4304630;RS;57,58
Capão do Cipó;4304655;RS;72,75
Capão do Leão;4304663;RS;74,79
Caparaó;3112109;MG;62,04
Capela;2701704;AL;63,74
Capela;2801306;SE;70,64
Capela de Santana;4304689;RS;79,48
Capela do Alto;3510302;SP;62,51
Capela do Alto Alegre;2906857;BA;86,96
Capela Nova;3112208;MG;86,58
Capelinha;3112307;MG;60,87
Capetinga;3112406;MG;61,37
Capim;2504033;PB;84,15
Capim Branco;3112505;MG;77,39
Capim Grosso;2906873;BA;70,94
Capinópolis;3112604;MG;48,73
Capinzal;4203907;SC;49,3
Capinzal do Norte;2102754;MA;83,9
Capistrano;2302909;CE;82,44
Capitão;4304697;RS;78,65
Capitão Andrade;3112653;MG;60,32
Capitão de Campos;2202406;PI;90,42
Capitão Enéas;3112703;MG;81,24
Capitão Gervásio Oliveira;2202455;PI;85
Capitão Leônidas Marques;4104600;PR;63,01
Capitão Poço;1502301;PA;76,7
Capitólio;3112802;MG;51,48
Capivari;3510401;SP;58,17
Capivari de Baixo;4203956;SC;70,17
Capivari do Sul;4304671;RS;74,67
Capixaba;1200179;AC;75,95
Capoeiras;2603801;PE;83,58
Caputira;3112901;MG;72,75
Caraá;4304713;RS;86,91
Caracaraí;1400209;RR;83,81
Caracol;2202505;PI;90,93
Caracol;5002803;MS;57,83
Caraguatatuba;3510500;SP;54,9
Caraí;3113008;MG;78,51
Caraíbas;2906899;BA;88,65
Carambeí;4104659;PR;52,32
Caranaíba;3113107;MG;87,58
Carandaí;3113206;MG;78,69
Carangola;3113305;MG;54,44
Carapebus;3300936;RJ;76,39
Carapicuíba;3510609;SP;62,14
Caratinga;3113404;MG;59,84
Carauari;1301001;AM;91,64
Caraúbas;2402303;RN;67,6
Caraúbas;2504074;PB;83,34
Caraúbas do Piauí;2202539;PI;89,27
Caravelas;2906907;BA;75,03
Carazinho;4304705;RS;60,42
Carbonita;3113503;MG;75,81
Cardeal da Silva;2907004;BA;86,01
Cardoso;3510708;SP;57,19
Cardoso Moreira;3301157;RJ;66,62
Careaçu;3113602;MG;65,63
Careiro;1301100;AM;77,95
Careiro da Várzea;1301159;AM;90,36
Cariacica;3201308;ES;74,95
Caridade;2303006;CE;72,35
Caridade do Piauí;2202554;PI;86,04
Carinhanha;2907103;BA;80,88
Carira;2801405;SE;77,16
Cariré;2303105;CE;80,02
Cariri do Tocantins;1703867;TO;68,15
Caririaçu;2303204;CE;70,52
Cariús;2303303;CE;73,34
Carlinda;5102793;MT;64,46
Carlópolis;4104709;PR;57,59
Carlos Barbosa;4304804;RS;61,56
Carlos Chagas;3113701;MG;61,49
Carlos Gomes;4304853;RS;85,96
Carmésia;3113800;MG;80,66
Carmo;3301207;RJ;62,22
Carmo da Cachoeira;3113909;MG;61,03
Carmo da Mata;3114006;MG;61,88
Carmo de Minas;3114105;MG;64,27
Carmo do Cajuru;3114204;MG;57,17
Carmo do Paranaíba;3114303;MG;59,73
Carmo do Rio Claro;3114402;MG;62,38
Carmo do Rio Verde;5205000;GO;60,11
Carmolândia;1703883;TO;76,64
Carmópolis;2801504;SE;73,59
Carmópolis de Minas;3114501;MG;69,22
Carnaíba;2603900;PE;83,42
Carnaúba dos Dantas;2402402;RN;79,5
Carnaubais;2402501;RN;77,9
Carnaubal;2303402;CE;79,45
Carnaubeira da Penha;2603926;PE;91,76
Carneirinho;3114550;MG;54,94
Carneiros;2701803;AL;81,41
Caroebe;1400233;RR;73,77
Carolina;2102804;MA;74,84
Carpina;2604007;PE;58,43
Carrancas;3114600;MG;63,76
Carrapateira;2504108;PB;80,77
Carrasco Bonito;1703891;TO;85,47
Caruaru;2604106;PE;55,17
Carutapera;2102903;MA;88,31
Carvalhópolis;3114709;MG;70
Carvalhos;3114808;MG;76,88
Casa Branca;3510807;SP;53,83
Casa Grande;3114907;MG;86,27
Casa Nova;2907202;BA;79,19
Casca;4304903;RS;63,68
Cascalho Rico;3115003;MG;58,98
Cascavel;2303501;CE;75,88
Cascavel;4104808;PR;46,52
Caseara;1703909;TO;68,24
Caseiros;4304952;RS;87,68
Casimiro de Abreu;3301306;RJ;65,45
Casinhas;2604155;PE;91,66
Casserengue;2504157;PB;87,4
Cássia;3115102;MG;52,76
Cássia dos Coqueiros;3510906;SP;55,2
Cassilândia;5002902;MS;50,94
Castanhal;1502400;PA;62,73
Castanheira;5102850;MT;72,55
Castanheiras;1100908;RO;68,67
Castelândia;5205059;GO;69,13
Castelo;3201407;ES;60,01
Castelo do Piauí;2202604;PI;76,91
Castilho;3511003;SP;58,92
Castro;4104907;PR;58,67
Castro Alves;2907301;BA;84,18
Cataguases;3115300;MG;66,27
Catalão;5205109;GO;50,89
Catanduva;3511102;SP;55,32
Catanduvas;4105003;PR;68,89
Catanduvas;4204004;SC;63,27
Catarina;2303600;CE;63,58
Catas Altas;3115359;MG;76,91
Catas Altas da Noruega;3115409;MG;87
Catende;2604205;PE;78,14
Catiguá;3511201;SP;61,03
Catingueira;2504207;PB;75,41
Catolândia;2907400;BA;92,5
Catolé do Rocha;2504306;PB;58,79
Catu;2907509;BA;72,31
Catuípe;4305009;RS;66,38
Catuji;3115458;MG;83,92
Catunda;2303659;CE;66,89
Caturaí;5205208;GO;59,56
Caturama;2907558;BA;90,98
Caturité;2504355;PB;89,23
Catuti;3115474;MG;87,85
Caucaia;2303709;CE;63,54
Cavalcante;5205307;GO;76,86
Caxambu;3115508;MG;69,82
Caxambu do Sul;4204103;SC;80,55
Caxias;2103000;MA;78,99
Caxias do Sul;4305108;RS;56,75
Caxingó;2202653;PI;89,43
Ceará-Mirim;2402600;RN;62,53
Cedral;2103109;MA;92,48
Cedral;3511300;SP;46,52
Cedro;2303808;CE;66,99
Cedro;2604304;PE;74,35
Cedro de São João;2801603;SE;69,32
Cedro do Abaeté;3115607;MG;73,94
Celso Ramos;4204152;SC;82,25
Centenário;1704105;TO;78,89
Centenário;4305116;RS;84,45
Centenário do Sul;4105102;PR;54,52
Central;2907608;BA;84,64
Central de Minas;3115706;MG;65,87
Central do Maranhão;2103125;MA;93,67
Centralina;3115805;MG;49,24
Centro do Guilherme;2103158;MA;80,48
Centro Novo do Maranhão;2103174;MA;77,85
Cerejeiras;1100056;RO;64,91
Ceres;5205406;GO;57,54
Cerqueira César;3511409;SP;51,57
Cerquilho;3511508;SP;51,24
Cerrito;4305124;RS;78,72
Cerro Azul;4105201;PR;71
Cerro Branco;4305132;RS;85,33
Cerro Corá;2402709;RN;83,29
Cerro Grande;4305157;RS;85,03
Cerro Grande do Sul;4305173;RS;79,73
Cerro Largo;4305207;RS;62,17
Cerro Negro;4204178;SC;88,39
Cesário Lange;3511607;SP;61,62
Céu Azul;4105300;PR;56,57
Cezarina;5205455;GO;57,36
Chã de Alegria;2604403;PE;66,77
Chã Grande;2604502;PE;74,61
Chã Preta;2701902;AL;70,75
Chácara;3115904;MG;60,3
Chalé;3116001;MG;67,13
Chapada;4305306;RS;67,79
Chapada da Natividade;1705102;TO;78,21
Chapada de Areia;1704600;TO;76,95
Chapada do Norte;3116100;MG;92,2
Chapada dos Guimarães;5103007;MT;65,59
Chapada Gaúcha;3116159;MG;72,45
Chapadão do Céu;5205471;GO;34,05
Chapadão do Lageado;4204194;SC;76,52
Chapadão do Sul;5002951;MS;29,19
Chapadinha;2103208;MA;76,04
Chapecó;4204202;SC;50,71
Charqueada;3511706;SP;60,21
Charqueadas;4305355;RS;67,05
Charrua;4305371;RS;89,68
Chaval;2303907;CE;86,66
Chavantes;3557204;SP;56,53
Chaves;1502509;PA;89,13
Chiador;3116209;MG;64,07
Chiapetta;4305405;RS;60,83
Chopinzinho;4105409;PR;61,89
Choró;2303931;CE;81,34
Chorozinho;2303956;CE;75,55
Chorrochó;2907707;BA;87,63
Chuí;4305439;RS;62,92
Chupinguaia;1100924;RO;62,92
Chuvisca;4305447;RS;80,47
Cianorte;4105508;PR;46,5
Cícero Dantas;2907806;BA;81,99
Cidade Gaúcha;4105607;PR;45,97
Cidade Ocidental;5205497;GO;39,52
Cidelândia;2103257;MA;76,86
Cidreira;4305454;RS;73,13
Cipó;2907905;BA;87,66
Cipotânea;3116308;MG;85,36
Ciríaco;4305504;RS;79,58
Claraval;3116407;MG;61,47
Claro dos Poções;3116506;MG;80,34
Cláudia;5103056;MT;66,14
Cláudio;3116605;MG;59,49
Clementina;3511904;SP;51,83
Clevelândia;4105706;PR;70,06
Coaraci;2908002;BA;67,07
Coari;1301209;AM;80,45
Cocal;2202703;PI;87,78
Cocal de Telha;2202711;PI;91,32
Cocal do Sul;4204251;SC;65,81
Cocal dos Alves;2202729;PI;91,61
Cocalinho;5103106;MT;72,99
Cocalzinho de Goiás;5205513;GO;48,13
Cocos;2908101;BA;84,78
Codajás;1301308;AM;87,19
Codó;2103307;MA;74,59
Coelho Neto;2103406;MA;82,35
Coimbra;3116704;MG;66,04
Coité do Nóia;2702009;AL;90,05
Coivaras;2202737;PI;82,31
Colares;1502608;PA;90,93
Colatina;3201506;ES;61,72
Colíder;5103205;MT;57,86
Colina;3512001;SP;55,38
Colinas;2103505;MA;78,55
Colinas;4305587;RS;75,89
Colinas do Sul;5205521;GO;62,4
Colinas do Tocantins;1705508;TO;54,35
Colméia;1716703;TO;68,68
Colniza;5103254;MT;68,81
Colômbia;3512100;SP;54,73
Colombo;4105805;PR;58,52
Colônia do Gurguéia;2202752;PI;86,23
Colônia do Piauí;2202778;PI;88,27
Colônia Leopoldina;2702108;AL;64,69
Colorado;4105904;PR;52,01
Colorado;4305603;RS;83,79
Colorado do Oeste;1100064;RO;68,3
Coluna;3116803;MG;75,85
Combinado;1705557;TO;72,64
Comendador Gomes;3116902;MG;50,6
Comendador Levy Gasparian;3300951;RJ;78,86
Comercinho;3117009;MG;78,41
Comodoro;5103304;MT;62,67
Conceição;2504405;PB;74,29
Conceição da Aparecida;3117108;MG;65,25
Conceição da Barra;3201605;ES;77,84
Conceição da Barra de Minas;3115201;MG;80,59
Conceição da Feira;2908200;BA;86,2
Conceição das Alagoas;3117306;MG;44,92
Conceição das Pedras;3117207;MG;78,9
Conceição de Ipanema;3117405;MG;73,59
Conceição de Macabu;3301405;RJ;71,39
Conceição do Almeida;2908309;BA;85,65
Conceição do Araguaia;1502707;PA;67,32
Conceição do Canindé;2202802;PI;88,22
Conceição do Castelo;3201704;ES;59,87
Conceição do Coité;2908408;BA;79,97
Conceição do Jacuípe;2908507;BA;74,94
Conceição do Lago-Açu;2103554;MA;89,57
Conceição do Mato Dentro;3117504;MG;77,24
Conceição do Pará;3117603;MG;78,13
Conceição do Rio Verde;3117702;MG;63,78
Conceição do Tocantins;1705607;TO;78,3
Conceição dos Ouros;3117801;MG;69,09
Conchal;3512209;SP;48,79
Conchas;3512308;SP;59,31
Concórdia;4204301;SC;56,21
Concórdia do Pará;1502756;PA;81,95
Condado;2504504;PB;67,27
Condado;2604601;PE;65,17
Conde;2504603;PB;71,24
Conde;2908606;BA;87,12
Condeúba;2908705;BA;86,39
Condor;4305702;RS;68,63
Cônego Marinho;3117836;MG;93,25
Confins;3117876;MG;74,69
Confresa;5103353;MT;55,18
Congo;2504702;PB;81,39
Congonhal;3117900;MG;66,84
Congonhas;3118007;MG;72,34
Congonhas do Norte;3118106;MG;84,32
Congonhinhas;4106001;PR;60,34
Conquista;3118205;MG;49,11
Conquista D'Oeste;5103361;MT;59,53
Conselheiro Lafaiete;3118304;MG;65,84
Conselheiro Mairinck;4106100;PR;64,13
Conselheiro Pena;3118403;MG;56,6
Consolação;3118502;MG;74,07
Constantina;4305801;RS;73,86
Contagem;3118601;MG;57,8
Contenda;4106209;PR;71,85
Contendas do Sincorá;2908804;BA;87,15
Coqueiral;3118700;MG;67,59
Coqueiro Baixo;4305835;RS;87,45
Coqueiro Seco;2702207;AL;74,39
Coqueiros do Sul;4305850;RS;75,14
Coração de Jesus;3118809;MG;81,23
Coração de Maria;2908903;BA;88,43
Corbélia;4106308;PR;60,99
Cordeiro;3301504;RJ;67,2
Cordeirópolis;3512407;SP;56,97
Cordeiros;2909000;BA;90,41
Cordilheira Alta;4204350;SC;68,15
Cordisburgo;3118908;MG;77,74
Cordislândia;3119005;MG;75,41
Coreaú;2304004;CE;75,95
Coremas;2504801;PB;58,75
Corguinho;5003108;MS;62,35
Coribe;2909109;BA;80,89
Corinto;3119104;MG;62,09
Cornélio Procópio;4106407;PR;55
Coroaci;3119203;MG;77,45
Coroados;3512506;SP;55,29
Coroatá;2103604;MA;78,11
Coromandel;3119302;MG;58,19
Coronel Barros;4305871;RS;68,5
Coronel Bicaco;4305900;RS;80,34
Coronel Domingos Soares;4106456;PR;61,48
Coronel Ezequiel;2402808;RN;85,34
Coronel Fabriciano;3119401;MG;61,99
Coronel Freitas;4204400;SC;73,96
Coronel João Pessoa;2402907;RN;78,04
Coronel João Sá;2909208;BA;82,02
Coronel José Dias;2202851;PI;90,63
Coronel Macedo;3512605;SP;63,18
Coronel Martins;4204459;SC;87,42
Coronel Murta;3119500;MG;73,72
Coronel Pacheco;3119609;MG;78,12
Coronel Pilar;4305934;RS;90,27
Coronel Sapucaia;5003157;MS;76,32
Coronel Vivida;4106506;PR;65,73
Coronel Xavier Chaves;3119708;MG;77,26
Córrego Danta;3119807;MG;68,67
Córrego do Bom Jesus;3119906;MG;72,05
Córrego do Ouro;5205703;GO;72,38
Córrego Fundo;3119955;MG;80,01
Córrego Novo;3120003;MG;78,22
Correia Pinto;4204558;SC;68,15
Corrente;2202901;PI;72,95
Correntes;2604700;PE;80,41
Correntina;2909307;BA;80,54
Cortês;2604809;PE;69,93
Corumbá;5003207;MS;57,39
Corumbá de Goiás;5205802;GO;67,86
Corumbaíba;5205901;GO;55,76
Corumbataí;3512704;SP;46,63
Corumbataí do Sul;4106555;PR;58,44
Corumbiara;1100072;RO;69,34
Corupá;4204509;SC;68,38
Coruripe;2702306;AL;67,18
Cosmópolis;3512803;SP;52,68
Cosmorama;3512902;SP;46,28
Costa Marques;1100080;RO;72,55
Costa Rica;5003256;MS;41,12
Cotegipe;2909406;BA;87,02
Cotia;3513009;SP;54,47
Cotiporã;4305959;RS;79,79
Cotriguaçu;5103379;MT;75,67
Couto de Magalhães de Minas;3120102;MG;76,77
Couto Magalhães;1706001;TO;75,96
Coxilha;4305975;RS;72,4
Coxim;5003306;MS;60,33
Coxixola;2504850;PB;79,29
Craíbas;2702355;AL;83,09
Crateús;2304103;CE;63,56
Crato;2304202;CE;59,15
Cravinhos;3513108;SP;60,93
Cravolândia;2909505;BA;85,73
Criciúma;4204608;SC;60
Crisólita;3120151;MG;63,65
Crisópolis;2909604;BA;86,84
Crissiumal;4306007;RS;71,31
Cristais;3120201;MG;60,8
Cristais Paulista;3513207;SP;47,55
Cristal;4306056;RS;67,63
Cristal do Sul;4306072;RS;81,35
Cristalândia;1706100;TO;70,73
Cristalândia do Piauí;2203008;PI;88,3
Cristália;3120300;MG;83,45
Cristalina;5206206;GO;57,84
Cristiano Otoni;3120409;MG;82,79
Cristianópolis;5206305;GO;60
Cristina;3120508;MG;73,91
Cristinápolis;2801702;SE;77,5
Cristino Castro;2203107;PI;80,98
Cristópolis;2909703;BA;88,27
Crixás;5206404;GO;60,11
Crixás do Tocantins;1706258;TO;74,8
Croatá;2304236;CE;79,5
Cromínia;5206503;GO;64
Crucilândia;3120607;MG;70,36
Cruz;2304251;CE;74,16
Cruz Alta;4306106;RS;63,85
Cruz das Almas;2909802;BA;73,62
Cruz do Espírito Santo;2504900;PB;85,03
Cruz Machado;4106803;PR;84,51
Cruzália;3513306;SP;66,42
Cruzaltense;4306130;RS;93,34
Cruzeiro;3513405;SP;65,73
Cruzeiro da Fortaleza;3120706;MG;69
Cruzeiro do Iguaçu;4106571;PR;65,37
Cruzeiro do Oeste;4106605;PR;59,12
Cruzeiro do Sul;1200203;AC;83,73
Cruzeiro do Sul;4106704;PR;56,65
Cruzeiro do Sul;4306205;RS;71,45
Cruzeta;2403004;RN;71,6
Cruzília;3120805;MG;69,59
Cruzmaltina;4106852;PR;64,03
Cubatão;3513504;SP;59,49
Cubati;2505006;PB;83,82
Cuiabá;5103403;MT;55,25
Cuité;2505105;PB;67,89
Cuité de Mamanguape;2505238;PB;88,2
Cuitegi;2505204;PB;75,98
Cujubim;1100940;RO;69,5
Cumari;5206602;GO;65,31
Cumaru;2604908;PE;80,89
Cumaru do Norte;1502764;PA;67,01
Cumbe;2801900;SE;78,28
Cunha;3513603;SP;67,91
Cunha Porã;4204707;SC;65,31
