Municípios;Código municipal;UF;% do total geral
Cunhataí;4204756;SC;75,96
Cuparaque;3120839;MG;62
Cupira;2605004;PE;71,68
Curaçá;2909901;BA;78,97
Curimatá;2203206;PI;81,77
Curionópolis;1502772;PA;70,95
Curitiba;4106902;PR;56,36
Curitibanos;4204806;SC;61,81
Curiúva;4107009;PR;64,52
Currais;2203230;PI;89,45
Currais Novos;2403103;RN;64,59
Curral de Cima;2505279;PB;87,61
Curral de Dentro;3120870;MG;78,58
Curral Novo do Piauí;2203271;PI;87,17
Curral Velho;2505303;PB;83,24
Curralinho;1502806;PA;93,51
Curralinhos;2203255;PI;85,87
Curuá;1502855;PA;88,74
Curuçá;1502905;PA;88,33
Cururupu;2103703;MA;85,75
Curvelândia;5103437;MT;75,03
Curvelo;3120904;MG;63,85
Custódia;2605103;PE;74,23
Cutias;1600212;AP;82,51
Damianópolis;5206701;GO;83,49
Damião;2505352;PB;79,65
Damolândia;5206800;GO;67,67
Darcinópolis;1706506;TO;78,02
Dário Meira;2910008;BA;76,09
Datas;3121001;MG;80,47
David Canabarro;4306304;RS;80,76
Davinópolis;2103752;MA;73,22
Davinópolis;5206909;GO;70,05
Delfim Moreira;3121100;MG;78,36
Delfinópolis;3121209;MG;56,22
Delmiro Gouveia;2702405;AL;75,26
Delta;3121258;MG;49,69
Demerval Lobão;2203305;PI;70,38
Denise;5103452;MT;63,44
Deodápolis;5003454;MS;60,09
Deputado Irapuan Pinheiro;2304269;CE;80,11
Derrubadas;4306320;RS;82,77
Descalvado;3513702;SP;58,07
Descanso;4204905;SC;75,7
Descoberto;3121308;MG;76,61
Desterro;2505402;PB;80,75
Desterro de Entre Rios;3121407;MG;82,02
Desterro do Melo;3121506;MG;81,55
Dezesseis de Novembro;4306353;RS;85,05
Diadema;3513801;SP;52,28
Diamante;2505600;PB;76,3
Diamante D'Oeste;4107157;PR;74,88
Diamante do Norte;4107108;PR;62,44
Diamante do Sul;4107124;PR;74,39
Diamantina;3121605;MG;68,07
Diamantino;5103502;MT;57,6
Dianópolis;1707009;TO;66,22
Dias d'Ávila;2910057;BA;69,81
Dilermando de Aguiar;4306379;RS;79,51
Diogo de Vasconcelos;3121704;MG;82,66
Dionísio;3121803;MG;77,58
Dionísio Cerqueira;4205001;SC;63,25
Diorama;5207105;GO;63,1
Dirce Reis;3513850;SP;55,61
Dirceu Arcoverde;2203354;PI;89,41
Divina Pastora;2802007;SE;73,98
Divinésia;3121902;MG;70,73
Divino;3122009;MG;57,25
Divino das Laranjeiras;3122108;MG;72,88
Divino de São Lourenço;3201803;ES;64,39
Divinolândia;3513900;SP;63,18
Divinolândia de Minas;3122207;MG;78,22
Divinópolis;3122306;MG;54,36
Divinópolis de Goiás;5208301;GO;74,71
Divinópolis do Tocantins;1707108;TO;70,4
Divisa Alegre;3122355;MG;74,3
Divisa Nova;3122405;MG;68,41
Divisópolis;3122454;MG;78,01
Dobrada;3514007;SP;48,55
Dois Córregos;3514106;SP;56,98
Dois Irmãos;4306403;RS;61,4
Dois Irmãos das Missões;4306429;RS;75,56
Dois Irmãos do Buriti;5003488;MS;58,9
Dois Irmãos do Tocantins;1707207;TO;70,83
Dois Lajeados;4306452;RS;83,29
Dois Riachos;2702504;AL;82,39
Dois Vizinhos;4107207;PR;52,18
Dolcinópolis;3514205;SP;49,44
Dom Aquino;5103601;MT;63,19
Dom Basílio;2910107;BA;91,01
Dom Bosco;3122470;MG;72,48
Dom Cavati;3122504;MG;64,26
Dom Eliseu;1502939;PA;60,71
Dom Expedito Lopes;2203404;PI;86,26
Dom Feliciano;4306502;RS;77,43
Dom Inocêncio;2203453;PI;86,96
Dom Joaquim;3122603;MG;84,26
Dom Macedo Costa;2910206;BA;78,08
Dom Pedrito;4306601;RS;68,29
Dom Pedro;2103802;MA;74,99
Dom Pedro de Alcântara;4306551;RS;91,23
Dom Silvério;3122702;MG;67,17
Dom Viçoso;3122801;MG;86,54
Domingos Martins;3201902;ES;73,23
Domingos Mourão;2203420;PI;83,81
Dona Emma;4205100;SC;65,2
Dona Euzébia;3122900;MG;83,35
Dona Francisca;4306700;RS;80,11
Dona Inês;2505709;PB;76,8
Dores de Campos;3123007;MG;74,75
Dores de Guanhães;3123106;MG;87,44
Dores do Indaiá;3123205;MG;64,16
Dores do Rio Preto;3202009;ES;54,22
Dores do Turvo;3123304;MG;76,51
Doresópolis;3123403;MG;69,15
Dormentes;2605152;PE;80,71
Douradina;4107256;PR;57,99
Douradina;5003504;MS;70,68
Dourado;3514304;SP;66,03
Douradoquara;3123502;MG;67,04
Dourados;5003702;MS;49,63
Doutor Camargo;4107306;PR;59,41
Doutor Maurício Cardoso;4306734;RS;80,01
Doutor Pedrinho;4205159;SC;71,75
Doutor Ricardo;4306759;RS;71,97
Doutor Severiano;2403202;RN;79,22
Doutor Ulysses;4128633;PR;90,85
Doverlândia;5207253;GO;63,71
Dracena;3514403;SP;54,83
Duartina;3514502;SP;55,4
Duas Barras;3301603;RJ;59,66
Duas Estradas;2505808;PB;79,42
Dueré;1707306;TO;63,22
Dumont;3514601;SP;53,63
Duque Bacelar;2103901;MA;88,08
Duque de Caxias;3301702;RJ;74,63
Durandé;3123528;MG;69,47
Echaporã;3514700;SP;54,73
Ecoporanga;3202108;ES;67,66
Edealina;5207352;GO;63,05
Edéia;5207402;GO;58,83
Eirunepé;1301407;AM;87,85
Eldorado;3514809;SP;66,75
Eldorado;5003751;MS;59,32
Eldorado do Carajás;1502954;PA;68,53
Eldorado do Sul;4306767;RS;63,58
Elesbão Veloso;2203503;PI;79,08
Elias Fausto;3514908;SP;55,5
Eliseu Martins;2203602;PI;87,1
Elisiário;3514924;SP;52,53
Elísio Medrado;2910305;BA;82,89
Elói Mendes;3123601;MG;54,01
Emas;2505907;PB;72,71
Embaúba;3514957;SP;43,86
Embu das Artes;3515004;SP;58,91
Embu-Guaçu;3515103;SP;67,94
Emilianópolis;3515129;SP;64,54
Encantado;4306809;RS;57,89
Encanto;2403301;RN;73,29
Encruzilhada;2910404;BA;80,95
Encruzilhada do Sul;4306908;RS;65,09
Enéas Marques;4107405;PR;75,71
Engenheiro Beltrão;4107504;PR;63,73
Engenheiro Caldas;3123700;MG;55,3
Engenheiro Coelho;3515152;SP;40,51
Engenheiro Navarro;3123809;MG;77,9
Engenheiro Paulo de Frontin;3301801;RJ;77,12
Engenho Velho;4306924;RS;83,26
Entre Folhas;3123858;MG;70,55
Entre Rios;2910503;BA;78,85
Entre Rios;4205175;SC;83,12
Entre Rios de Minas;3123908;MG;72,62
Entre Rios do Oeste;4107538;PR;53,59
Entre Rios do Sul;4306957;RS;73,69
Entre-Ijuís;4306932;RS;69,58
Envira;1301506;AM;91,15
Epitaciolândia;1200252;AC;71,52
Equador;2403400;RN;74,29
Erebango;4306973;RS;84,24
Erechim;4307005;RS;56,16
Ereré;2304277;CE;76,12
Érico Cardoso;2900504;BA;93,19
Ermo;4205191;SC;77,13
Ernestina;4307054;RS;73,66
Erval Grande;4307203;RS;78,73
Erval Seco;4307302;RS;78,16
Erval Velho;4205209;SC;66,24
Ervália;3124005;MG;59,9
Escada;2605202;PE;73,04
Esmeralda;4307401;RS;75,64
Esmeraldas;3124104;MG;63,56
Espera Feliz;3124203;MG;52,97
Esperança;2506004;PB;66,4
Esperança do Sul;4307450;RS;80,17
Esperança Nova;4107520;PR;59,38
Esperantina;1707405;TO;83,35
Esperantina;2203701;PI;77,07
Esperantinópolis;2104008;MA;87,2
Espigão Alto do Iguaçu;4107546;PR;74,93
Espigão D'Oeste;1100098;RO;68,45
Espinosa;3124302;MG;83,32
Espírito Santo;2403509;RN;85,81
Espírito Santo do Dourado;3124401;MG;68,97
Espírito Santo do Pinhal;3515186;SP;55,63
Espírito Santo do Turvo;3515194;SP;48,82
Esplanada;2910602;BA;79,7
Espumoso;4307500;RS;73,58
Estação;4307559;RS;74,72
Estância;2802106;SE;62,45
Estância Velha;4307609;RS;59,73
Esteio;4307708;RS;61,31
Estiva;3124500;MG;79,66
Estiva Gerbi;3557303;SP;58,21
Estreito;2104057;MA;68,57
Estrela;4307807;RS;62,82
Estrela d'Oeste;3515202;SP;47,33
Estrela Dalva;3124609;MG;70,77
Estrela de Alagoas;2702553;AL;89,36
Estrela do Indaiá;3124708;MG;70,26
Estrela do Norte;3515301;SP;63,54
Estrela do Norte;5207501;GO;65,72
Estrela do Sul;3124807;MG;59,62
Estrela Velha;4307815;RS;76,49
Euclides da Cunha;2910701;BA;77,99
Euclides da Cunha Paulista;3515350;SP;62,45
Eugênio de Castro;4307831;RS;75,18
Eugenópolis;3124906;MG;62,05
Eunápolis;2910727;BA;60,03
Eusébio;2304285;CE;53,93
Ewbank da Câmara;3125002;MG;68,65
Extrema;3125101;MG;47,95
Extremoz;2403608;RN;35,97
Exu;2605301;PE;77,17
Fagundes;2506103;PB;86,05
Fagundes Varela;4307864;RS;76,1
Faina;5207535;GO;69,08
Fama;3125200;MG;66,6
Faria Lemos;3125309;MG;64,81
Farias Brito;2304301;CE;75,32
Faro;1503002;PA;91,32
Farol;4107553;PR;65,96
Farroupilha;4307906;RS;61,15
Fartura;3515400;SP;50,76
Fartura do Piauí;2203750;PI;94,38
Fátima;1707553;TO;74,1
Fátima;2910750;BA;84,87
Fátima do Sul;5003801;MS;59,43
Faxinal;4107603;PR;55,36
Faxinal do Soturno;4308003;RS;72,58
Faxinal dos Guedes;4205308;SC;62,69
Faxinalzinho;4308052;RS;76,59
Fazenda Nova;5207600;GO;62,5
Fazenda Rio Grande;4107652;PR;37,23
Fazenda Vilanova;4308078;RS;69,16
Feijó;1200302;AC;84,22
Feira da Mata;2910776;BA;84,75
Feira de Santana;2910800;BA;63,22
Feira Grande;2702603;AL;86,22
Feira Nova;2605400;PE;71,34
Feira Nova;2802205;SE;75,65
Feira Nova do Maranhão;2104073;MA;79,03
Felício dos Santos;3125408;MG;80,15
Felipe Guerra;2403707;RN;66,96
Felisburgo;3125606;MG;75,21
Felixlândia;3125705;MG;74,65
Feliz;4308102;RS;70,98
Feliz Deserto;2702702;AL;77,41
Feliz Natal;5103700;MT;54,44
Fênix;4107702;PR;72,36
Fernandes Pinheiro;4107736;PR;82,71
Fernandes Tourinho;3125804;MG;60,77
Fernando de Noronha;2605459;PE;58,23
Fernando Falcão;2104081;MA;91,59
Fernando Pedroza;2403756;RN;86,72
Fernando Prestes;3515608;SP;52,82
Fernandópolis;3515509;SP;51,84
Fernão;3515657;SP;52,69
Ferraz de Vasconcelos;3515707;SP;62,6
Ferreira Gomes;1600238;AP;76,7
Ferreiros;2605509;PE;74,33
Ferros;3125903;MG;79,35
Fervedouro;3125952;MG;70,24
Figueira;4107751;PR;70,65
Figueirão;5003900;MS;50,18
Figueirópolis;1707652;TO;67,3
Figueirópolis D'Oeste;5103809;MT;71,11
Filadélfia;1707702;TO;75,22
Filadélfia;2910859;BA;81,77
Firmino Alves;2910909;BA;76,42
Firminópolis;5207808;GO;59,91
Flexeiras;2702801;AL;72,59
Flor da Serra do Sul;4107850;PR;73,37
Flor do Sertão;4205357;SC;78,73
Flora Rica;3515806;SP;61,48
Floraí;4107801;PR;62,1
Florânia;2403806;RN;70,54
Floreal;3515905;SP;55,07
Flores;2605608;PE;80,71
Flores da Cunha;4308201;RS;65,35
Flores de Goiás;5207907;GO;73,12
Flores do Piauí;2203800;PI;88,27
Floresta;2605707;PE;66,36
Floresta;4107900;PR;39,54
Floresta Azul;2911006;BA;68,91
Floresta do Araguaia;1503044;PA;74,26
Floresta do Piauí;2203859;PI;88,98
Florestal;3126000;MG;57,84
Florestópolis;4108007;PR;57,29
Floriano;2203909;PI;58,51
Floriano Peixoto;4308250;RS;88,02
Florianópolis;4205407;SC;53,08
Flórida;4108106;PR;35,91
Flórida Paulista;3516002;SP;56,08
Florínea;3516101;SP;56,36
Fonte Boa;1301605;AM;92,51
Fontoura Xavier;4308300;RS;80,7
Formiga;3126109;MG;61,05
Formigueiro;4308409;RS;85,02
Formosa;5208004;GO;53,92
Formosa da Serra Negra;2104099;MA;87,09
Formosa do Oeste;4108205;PR;64,3
Formosa do Rio Preto;2911105;BA;76,34
Formosa do Sul;4205431;SC;76,37
Formoso;3126208;MG;66,36
Formoso;5208103;GO;69,74
Formoso do Araguaia;1708205;TO;68,59
Forquetinha;4308433;RS;85,03
Forquilha;2304350;CE;63,41
Forquilhinha;4205456;SC;47,53
Fortaleza;2304400;CE;59,02
Fortaleza de Minas;3126307;MG;68,87
Fortaleza dos Nogueiras;2104107;MA;84,47
Fortaleza dos Valos;4308458;RS;72,6
Fortim;2304459;CE;82,2
Fortuna;2104206;MA;86,54
Fortuna de Minas;3126406;MG;58,81
Foz do Iguaçu;4108304;PR;51,02
Foz do Jordão;4108452;PR;80,07
Fraiburgo;4205506;SC;64,33
Franca;3516200;SP;49,76
Francinópolis;2204006;PI;89,06
Francisco Alves;4108320;PR;50,09
Francisco Ayres;2204105;PI;91,26
Francisco Badaró;3126505;MG;84,65
Francisco Beltrão;4108403;PR;51,73
Francisco Dantas;2403905;RN;74,9
Francisco Dumont;3126604;MG;79,83
Francisco Macedo;2204154;PI;86,96
Francisco Morato;3516309;SP;70,68
Francisco Sá;3126703;MG;76,04
Francisco Santos;2204204;PI;79,68
Franciscópolis;3126752;MG;78,96
Franco da Rocha;3516408;SP;65,52
Frecheirinha;2304509;CE;67,66
Frederico Westphalen;4308508;RS;60,57
Frei Gaspar;3126802;MG;77,08
Frei Inocêncio;3126901;MG;67,45
Frei Lagonegro;3126950;MG;86,97
Frei Martinho;2506202;PB;81,61
Frei Miguelinho;2605806;PE;85,08
Frei Paulo;2802304;SE;75,18
Frei Rogério;4205555;SC;77,37
Fronteira;3127008;MG;53,63
Fronteira dos Vales;3127057;MG;77,88
Fronteiras;2204303;PI;75,27
Fruta de Leite;3127073;MG;87,73
Frutal;3127107;MG;47,6
Frutuoso Gomes;2404002;RN;66,54
Fundão;3202207;ES;72,94
Funilândia;3127206;MG;77,46
Gabriel Monteiro;3516507;SP;56,96
Gado Bravo;2506251;PB;90,59
Gália;3516606;SP;55,35
Galiléia;3127305;MG;62,52
Galinhos;2404101;RN;82,59
Galvão;4205605;SC;83,56
Gameleira;2605905;PE;70,01
Gameleira de Goiás;5208152;GO;60,16
Gameleiras;3127339;MG;86,6
Gandu;2911204;BA;69,25
Garanhuns;2606002;PE;63,84
Gararu;2802403;SE;88,25
Garça;3516705;SP;53,8
Garibaldi;4308607;RS;62,76
Garopaba;4205704;SC;65,2
Garrafão do Norte;1503077;PA;83,77
Garruchos;4308656;RS;74,15
Garuva;4205803;SC;61,43
Gaspar;4205902;SC;61,76
Gastão Vidigal;3516804;SP;55,06
Gaúcha do Norte;5103858;MT;52,54
Gaurama;4308706;RS;77,51
Gavião;2911253;BA;87,77
Gavião Peixoto;3516853;SP;52,53
Geminiano;2204352;PI;85,37
General Câmara;4308805;RS;78,78
General Carneiro;4108502;PR;68,12
General Carneiro;5103908;MT;75,65
General Maynard;2802502;SE;79,06
General Salgado;3516903;SP;55,81
General Sampaio;2304608;CE;77,72
Gentil;4308854;RS;77,24
Gentio do Ouro;2911303;BA;89,59
Getulina;3517000;SP;64,47
Getúlio Vargas;4308904;RS;70,19
Gilbués;2204402;PI;83
Girau do Ponciano;2702900;AL;86,17
Giruá;4309001;RS;70,01
Glaucilândia;3127354;MG;85,11
Glicério;3517109;SP;54,38
Glória;2911402;BA;89,14
Glória D'Oeste;5103957;MT;69,6
Glória de Dourados;5004007;MS;61,01
Glória do Goitá;2606101;PE;71,56
Glorinha;4309050;RS;69,03
Godofredo Viana;2104305;MA;85,02
Godoy Moreira;4108551;PR;65,29
Goiabeira;3127370;MG;60,91
Goiana;2606200;PE;72,13
Goianá;3127388;MG;65,2
Goianápolis;5208400;GO;57,93
Goiandira;5208509;GO;70,13
Goianésia;5208608;GO;50,08
Goianésia do Pará;1503093;PA;77,58
Goiânia;5208707;GO;46,34
Goianinha;2404200;RN;68,5
Goianira;5208806;GO;36,75
Goianorte;1708304;TO;72,15
Goiás;5208905;GO;54,65
Goiatins;1709005;TO;83,9
Goiatuba;5209101;GO;53,47
Goioerê;4108601;PR;58,65
Goioxim;4108650;PR;84,38
Gonçalves;3127404;MG;70,01
Gonçalves Dias;2104404;MA;87,14
Gongogi;2911501;BA;78,14
Gonzaga;3127503;MG;82,59
Gouveia;3127602;MG;75,83
Gouvelândia;5209150;GO;61,12
Governador Archer;2104503;MA;83,66
Governador Celso Ramos;4206009;SC;76,07
Governador Dix-Sept Rosado;2404309;RN;74,45
Governador Edison Lobão;2104552;MA;71,02
Governador Eugênio Barros;2104602;MA;87,24
Governador Jorge Teixeira;1101005;RO;73,19
Governador Lindenberg;3202256;ES;66,98
Governador Luiz Rocha;2104628;MA;86,92
Governador Mangabeira;2911600;BA;83,06
Governador Newton Bello;2104651;MA;87,02
Governador Nunes Freire;2104677;MA;81,34
Governador Valadares;3127701;MG;55,01
Graça;2304657;CE;82,84
Graça Aranha;2104701;MA;88,63
Gracho Cardoso;2802601;SE;87,62
Grajaú;2104800;MA;74,06
Gramado;4309100;RS;59,02
Gramado dos Loureiros;4309126;RS;93,64
Gramado Xavier;4309159;RS;77,83
Grandes Rios;4108700;PR;63,22
Granito;2606309;PE;82,93
Granja;2304707;CE;82,39
Granjeiro;2304806;CE;81,64
Grão Mogol;3127800;MG;82,14
Grão-Pará;4206108;SC;76,54
Gravatá;2606408;PE;64,46
Gravataí;4309209;RS;63,51
Gravatal;4206207;SC;78,34
Groaíras;2304905;CE;68,99
Grossos;2404408;RN;85,16
Grupiara;3127909;MG;66,25
Guabiju;4309258;RS;84,72
Guabiruba;4206306;SC;70,22
Guaçuí;3202306;ES;54,88
Guadalupe;2204501;PI;80,56
Guaíba;4309308;RS;71,74
Guaiçara;3517208;SP;54,11
Guaimbê;3517307;SP;57,54
Guaíra;3517406;SP;47,35
Guaíra;4108809;PR;59
Guairaçá;4108908;PR;61,23
Guaiúba;2304954;CE;83,1
Guajará;1301654;AM;88,61
Guajará-Mirim;1100106;RO;70,29
Guajeru;2911659;BA;93,89
Guamaré;2404507;RN;71,55
Guamiranga;4108957;PR;79,55
Guanambi;2911709;BA;71,81
Guanhães;3128006;MG;61,42
Guapé;3128105;MG;72,29
Guapiaçu;3517505;SP;47,77
Guapiara;3517604;SP;84,56
Guapimirim;3301850;RJ;74,91
Guapirama;4109005;PR;53,33
Guapó;5209200;GO;42,87
Guaporé;4309407;RS;70,17
Guaporema;4109104;PR;55,22
Guará;3517703;SP;60,64
Guarabira;2506301;PB;64,47
Guaraçaí;3517802;SP;56,78
Guaraci;3517901;SP;48,63
Guaraci;4109203;PR;52,79
Guaraciaba;3128204;MG;84,16
Guaraciaba;4206405;SC;74,74
Guaraciaba do Norte;2305001;CE;78,14
Guaraciama;3128253;MG;83,37
Guaraí;1709302;TO;60,73
Guaraíta;5209291;GO;71,96
Guaramiranga;2305100;CE;75,77
Guaramirim;4206504;SC;49,73
Guaranésia;3128303;MG;53,81
Guarani;3128402;MG;62,11
Guarani d'Oeste;3518008;SP;55,57
Guarani das Missões;4309506;RS;79,09
Guarani de Goiás;5209408;GO;80,67
Guaraniaçu;4109302;PR;67,49
Guarantã;3518107;SP;52,08
Guarantã do Norte;5104104;MT;61,61
Guarapari;3202405;ES;70,72
Guarapuava;4109401;PR;62,4
Guaraqueçaba;4109500;PR;87,8
Guarará;3128501;MG;75,83
Guararapes;3518206;SP;54,45
Guararema;3518305;SP;55,43
Guaratinga;2911808;BA;73,61
Guaratinguetá;3518404;SP;61,02
Guaratuba;4109609;PR;65,7
Guarda-Mor;3128600;MG;59,41
Guareí;3518503;SP;66,64
Guariba;3518602;SP;59,15
Guaribas;2204550;PI;96,03
Guarinos;5209457;GO;76,84
Guarujá;3518701;SP;64
Guarujá do Sul;4206603;SC;68,45
Guarulhos;3518800;SP;57,47
Guatambú;4206652;SC;57,05
Guatapará;3518859;SP;60,24
Guaxupé;3128709;MG;54,16
Guia Lopes da Laguna;5004106;MS;67,71
Guidoval;3128808;MG;70,31
Guimarães;2104909;MA;93,36
Guimarânia;3128907;MG;59,07
Guiratinga;5104203;MT;70,29
Guiricema;3129004;MG;68,44
Gurinhatã;3129103;MG;52,52
Gurinhém;2506400;PB;81,67
Gurjão;2506509;PB;76,61
Gurupá;1503101;PA;94,35
Gurupi;1709500;TO;53,26
Guzolândia;3518909;SP;54,45
Harmonia;4309555;RS;74,28
Heitoraí;5209606;GO;69,29
Heliodora;3129202;MG;75,44
Heliópolis;2911857;BA;87,97
Herculândia;3519006;SP;61,82
Herval;4307104;RS;70,43
Herval d'Oeste;4206702;SC;62,76
Herveiras;4309571;RS;73,07
Hidrolândia;2305209;CE;70,12
Hidrolândia;5209705;GO;51,6
Hidrolina;5209804;GO;73,4
Holambra;3519055;SP;61,33
Honório Serpa;4109658;PR;69,24
Horizonte;2305233;CE;56,46
Horizontina;4309605;RS;57,35
Hortolândia;3519071;SP;53,93
Hugo Napoleão;2204600;PI;85,52
Hulha Negra;4309654;RS;59,75
Humaitá;1301704;AM;76,73
Humaitá;4309704;RS;76,6
Humberto de Campos;2105005;MA;92,99
Iacanga;3519105;SP;47,17
Iaciara;5209903;GO;72,25
Iacri;3519204;SP;54,22
Iaçu;2911907;BA;69,5
Iapu;3129301;MG;70,96
Iaras;3519253;SP;59,33
Iati;2606507;PE;78,88
Ibaiti;4109708;PR;65,66
Ibarama;4309753;RS;79,84
Ibaretama;2305266;CE;80,03
Ibaté;3519303;SP;54,95
Ibateguara;2703007;AL;73,56
Ibatiba;3202454;ES;56,73
Ibema;4109757;PR;64,13
Ibertioga;3129400;MG;73,06
Ibiá;3129509;MG;55,93
Ibiaçá;4309803;RS;84,19
Ibiaí;3129608;MG;83,24
Ibiam;4206751;SC;80,14
Ibiapina;2305308;CE;81,45
Ibiara;2506608;PB;77,78
Ibiassucê;2912004;BA;90,74
Ibicaraí;2912103;BA;68,76
Ibicaré;4206801;SC;75,78
Ibicoara;2912202;BA;78,49
Ibicuí;2912301;BA;69,2
Ibicuitinga;2305332;CE;81,46
Ibimirim;2606606;PE;79,17
Ibipeba;2912400;BA;88,11
Ibipitanga;2912509;BA;89,02
Ibiporã;4109807;PR;49,58
Ibiquera;2912608;BA;79,1
Ibirá;3519402;SP;51,11
Ibiracatu;3129657;MG;91,77
Ibiraci;3129707;MG;58,88
Ibiraçu;3202504;ES;72,78
Ibiraiaras;4309902;RS;78,02
Ibirajuba;2606705;PE;80,65
Ibirama;4206900;SC;65,28
Ibirapitanga;2912707;BA;66,25
Ibirapuã;2912806;BA;73,78
Ibirapuitã;4309951;RS;71,96
Ibirarema;3519501;SP;58,6
Ibirataia;2912905;BA;69,52
Ibirité;3129806;MG;70,72
Ibirubá;4310009;RS;57,03
Ibitiara;2913002;BA;93,76
Ibitinga;3519600;SP;47,65
Ibitirama;3202553;ES;57
Ibititá;2913101;BA;89,33
Ibitiúra de Minas;3129905;MG;61,07
Ibituruna;3130002;MG;82,73
Ibiúna;3519709;SP;72,2
Ibotirama;2913200;BA;74,31
Icapuí;2305357;CE;82,72
Içara;4207007;SC;62,85
Icaraí de Minas;3130051;MG;87,28
Icaraíma;4109906;PR;60,23
Icatu;2105104;MA;95,62
Icém;3519808;SP;51,39
Ichu;2913309;BA;88
Icó;2305407;CE;74,62
Iconha;3202603;ES;78,84
Ielmo Marinho;2404606;RN;86,64
Iepê;3519907;SP;68,03
Igaci;2703106;AL;82,56
Igaporã;2913408;BA;82,87
Igaraçu do Tietê;3520004;SP;59,81
Igaracy;2502607;PB;76
Igarapava;3520103;SP;54,38
Igarapé;3130101;MG;63,11
Igarapé do Meio;2105153;MA;89,22
Igarapé Grande;2105203;MA;79,98
Igarapé-Açu;1503200;PA;83,19
Igarapé-Miri;1503309;PA;85,86
Igarassu;2606804;PE;67,13
Igaratá;3520202;SP;55,92
Igaratinga;3130200;MG;57,5
Igrapiúna;2913457;BA;81,3
Igreja Nova;2703205;AL;90,63
Igrejinha;4310108;RS;58,45
Iguaba Grande;3301876;RJ;63,17
Iguaí;2913507;BA;77,55
Iguape;3520301;SP;71,02
Iguaraçu;4110003;PR;51,86
Iguaracy;2606903;PE;80,12
Iguatama;3130309;MG;67,23
Iguatemi;5004304;MS;57,37
Iguatu;2305506;CE;56,3
Iguatu;4110052;PR;67,15
Ijaci;3130408;MG;76,6
Ijuí;4310207;RS;62,51
Ilha Comprida;3520426;SP;64,04
Ilha das Flores;2802700;SE;81,55
Ilha de Itamaracá;2607604;PE;70,32
Ilha Grande;2204659;PI;91,11
Ilha Solteira;3520442;SP;55,43
Ilhabela;3520400;SP;57,76
Ilhéus;2913606;BA;64,57
Ilhota;4207106;SC;64,84
Ilicínea;3130507;MG;67,68
Ilópolis;4310306;RS;77,93
Imaculada;2506707;PB;83,21
Imaruí;4207205;SC;89,76
Imbaú;4110078;PR;71,41
Imbé;4310330;RS;67,84
Imbé de Minas;3130556;MG;71,1
Imbituba;4207304;SC;71,21
Imbituva;4110102;PR;73,98
Imbuia;4207403;SC;74,55
Imigrante;4310363;RS;76,75
Imperatriz;2105302;MA;60,4
Inácio Martins;4110201;PR;74,97
Inaciolândia;5209937;GO;58,7
Inajá;2607000;PE;81,24
Inajá;4110300;PR;72,49
Inconfidentes;3130606;MG;72,89
Indaiabira;3130655;MG;85,79
Indaial;4207502;SC;52,65
Indaiatuba;3520509;SP;47,77
Independência;2305605;CE;70,75
Independência;4310405;RS;73,46
Indiana;3520608;SP;60,76
Indianópolis;3130705;MG;53,58
Indianópolis;4110409;PR;49,7
Indiaporã;3520707;SP;55,62
Indiara;5209952;GO;54,23
Indiaroba;2802809;SE;77,76
Indiavaí;5104500;MT;67,19
Ingá;2506806;PB;79,67
Ingaí;3130804;MG;72,65
Ingazeira;2607109;PE;82,34
Inhacorá;4310413;RS;77,37
Inhambupe;2913705;BA;83,97
Inhangapi;1503408;PA;85,97
Inhapi;2703304;AL;79,22
Inhapim;3130903;MG;73,88
Inhaúma;3131000;MG;72,54
Inhuma;2204709;PI;82,47
Inhumas;5210000;GO;50,22
Inimutaba;3131109;MG;79,26
Inocência;5004403;MS;41,64
Inúbia Paulista;3520806;SP;56,84
Iomerê;4207577;SC;71,67
Ipaba;3131158;MG;71,06
Ipameri;5210109;GO;62,2
Ipanema;3131208;MG;56,13
Ipanguaçu;2404705;RN;76,91
Ipaporanga;2305654;CE;74,37
Ipatinga;3131307;MG;57,27
Ipaumirim;2305704;CE;72,03
Ipaussu;3520905;SP;45,62
Ipê;4310439;RS;76,83
Ipecaetá;2913804;BA;91,45
Iperó;3521002;SP;61,78
Ipeúna;3521101;SP;43,1
Ipiaçu;3131406;MG;54,43
Ipiaú;2913903;BA;69,54
Ipiguá;3521150;SP;49,78
Ipira;4207601;SC;69,55
Ipirá;2914000;BA;74,34
Ipiranga;4110508;PR;78,71
Ipiranga de Goiás;5210158;GO;70,97
Ipiranga do Norte;5104526;MT;38,54
Ipiranga do Piauí;2204808;PI;87,39
Ipiranga do Sul;4310462;RS;86,67
Ipixuna;1301803;AM;93,04
Ipixuna do Pará;1503457;PA;71,49
Ipojuca;2607208;PE;65,4
Iporá;5210208;GO;54,55
Iporã;4110607;PR;54,24
Iporã do Oeste;4207650;SC;65,53
Iporanga;3521200;SP;74,28
Ipu;2305803;CE;69,88
Ipuã;3521309;SP;45,18
Ipuaçu;4207684;SC;86,91
Ipubi;2607307;PE;76,64
Ipueira;2404804;RN;75,03
Ipueiras;1709807;TO;69,4
Ipueiras;2305902;CE;78,32
Ipuiúna;3131505;MG;65,62
Ipumirim;4207700;SC;64,94
Ipupiara;2914109;BA;84,26
Iracema;1400282;RR;74,15
Iracema;2306009;CE;66,35
