"CD_MUN";"NM_MUN";"V00001";"V00002";"V00003";"V00004";"V00005";"V00006";"V00007";"V00008";"V00009";"V00010";"V00011";"V00012";"V00013";"V00014";"V00015";"V00016";"V00017";"V00018";"V00019";"V00020";"V00021";"V00022";"V00023";"V00024";"V00025";"V00026";"V00027";"V00028";"V00029";"V00030";"V00031";"V00032";"V00033";"V00034";"V00035";"V00036";"V00037";"V00038";"V00039";"V00040";"V00041";"V00042";"V00043";"V00044";"V00045";"V00046";"V00047";"V00048";"V00049";"V00050";"V00051";"V00052";"V00053";"V00054";"V00055";"V00056";"V00057";"V00058";"V00059";"V00060";"V00061";"V00062";"V00063";"V00064";"V00065";"V00066";"V00067";"V00068";"V00069";"V00070";"V00071";"V00072";"V00073";"V00074";"V00075";"V00076";"V00077";"V00078";"V00079";"V00080";"V00081";"V00082";"V00083";"V00084";"V00085";"V00086";"V00087";"V00088";"V00089"
"1100015";"Alta Floresta D'Oeste";"7668";"0";"5";"7668";"21331";"0";"5";"3062";"0";"0";"10738";"0";"0";"10593";"0";"3";"1177";"2398";"1998";"1395";"451";"89";"20";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7647";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21331";"3062";"10738";"10593";"1177";"2398";"1998";"1395";"451";"89";"20";"0";"0";"6";"21284";"18";"22";"3056";"0";"0"
"1100023";"Ariquemes";"34760";"0";"61";"34760";"96139";"13";"89";"14136";"0";"7";"47372";"0";"76";"48767";"3";"9";"6368";"10132";"8689";"6086";"2382";"642";"100";"15";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31013";"1537";"2146";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"27";"0";"0";"0";"0";"0";"0";"24";"0";"96139";"14136";"47372";"48767";"6368";"10132";"8689";"6086";"2382";"642";"100";"15";"0";"3";"88266";"3446";"4365";"12944";"487";"638"
"1100031";"Cabixi";"1963";"0";"0";"1963";"5335";"0";"0";"679";"0";"0";"2696";"0";"0";"2639";"0";"0";"294";"682";"485";"335";"108";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1959";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5335";"679";"2696";"2639";"294";"682";"485";"335";"108";"20";"0";"0";"0";"0";"5328";"0";"5";"679";"0";"0"
"1100049";"Cacoal";"31892";"3";"12";"31892";"86355";"18";"23";"11582";"0";"0";"42127";"3";"11";"44228";"3";"7";"5841";"9957";"7785";"5537";"1876";"467";"63";"9";"3";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29090";"214";"2497";"25";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"86355";"11582";"42127";"44228";"5841";"9957";"7785";"5537";"1876";"467";"63";"9";"3";"10";"81192";"589";"4465";"11099";"77";"348"
"1100056";"Cerejeiras";"5871";"0";"3";"5871";"15792";"5";"3";"2311";"0";"0";"7776";"0";"0";"8016";"3";"0";"1007";"1892";"1492";"1035";"333";"52";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5800";"7";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"15792";"2311";"7776";"8016";"1007";"1892";"1492";"1035";"333";"52";"13";"0";"0";"0";"15643";"19";"115";"2289";"4";"13"
"1100064";"Colorado do Oeste";"5991";"0";"0";"5991";"15663";"0";"0";"2037";"0";"0";"7801";"0";"0";"7862";"0";"0";"1116";"2048";"1417";"992";"302";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5919";"15";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15663";"2037";"7801";"7862";"1116";"2048";"1417";"992";"302";"41";"0";"0";"0";"0";"15543";"31";"74";"2023";"0";"3"
"1100072";"Corumbiara";"2835";"0";"8";"2835";"7487";"4";"10";"1049";"0";"0";"3897";"3";"5";"3590";"0";"3";"486";"1005";"688";"450";"134";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2823";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"7487";"1049";"3897";"3590";"486";"1005";"688";"450";"134";"45";"0";"0";"0";"0";"7464";"4";"9";"1046";"0";"0"
"1100080";"Costa Marques";"4158";"0";"8";"4158";"12518";"5";"18";"2096";"0";"0";"6450";"0";"4";"6068";"3";"9";"665";"1122";"952";"787";"370";"147";"43";"17";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4142";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12518";"2096";"6450";"6068";"665";"1122";"952";"787";"370";"147";"43";"17";"3";"0";"12481";"9";"24";"2090";"0";"0"
"1100098";"Espigão D'Oeste";"10446";"0";"65";"10446";"29221";"13";"65";"4214";"0";"0";"14639";"9";"58";"14582";"0";"7";"1640";"3160";"2735";"1924";"647";"155";"35";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10254";"21";"156";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"0";"0";"0";"0";"29";"0";"0";"0";"29221";"4214";"14639";"14582";"1640";"3160";"2735";"1924";"647";"155";"35";"3";"0";"0";"28854";"50";"302";"4172";"3";"30"
"1100106";"Guajará-Mirim";"11765";"0";"78";"11765";"38805";"25";"97";"6846";"0";"4";"19273";"10";"55";"19532";"6";"35";"1717";"2788";"2666";"2050";"1141";"556";"275";"92";"58";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11289";"209";"227";"3";"3";"3";"0";"0";"0";"0";"0";"0";"19";"16";"0";"18";"23";"0";"0";"0";"0";"0";"0";"38805";"6846";"19273";"19532";"1717";"2788";"2666";"2050";"1141";"556";"275";"92";"58";"63";"37694";"526";"521";"6624";"90";"95"
"1100114";"Jaru";"18947";"0";"33";"18947";"50354";"15";"33";"7074";"0";"0";"24749";"0";"21";"25605";"0";"12";"3580";"6026";"4697";"3113";"1127";"239";"18";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18186";"69";"659";"3";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"4";"0";"13";"0";"0";"50354";"7074";"24749";"25605";"3580";"6026";"4697";"3113";"1127";"239";"18";"7";"0";"0";"48925";"187";"1210";"6890";"19";"128"
"1100122";"Ji-Paraná";"45001";"0";"151";"45001";"123660";"41";"155";"17809";"3";"0";"60595";"26";"132";"63065";"6";"17";"8275";"13358";"11070";"7969";"2911";"816";"127";"17";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41895";"335";"2674";"5";"0";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"72";"5";"0";"7";"0";"3";"5";"0";"123660";"17809";"60595";"63065";"8275";"13358";"11070";"7969";"2911";"816";"127";"17";"0";"5";"117902";"773";"4879";"17123";"99";"498"
"1100130";"Machadinho D'Oeste";"10832";"40";"3";"10832";"30407";"135";"16";"4712";"22";"0";"15789";"80";"6";"14618";"54";"4";"1798";"3306";"2673";"1899";"754";"207";"41";"9";"0";"0";"15";"0";"4";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10520";"44";"229";"3";"0";"0";"0";"4";"36";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30407";"4712";"15789";"14618";"1798";"3306";"2673";"1899";"754";"207";"41";"9";"0";"0";"29894";"87";"374";"4653";"3";"36"
"1100148";"Nova Brasilândia D'Oeste";"5798";"0";"0";"5798";"15674";"0";"3";"2054";"0";"0";"8009";"0";"0";"7665";"0";"0";"873";"1954";"1520";"1029";"326";"37";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5769";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15674";"2054";"8009";"7665";"873";"1954";"1520";"1029";"326";"37";"3";"0";"0";"0";"15625";"6";"25";"2051";"0";"0"
"1100155";"Ouro Preto do Oeste";"13318";"0";"52";"13318";"34819";"14";"52";"4619";"4";"0";"17041";"5";"39";"17778";"8";"11";"2711";"4269";"3178";"2161";"727";"131";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12972";"129";"180";"5";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"10";"25";"0";"0";"0";"34819";"4619";"17041";"17778";"2711";"4269";"3178";"2161";"727";"131";"22";"0";"0";"0";"34222";"242";"325";"4555";"10";"21"
"1100189";"Pimenta Bueno";"12341";"0";"38";"12341";"34714";"25";"88";"4914";"3";"26";"17281";"11";"58";"17433";"8";"27";"2009";"3689";"3048";"2340";"869";"215";"28";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"4";"0";"0";"0";"0";"0";"0";"0";"11715";"304";"271";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"3";"11";"0";"0";"0";"0";"0";"34714";"4914";"17281";"17433";"2009";"3689";"3048";"2340";"869";"215";"28";"3";"4";"0";"33443";"689";"519";"4722";"107";"53"
"1100205";"Porto Velho";"151886";"41";"134";"151886";"457020";"258";"212";"68342";"25";"6";"223333";"119";"159";"233687";"86";"36";"25497";"37571";"37709";"28493";"13325";"5028";"1778";"478";"95";"104";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106";"3";"6";"3";"0";"0";"0";"0";"0";"0";"117368";"9374";"24504";"272";"0";"9";"9";"9";"0";"5";"0";"0";"8";"14";"38";"0";"4";"53";"16";"0";"0";"0";"0";"457020";"68342";"223333";"233687";"25497";"37571";"37709";"28493";"13325";"5028";"1778";"478";"95";"104";"370474";"26844";"58676";"54460";"4248";"9211"
"1100254";"Presidente Médici";"7230";"0";"0";"7230";"19274";"3";"3";"2484";"0";"0";"9608";"0";"0";"9666";"0";"0";"1300";"2401";"1753";"1178";"428";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7159";"16";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19274";"2484";"9608";"9666";"1300";"2401";"1753";"1178";"428";"90";"0";"0";"0";"0";"19121";"54";"93";"2464";"6";"7"
"1100262";"Rio Crespo";"1249";"0";"5";"1249";"3454";"7";"5";"492";"0";"0";"1836";"3";"5";"1618";"0";"0";"206";"401";"296";"232";"80";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1231";"3";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"3454";"492";"1836";"1618";"206";"401";"296";"232";"80";"14";"0";"0";"0";"0";"3422";"11";"17";"489";"0";"0"
"1100288";"Rolim de Moura";"20991";"3";"87";"20991";"56137";"21";"93";"7922";"0";"4";"27601";"4";"88";"28536";"6";"3";"3915";"6544";"5308";"3524";"1266";"227";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20021";"81";"817";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"0";"14";"8";"0";"0";"56137";"7922";"27601";"28536";"3915";"6544";"5308";"3524";"1266";"227";"30";"0";"0";"0";"54611";"151";"1284";"7799";"13";"77"
"1100296";"Santa Luzia D'Oeste";"2758";"0";"28";"2758";"7391";"0";"28";"939";"0";"0";"3704";"0";"28";"3687";"0";"0";"414";"990";"681";"478";"145";"24";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2752";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"24";"0";"0";"0";"0";"0";"0";"0";"7391";"939";"3704";"3687";"414";"990";"681";"478";"145";"24";"3";"0";"0";"0";"7381";"0";"10";"938";"0";"0"
"1100304";"Vilhena";"34951";"14";"56";"34951";"95230";"71";"59";"14072";"4";"7";"46693";"26";"36";"48537";"16";"16";"6861";"10310";"8359";"5983";"2341";"639";"125";"9";"0";"3";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32552";"172";"2096";"60";"0";"0";"0";"7";"3";"0";"0";"0";"42";"3";"0";"0";"4";"0";"0";"0";"7";"0";"0";"95230";"14072";"46693";"48537";"6861";"10310";"8359";"5983";"2341";"639";"125";"9";"0";"3";"90609";"424";"4029";"13518";"34";"433"
"1100320";"São Miguel do Guaporé";"7872";"0";"76";"7872";"21486";"7";"80";"3248";"0";"0";"10890";"3";"77";"10596";"0";"0";"1248";"2501";"2029";"1498";"447";"67";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7792";"14";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"0";"0";"0";"0";"0";"21486";"3248";"10890";"10596";"1248";"2501";"2029";"1498";"447";"67";"6";"0";"0";"0";"21337";"40";"99";"3231";"0";"7"
"1100338";"Nova Mamoré";"8421";"17";"4";"8421";"25238";"57";"11";"4327";"7";"0";"12925";"22";"4";"12313";"28";"4";"1158";"2329";"2174";"1599";"685";"244";"69";"14";"3";"3";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8274";"5";"128";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"25238";"4327";"12925";"12313";"1158";"2329";"2174";"1599";"685";"244";"69";"14";"3";"3";"24966";"32";"219";"4291";"4";"30"
"1100346";"Alvorada D'Oeste";"4812";"0";"0";"4812";"13100";"11";"0";"1727";"0";"0";"6606";"0";"0";"6494";"3";"0";"807";"1521";"1246";"813";"315";"54";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4769";"0";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13100";"1727";"6606";"6494";"807";"1521";"1246";"813";"315";"54";"7";"0";"0";"0";"13020";"7";"60";"1718";"0";"6"
"1100379";"Alto Alegre dos Parecis";"4033";"0";"3";"4033";"11447";"6";"10";"1731";"0";"0";"5860";"4";"0";"5587";"0";"0";"551";"1236";"1053";"776";"310";"32";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4025";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"11447";"1731";"5860";"5587";"551";"1236";"1053";"776";"310";"32";"6";"0";"0";"0";"11422";"12";"10";"1727";"0";"0"
"1100403";"Alto Paraíso";"5762";"0";"0";"5762";"16289";"17";"3";"2413";"0";"0";"8325";"7";"0";"7964";"6";"0";"938";"1728";"1426";"1009";"476";"95";"20";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5645";"4";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16289";"2413";"8325";"7964";"938";"1728";"1426";"1009";"476";"95";"20";"4";"0";"0";"16044";"21";"215";"2370";"0";"32"
"1100452";"Buritis";"9905";"0";"0";"9905";"27827";"45";"0";"4276";"0";"0";"14079";"15";"0";"13748";"11";"0";"1491";"3042";"2563";"1842";"710";"143";"20";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9648";"39";"189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27827";"4276";"14079";"13748";"1491";"3042";"2563";"1842";"710";"143";"20";"3";"0";"0";"27348";"74";"372";"4211";"6";"42"
"1100502";"Novo Horizonte do Oeste";"2798";"0";"3";"2798";"7663";"0";"3";"975";"0";"0";"3920";"0";"3";"3743";"0";"0";"373";"1001";"704";"468";"199";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2796";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"7663";"975";"3920";"3743";"373";"1001";"704";"468";"199";"14";"0";"0";"0";"0";"7660";"0";"0";"975";"0";"0"
"1100601";"Cacaulândia";"1483";"0";"0";"1483";"4145";"5";"0";"603";"0";"0";"2135";"3";"0";"2010";"0";"0";"228";"454";"375";"271";"98";"13";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1477";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4145";"603";"2135";"2010";"228";"454";"375";"271";"98";"13";"3";"0";"0";"0";"4132";"0";"11";"601";"0";"0"
"1100700";"Campo Novo de Rondônia";"3062";"6";"7";"3062";"8812";"15";"11";"1320";"0";"3";"4648";"9";"0";"4164";"6";"10";"379";"961";"774";"649";"222";"54";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3048";"0";"14";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"8812";"1320";"4648";"4164";"379";"961";"774";"649";"222";"54";"0";"0";"0";"0";"8785";"0";"27";"1314";"0";"5"
"1100809";"Candeias do Jamari";"7428";"0";"3";"7428";"22276";"20";"3";"3703";"7";"3";"11451";"5";"0";"10825";"6";"0";"1212";"1937";"1774";"1359";"696";"239";"98";"26";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6994";"17";"398";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"22276";"3703";"11451";"10825";"1212";"1937";"1774";"1359";"696";"239";"98";"26";"3";"0";"21285";"64";"913";"3518";"7";"168"
"1100908";"Castanheiras";"1198";"0";"0";"1198";"3229";"4";"0";"425";"0";"0";"1656";"0";"0";"1573";"0";"0";"190";"408";"306";"205";"60";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1193";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3229";"425";"1656";"1573";"190";"408";"306";"205";"60";"9";"0";"0";"0";"0";"3222";"3";"4";"424";"0";"0"
"1100924";"Chupinguaia";"3198";"6";"0";"3198";"9245";"23";"9";"1536";"4";"0";"4687";"11";"7";"4558";"12";"0";"454";"942";"824";"609";"242";"63";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3139";"29";"16";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9245";"1536";"4687";"4558";"454";"942";"824";"609";"242";"63";"10";"0";"0";"0";"9115";"72";"31";"1517";"10";"0"
"1100940";"Cujubim";"5197";"0";"17";"5197";"14803";"7";"26";"2498";"0";"4";"7663";"3";"13";"7140";"4";"10";"835";"1529";"1271";"989";"364";"114";"14";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5133";"0";"47";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"3";"5";"0";"9";"0";"0";"0";"0";"0";"0";"14803";"2498";"7663";"7140";"835";"1529";"1271";"989";"364";"114";"14";"3";"0";"0";"14681";"15";"85";"2479";"0";"9"
"1101005";"Governador Jorge Teixeira";"2881";"3";"0";"2881";"7941";"10";"0";"1126";"0";"0";"4047";"4";"0";"3894";"6";"0";"439";"935";"740";"509";"172";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2858";"3";"8";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7941";"1126";"4047";"3894";"439";"935";"740";"509";"172";"39";"0";"0";"0";"0";"7874";"17";"29";"1118";"0";"3"
"1101104";"Itapuã do Oeste";"2909";"0";"0";"2909";"8541";"5";"0";"1456";"0";"0";"4452";"3";"0";"4089";"0";"0";"510";"775";"660";"550";"253";"106";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2812";"40";"39";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8541";"1456";"4452";"4089";"510";"775";"660";"550";"253";"106";"33";"0";"0";"0";"8323";"105";"87";"1422";"9";"16"
"1101203";"Ministro Andreazza";"2383";"0";"0";"2383";"6466";"0";"0";"745";"0";"0";"3283";"0";"0";"3183";"0";"0";"355";"832";"603";"392";"157";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2373";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6466";"745";"3283";"3183";"355";"832";"603";"392";"157";"17";"0";"0";"0";"0";"6441";"3";"22";"741";"0";"0"
"1101302";"Mirante da Serra";"3508";"0";"0";"3508";"9235";"0";"0";"1215";"0";"0";"4669";"0";"0";"4566";"0";"0";"698";"1149";"823";"550";"182";"36";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3480";"6";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9235";"1215";"4669";"4566";"698";"1149";"823";"550";"182";"36";"6";"0";"0";"0";"9194";"13";"25";"1213";"0";"0"
"1101401";"Monte Negro";"4223";"3";"9";"4223";"11516";"14";"9";"1599";"0";"6";"5979";"3";"5";"5537";"4";"4";"715";"1347";"1038";"762";"255";"55";"3";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4112";"0";"102";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"11516";"1599";"5979";"5537";"715";"1347";"1038";"762";"255";"55";"3";"0";"0";"0";"11306";"9";"193";"1567";"0";"23"
"1101435";"Nova União";"2230";"7";"0";"2230";"6180";"20";"0";"785";"4";"0";"3144";"11";"0";"3036";"6";"0";"319";"751";"544";"421";"145";"22";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2222";"0";"7";"0";"0";"0";"4";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6180";"785";"3144";"3036";"319";"751";"544";"421";"145";"22";"0";"0";"0";"0";"6166";"0";"12";"784";"0";"0"
"1101450";"Parecis";"1479";"0";"47";"1479";"4066";"0";"47";"597";"0";"0";"2124";"0";"33";"1942";"0";"14";"228";"472";"386";"252";"97";"16";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1474";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4066";"597";"2124";"1942";"228";"472";"386";"252";"97";"16";"3";"0";"0";"0";"4059";"0";"4";"597";"0";"0"
"1101468";"Pimenteiras do Oeste";"735";"9";"5";"735";"2091";"34";"8";"344";"6";"0";"1060";"16";"3";"1031";"17";"5";"124";"210";"176";"105";"72";"16";"5";"0";"0";"0";"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"731";"3";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"2091";"344";"1060";"1031";"124";"210";"176";"105";"72";"16";"5";"0";"0";"0";"2077";"14";"0";"340";"3";"0"
"1101476";"Primavera de Rondônia";"1133";"0";"0";"1133";"3076";"0";"0";"436";"0";"0";"1580";"0";"0";"1496";"0";"0";"170";"393";"274";"191";"80";"6";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3076";"436";"1580";"1496";"170";"393";"274";"191";"80";"6";"3";"0";"0";"0";"3071";"0";"3";"435";"0";"0"
"1101484";"São Felipe D'Oeste";"1962";"0";"0";"1962";"5256";"0";"0";"612";"0";"0";"2692";"0";"0";"2564";"0";"0";"292";"688";"502";"354";"90";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1953";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5256";"612";"2692";"2564";"292";"688";"502";"354";"90";"19";"0";"0";"0";"0";"5243";"8";"0";"612";"0";"0"
