"CD_MUN";"NM_MUN";"V00001";"V00002";"V00003";"V00004";"V00005";"V00006";"V00007";"V00008";"V00009";"V00010";"V00011";"V00012";"V00013";"V00014";"V00015";"V00016";"V00017";"V00018";"V00019";"V00020";"V00021";"V00022";"V00023";"V00024";"V00025";"V00026";"V00027";"V00028";"V00029";"V00030";"V00031";"V00032";"V00033";"V00034";"V00035";"V00036";"V00037";"V00038";"V00039";"V00040";"V00041";"V00042";"V00043";"V00044";"V00045";"V00046";"V00047";"V00048";"V00049";"V00050";"V00051";"V00052";"V00053";"V00054";"V00055";"V00056";"V00057";"V00058";"V00059";"V00060";"V00061";"V00062";"V00063";"V00064";"V00065";"V00066";"V00067";"V00068";"V00069";"V00070";"V00071";"V00072";"V00073";"V00074";"V00075";"V00076";"V00077";"V00078";"V00079";"V00080";"V00081";"V00082";"V00083";"V00084";"V00085";"V00086";"V00087";"V00088";"V00089"
"2310407";"Paramoti";"3556";"3";"0";"3556";"10335";"17";"0";"1329";"0";"0";"5223";"5";"0";"5112";"6";"0";"647";"926";"920";"614";"240";"82";"40";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3481";"0";"69";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10335";"1329";"5223";"5112";"647";"926";"920";"614";"240";"82";"40";"12";"0";"0";"10132";"4";"194";"1304";"0";"22"
"2310506";"Pedra Branca";"14229";"0";"8";"14229";"40150";"6";"11";"4940";"0";"0";"19813";"0";"3";"20337";"0";"5";"2499";"3871";"3862";"2448";"1011";"300";"51";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13978";"11";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"5";"0";"0";"0";"0";"0";"0";"40150";"4940";"19813";"20337";"2499";"3871";"3862";"2448";"1011";"300";"51";"3";"3";"0";"39536";"36";"568";"4846";"0";"77"
"2310605";"Penaforte";"2918";"0";"0";"2918";"8952";"3";"12";"1397";"0";"0";"4388";"0";"5";"4564";"0";"7";"408";"669";"776";"634";"267";"67";"29";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2916";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8952";"1397";"4388";"4564";"408";"669";"776";"634";"267";"67";"29";"3";"0";"0";"8946";"5";"0";"1396";"0";"0"
"2310704";"Pentecoste";"12719";"6";"4";"12719";"37763";"30";"11";"5420";"4";"0";"18774";"13";"3";"18989";"11";"8";"2075";"3204";"3377";"2326";"1046";"391";"79";"26";"6";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12064";"110";"527";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37763";"5420";"18774";"18989";"2075";"3204";"3377";"2326";"1046";"391";"79";"26";"6";"3";"36043";"294";"1399";"5114";"44";"247"
"2310803";"Pereiro";"5278";"0";"0";"5278";"15267";"0";"0";"1997";"0";"0";"7520";"0";"0";"7747";"0";"0";"875";"1425";"1397";"936";"397";"123";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5216";"0";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15267";"1997";"7520";"7747";"875";"1425";"1397";"936";"397";"123";"31";"0";"0";"0";"15108";"3";"155";"1960";"0";"33"
"2310852";"Pindoretama";"7999";"0";"0";"7999";"23371";"13";"4";"3318";"0";"0";"11487";"6";"0";"11884";"4";"0";"1334";"2105";"2128";"1371";"630";"238";"66";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7665";"97";"216";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23371";"3318";"11487";"11884";"1334";"2105";"2128";"1371";"630";"238";"66";"10";"0";"0";"22499";"271";"590";"3188";"53";"64"
"2310902";"Piquet Carneiro";"5733";"0";"0";"5733";"16599";"3";"0";"1856";"0";"0";"8257";"0";"0";"8342";"0";"0";"904";"1611";"1478";"1027";"464";"119";"20";"13";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5694";"14";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16599";"1856";"8257";"8342";"904";"1611";"1478";"1027";"464";"119";"20";"13";"9";"0";"16477";"37";"75";"1842";"0";"5"
"2310951";"Pires Ferreira";"3261";"0";"4";"3261";"10591";"5";"10";"1303";"0";"0";"5475";"0";"8";"5116";"3";"0";"475";"692";"793";"643";"378";"144";"49";"13";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3167";"9";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10591";"1303";"5475";"5116";"475";"692";"793";"643";"378";"144";"49";"13";"4";"0";"10263";"46";"277";"1264";"6";"24"
"2311009";"Poranga";"4211";"0";"0";"4211";"12050";"0";"0";"1691";"0";"0";"6056";"0";"0";"5994";"0";"0";"682";"1189";"1118";"715";"284";"78";"21";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4082";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12050";"1691";"6056";"5994";"682";"1189";"1118";"715";"284";"78";"21";"10";"0";"0";"11700";"0";"349";"1645";"0";"45"
"2311108";"Porteiras";"5548";"0";"0";"5548";"17001";"0";"0";"2457";"0";"0";"8483";"0";"0";"8518";"0";"0";"728";"1332";"1450";"1247";"470";"136";"21";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5523";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17001";"2457";"8483";"8518";"728";"1332";"1450";"1247";"470";"136";"21";"3";"0";"0";"16938";"10";"46";"2443";"0";"9"
"2311207";"Potengi";"3132";"0";"0";"3132";"8827";"0";"0";"1203";"0";"0";"4300";"0";"0";"4527";"0";"0";"555";"865";"804";"548";"197";"63";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3101";"4";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8827";"1203";"4300";"4527";"555";"865";"804";"548";"197";"63";"9";"0";"0";"0";"8751";"23";"49";"1194";"3";"0"
"2311231";"Potiretama";"2127";"0";"0";"2127";"5953";"3";"6";"771";"0";"0";"3026";"0";"4";"2927";"0";"0";"360";"591";"594";"363";"131";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2077";"0";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5953";"771";"3026";"2927";"360";"591";"594";"363";"131";"31";"0";"0";"0";"0";"5825";"0";"125";"749";"0";"19"
"2311264";"Quiterianópolis";"6944";"0";"3";"6944";"20209";"0";"3";"2602";"0";"0";"10031";"0";"0";"10178";"0";"0";"939";"1964";"1947";"1296";"474";"149";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6877";"0";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20209";"2602";"10031";"10178";"939";"1964";"1947";"1296";"474";"149";"10";"0";"0";"0";"20032";"0";"168";"2578";"0";"15"
"2311306";"Quixadá";"28954";"0";"54";"28954";"83983";"13";"111";"12413";"0";"6";"40813";"0";"66";"43170";"3";"40";"5228";"7706";"7342";"4855";"2196";"849";"284";"45";"10";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"10";"0";"0";"0";"0";"0";"0";"0";"0";"27111";"52";"1744";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"43";"0";"0";"0";"0";"0";"0";"83983";"12413";"40813";"43170";"5228";"7706";"7342";"4855";"2196";"849";"284";"45";"10";"11";"79715";"144";"4079";"11873";"20";"479"
"2311355";"Quixelô";"5839";"0";"0";"5839";"15904";"4";"0";"1832";"0";"0";"8079";"3";"0";"7825";"0";"0";"1018";"1745";"1612";"946";"353";"54";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5779";"10";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15904";"1832";"8079";"7825";"1018";"1745";"1612";"946";"353";"54";"3";"0";"0";"0";"15748";"20";"131";"1814";"0";"10"
"2311405";"Quixeramobim";"28598";"7";"32";"28598";"81994";"30";"56";"11443";"3";"3";"40363";"22";"16";"41631";"5";"37";"5306";"7708";"7271";"4612";"2162";"765";"230";"51";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"15";"0";"0";"0";"0";"0";"0";"0";"0";"27378";"74";"1094";"4";"0";"0";"3";"0";"0";"0";"0";"0";"18";"0";"3";"0";"6";"0";"0";"0";"5";"0";"0";"81994";"11443";"40363";"41631";"5306";"7708";"7271";"4612";"2162";"765";"230";"51";"10";"10";"79195";"219";"2536";"11098";"18";"282"
"2311504";"Quixeré";"7738";"0";"0";"7738";"20847";"3";"5";"2705";"0";"0";"10205";"0";"0";"10642";"0";"3";"1485";"2266";"2110";"1239";"412";"102";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7433";"4";"289";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20847";"2705";"10205";"10642";"1485";"2266";"2110";"1239";"412";"102";"21";"0";"0";"0";"20101";"21";"719";"2615";"3";"73"
"2311603";"Redenção";"9133";"0";"11";"9133";"27178";"9";"11";"3798";"4";"0";"13222";"7";"8";"13956";"0";"3";"1421";"2369";"2401";"1685";"749";"233";"66";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8881";"17";"216";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"27178";"3798";"13222";"13956";"1421";"2369";"2401";"1685";"749";"233";"66";"17";"0";"0";"26523";"49";"599";"3723";"3";"60"
"2311702";"Reriutaba";"6583";"0";"0";"6583";"18602";"0";"0";"2556";"0";"0";"9413";"0";"0";"9189";"0";"0";"1230";"1760";"1690";"1142";"466";"149";"24";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6285";"0";"290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18602";"2556";"9413";"9189";"1230";"1760";"1690";"1142";"466";"149";"24";"6";"0";"0";"17819";"3";"773";"2431";"0";"115"
"2311801";"Russas";"26403";"0";"41";"26403";"72830";"11";"57";"9302";"0";"0";"35389";"4";"27";"37441";"3";"27";"4878";"7444";"7238";"4241";"1651";"465";"104";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"3";"3";"0";"0";"0";"0";"0";"0";"0";"24984";"221";"1130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"9";"0";"0";"3";"0";"3";"0";"0";"0";"0";"72830";"9302";"35389";"37441";"4878";"7444";"7238";"4241";"1651";"465";"104";"21";"0";"0";"69586";"512";"2700";"8892";"43";"308"
"2311900";"Saboeiro";"4926";"0";"11";"4926";"13830";"0";"21";"1858";"0";"0";"6911";"0";"8";"6919";"0";"13";"852";"1383";"1355";"823";"339";"82";"37";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"4904";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"13830";"1858";"6911";"6919";"852";"1383";"1355";"823";"339";"82";"37";"3";"0";"0";"13773";"6";"49";"1850";"0";"6"
"2311959";"Salitre";"5358";"3";"0";"5358";"16574";"16";"0";"2668";"6";"0";"8340";"6";"0";"8234";"6";"0";"675";"1251";"1495";"1159";"447";"162";"40";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5292";"11";"48";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16574";"2668";"8340";"8234";"675";"1251";"1495";"1159";"447";"162";"40";"6";"0";"0";"16401";"29";"139";"2637";"5";"23"
"2312007";"Santana do Acaraú";"9653";"0";"10";"9653";"30589";"15";"10";"4279";"0";"0";"15519";"6";"3";"15070";"3";"6";"1448";"2095";"2443";"1965";"970";"396";"139";"23";"13";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9303";"0";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"6";"0";"0";"0";"0";"0";"0";"30589";"4279";"15519";"15070";"1448";"2095";"2443";"1965";"970";"396";"139";"23";"13";"9";"29600";"0";"984";"4138";"0";"133"
"2312106";"Santana do Cariri";"5623";"0";"0";"5623";"16911";"12";"0";"2503";"3";"0";"8496";"6";"0";"8415";"3";"0";"927";"1322";"1479";"1090";"477";"157";"53";"6";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5609";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16911";"2503";"8496";"8415";"927";"1322";"1479";"1090";"477";"157";"53";"6";"3";"0";"16885";"0";"20";"2500";"0";"0"
"2312205";"Santa Quitéria";"13964";"0";"0";"13964";"40122";"16";"0";"5201";"3";"0";"19954";"9";"0";"20168";"6";"0";"2265";"3854";"3725";"2447";"1045";"315";"59";"6";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13220";"22";"701";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40122";"5201";"19954";"20168";"2265";"3854";"3725";"2447";"1045";"315";"59";"6";"0";"3";"38263";"85";"1759";"4939";"10";"230"
"2312304";"São Benedito";"15596";"0";"27";"15596";"47540";"0";"31";"7370";"0";"0";"23671";"0";"20";"23869";"0";"11";"2198";"3798";"4192";"3164";"1336";"417";"118";"20";"3";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14498";"33";"1013";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"4";"0";"0";"16";"0";"0";"0";"47540";"7370";"23671";"23869";"2198";"3798";"4192";"3164";"1336";"417";"118";"20";"3";"6";"44557";"144";"2814";"6896";"13";"413"
"2312403";"São Gonçalo do Amarante";"17953";"3";"10";"17953";"54084";"22";"17";"8146";"0";"0";"26731";"10";"5";"27353";"6";"8";"2622";"4427";"4891";"3583";"1486";"493";"146";"19";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16725";"545";"610";"0";"0";"4";"0";"3";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54084";"8146";"26731";"27353";"2622";"4427";"4891";"3583";"1486";"493";"146";"19";"0";"3";"50847";"1555";"1610";"7573";"284";"242"
"2312502";"São João do Jaguaribe";"2371";"0";"0";"2371";"5855";"0";"0";"548";"0";"0";"2805";"0";"0";"3050";"0";"0";"587";"773";"566";"279";"87";"12";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2310";"0";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5855";"548";"2805";"3050";"587";"773";"566";"279";"87";"12";"4";"0";"0";"0";"5694";"0";"158";"530";"0";"15"
"2312601";"São Luís do Curu";"3862";"0";"13";"3862";"10784";"0";"31";"1495";"0";"0";"5209";"0";"11";"5575";"0";"18";"770";"998";"1004";"678";"258";"73";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"7";"3";"0";"0";"0";"0";"0";"0";"0";"3813";"0";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10784";"1495";"5209";"5575";"770";"998";"1004";"678";"258";"73";"17";"0";"0";"0";"10652";"0";"128";"1472";"0";"16"
"2312700";"Senador Pompeu";"8951";"0";"11";"8951";"24226";"0";"22";"3055";"0";"4";"11822";"0";"10";"12404";"0";"12";"1800";"2608";"2302";"1371";"542";"152";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8743";"7";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"24226";"3055";"11822";"12404";"1800";"2608";"2302";"1371";"542";"152";"25";"0";"0";"0";"23751";"27";"446";"2990";"3";"49"
"2312809";"Senador Sá";"2420";"0";"0";"2420";"7237";"7";"0";"1074";"0";"0";"3621";"3";"0";"3616";"0";"0";"376";"574";"675";"472";"191";"80";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2406";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7237";"1074";"3621";"3616";"376";"574";"675";"472";"191";"80";"12";"0";"0";"0";"7204";"6";"22";"1071";"0";"0"
"2312908";"Sobral";"67988";"7";"109";"67988";"201358";"32";"162";"28134";"0";"10";"96467";"11";"67";"104891";"7";"91";"9889";"17726";"18599";"13281";"5424";"1681";"460";"74";"15";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"81";"15";"0";"0";"0";"0";"0";"0";"0";"0";"59384";"692";"7773";"6";"0";"0";"0";"3";"0";"4";"0";"0";"43";"42";"3";"0";"16";"0";"0";"0";"4";"0";"0";"201358";"28134";"96467";"104891";"9889";"17726";"18599";"13281";"5424";"1681";"460";"74";"15";"0";"179444";"2182";"19604";"24802";"383";"2828"
"2313005";"Solonópole";"6590";"0";"0";"6590";"18172";"6";"0";"2085";"0";"0";"9131";"3";"0";"9041";"3";"0";"1087";"1992";"1833";"1077";"398";"92";"14";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6537";"4";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18172";"2085";"9131";"9041";"1087";"1992";"1833";"1077";"398";"92";"14";"4";"0";"0";"18032";"13";"121";"2071";"0";"9"
"2313104";"Tabuleiro do Norte";"11732";"0";"0";"11732";"30614";"11";"0";"3636";"3";"0";"14577";"4";"0";"16037";"4";"0";"2386";"3603";"3032";"1849";"543";"83";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10722";"32";"947";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30614";"3636";"14577";"16037";"2386";"3603";"3032";"1849";"543";"83";"6";"0";"0";"0";"28065";"80";"2440";"3279";"7";"323"
"2313203";"Tamboril";"8608";"0";"0";"8608";"24744";"6";"8";"3133";"0";"0";"12310";"0";"5";"12434";"4";"3";"1373";"2377";"2263";"1498";"570";"196";"25";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8415";"0";"175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24744";"3133";"12310";"12434";"1373";"2377";"2263";"1498";"570";"196";"25";"7";"0";"0";"24330";"9";"397";"3078";"0";"46"
"2313252";"Tarrafas";"2661";"0";"0";"2661";"7514";"7";"4";"906";"0";"0";"3734";"0";"0";"3780";"4";"0";"414";"805";"702";"432";"176";"55";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2652";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7514";"906";"3734";"3780";"414";"805";"702";"432";"176";"55";"3";"0";"0";"0";"7494";"0";"19";"903";"0";"0"
"2313302";"Tauá";"21103";"0";"15";"21103";"61166";"15";"20";"7949";"0";"4";"29924";"0";"13";"31242";"6";"3";"3426";"5640";"5632";"3791";"1716";"509";"81";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20556";"27";"484";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"8";"0";"0";"61166";"7949";"29924";"31242";"3426";"5640";"5632";"3791";"1716";"509";"81";"7";"0";"0";"59931";"82";"1120";"7772";"13";"140"
"2313351";"Tejuçuoca";"5602";"0";"16";"5602";"17100";"0";"48";"2630";"0";"5";"8695";"0";"26";"8405";"0";"22";"898";"1383";"1441";"948";"478";"213";"73";"28";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"5";"3";"0";"0";"0";"0";"0";"0";"5437";"0";"158";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17100";"2630";"8695";"8405";"898";"1383";"1441";"948";"478";"213";"73";"28";"0";"3";"16632";"0";"468";"2557";"0";"72"
"2313401";"Tianguá";"25646";"0";"45";"25646";"81412";"3";"59";"12932";"0";"4";"40383";"0";"30";"41029";"0";"29";"2926";"6187";"6776";"5585";"2532";"850";"268";"60";"6";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"7";"0";"0";"0";"0";"0";"0";"0";"0";"23387";"186";"2012";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"6";"0";"15";"0";"9";"0";"0";"0";"0";"81412";"12932";"40383";"41029";"2926";"6187";"6776";"5585";"2532";"850";"268";"60";"6";"10";"75111";"580";"5627";"11867";"87";"919"
"2313500";"Trairi";"18901";"0";"17";"18901";"58353";"0";"25";"9241";"0";"0";"29455";"0";"13";"28898";"0";"11";"2768";"4591";"4891";"3632";"1760";"696";"183";"44";"16";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18283";"30";"550";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"5";"0";"0";"0";"0";"0";"0";"0";"58353";"9241";"29455";"28898";"2768";"4591";"4891";"3632";"1760";"696";"183";"44";"16";"10";"56544";"125";"1674";"8953";"12";"247"
"2313559";"Tururu";"5070";"0";"0";"5070";"15382";"0";"0";"2322";"0";"0";"7738";"0";"0";"7644";"0";"0";"783";"1221";"1363";"931";"444";"158";"39";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5039";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15382";"2322";"7738";"7644";"783";"1221";"1363";"931";"444";"158";"39";"4";"3";"0";"15286";"0";"96";"2298";"0";"21"
"2313609";"Ubajara";"10501";"0";"4";"10501";"32725";"10";"7";"5030";"0";"0";"16169";"6";"4";"16556";"0";"3";"1330";"2533";"2746";"2253";"995";"289";"102";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"10208";"0";"262";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32725";"5030";"16169";"16556";"1330";"2533";"2746";"2253";"995";"289";"102";"21";"0";"0";"31961";"15";"712";"4894";"0";"112"
"2313708";"Umari";"2406";"0";"0";"2406";"6862";"5";"0";"806";"0";"0";"3464";"0";"0";"3398";"3";"0";"418";"644";"648";"435";"160";"44";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2384";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6862";"806";"3464";"3398";"418";"644";"648";"435";"160";"44";"15";"0";"0";"0";"6810";"9";"41";"797";"0";"5"
"2313757";"Umirim";"5656";"7";"0";"5656";"17446";"18";"4";"2771";"6";"0";"8839";"12";"0";"8607";"5";"3";"917";"1315";"1466";"1033";"519";"202";"86";"15";"6";"5";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5456";"52";"138";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17446";"2771";"8839";"8607";"917";"1315";"1466";"1033";"519";"202";"86";"15";"6";"5";"16840";"167";"433";"2664";"27";"73"
"2313807";"Uruburetama";"6398";"0";"0";"6398";"20186";"0";"0";"3200";"0";"0";"10031";"0";"0";"10155";"0";"0";"925";"1440";"1670";"1263";"613";"239";"104";"30";"6";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6120";"18";"236";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20186";"3200";"10031";"10155";"925";"1440";"1670";"1263";"613";"239";"104";"30";"6";"10";"19373";"46";"738";"3050";"5";"127"
