"CD_MUN";"NM_MUN";"V01317";"V01318";"V01319";"V01320";"V01321";"V01322";"V01323";"V01324";"V01325";"V01326";"V01327";"V01328";"V01329";"V01330";"V01331";"V01332";"V01333";"V01334";"V01335";"V01336";"V01337";"V01338";"V01339";"V01340";"V01341";"V01342";"V01343";"V01344";"V01345";"V01346";"V01347";"V01348";"V01349";"V01350";"V01351";"V01352";"V01353";"V01354";"V01355";"V01356";"V01357";"V01358";"V01359";"V01360";"V01361";"V01362";"V01363";"V01364";"V01365";"V01366";"V01367";"V01368";"V01369";"V01370";"V01371";"V01372";"V01373";"V01374";"V01375";"V01376";"V01377";"V01378";"V01379";"V01380";"V01381";"V01382";"V01383";"V01384";"V01385";"V01386";"V01387";"V01388";"V01389";"V01390";"V01391";"V01392";"V01393";"V01394";"V01395";"V01396";"V01397";"V01398";"V01399";"V01400";"V01401";"V01402";"V01403";"V01404";"V01405";"V01406";"V01407";"V01408";"V01409";"V01410";"V01411"
"2205276";"Jatobá do Piauí";"790";"266";"0";"3433";"0";"424";"149";"0";"1744";"0";"366";"115";"0";"1689";"0";"273";"122";"0";"1076";"0";"184";"88";"81";"34";"0";"0";"641";"435";"0";"0";"0";"0";"19";"112";"124";"0";"0";"11";"46";"46";"0";"0";"0";"0";"0";"0";"8";"224";"441";"392";"0";"0";"0";"0";"0";"133";"12";"0";"580";"0";"155";"41";"0";"711";"0";"293";"121";"0";"1454";"0";"209";"75";"0";"688";"0";"34";"0";"0";"176";"0";"382";"143";"0";"1568";"0";"42";"0";"0";"157";"0";"322";"109";"0";"1532";"0"
"2205300";"Jerumenha";"666";"1084";"20";"2722";"3";"346";"576";"9";"1354";"0";"320";"508";"11";"1368";"0";"181";"405";"10";"896";"0";"115";"61";"215";"186";"3";"4";"454";"440";"0";"0";"0";"0";"37";"61";"58";"0";"6";"73";"154";"160";"0";"0";"0";"3";"0";"0";"27";"217";"366";"272";"0";"0";"0";"0";"0";"163";"128";"0";"595";"0";"150";"256";"0";"613";"0";"237";"454";"8";"1063";"0";"111";"242";"6";"448";"0";"55";"49";"0";"186";"0";"283";"527";"8";"1167";"0";"53";"26";"0";"183";"0";"261";"474";"10";"1184";"0"
"2205359";"João Costa";"640";"201";"0";"2124";"0";"335";"118";"0";"1113";"0";"305";"80";"0";"1011";"0";"195";"93";"0";"701";"0";"122";"73";"52";"37";"0";"0";"426";"275";"0";"0";"0";"0";"51";"77";"59";"0";"0";"10";"32";"34";"0";"0";"0";"0";"0";"0";"32";"163";"302";"199";"0";"0";"0";"0";"0";"163";"23";"0";"429";"0";"128";"30";"0";"445";"0";"251";"94";"0";"920";"0";"94";"48";"0";"330";"0";"54";"3";"0";"152";"0";"279";"112";"0";"961";"0";"49";"0";"0";"139";"0";"256";"76";"0";"872";"0"
"2205409";"Joaquim Pires";"2293";"1175";"0";"10412";"0";"1185";"659";"0";"5258";"0";"1106";"512";"0";"5154";"0";"645";"467";"0";"3157";"0";"403";"220";"291";"160";"0";"0";"1914";"1243";"0";"0";"0";"6";"158";"245";"176";"0";"7";"101";"201";"113";"0";"0";"0";"0";"0";"0";"118";"879";"1269";"870";"0";"0";"0";"0";"0";"561";"159";"0";"2371";"0";"576";"268";"0";"2640";"0";"817";"527";"0";"4011";"0";"327";"179";"0";"1390";"0";"172";"24";"0";"755";"0";"995";"606";"0";"4501";"0";"201";"31";"0";"761";"0";"899";"467";"0";"4390";"0"
"2205458";"Joca Marques";"731";"395";"0";"4263";"0";"337";"229";"0";"2125";"0";"389";"162";"0";"2138";"0";"184";"152";"0";"1282";"0";"75";"99";"77";"62";"0";"0";"565";"717";"0";"0";"0";"0";"50";"72";"40";"0";"3";"23";"55";"51";"0";"0";"0";"0";"0";"0";"44";"384";"486";"354";"0";"0";"0";"0";"0";"193";"41";"0";"1010";"0";"183";"63";"0";"1022";"0";"259";"184";"0";"1652";"0";"80";"84";"0";"579";"0";"38";"10";"0";"295";"0";"288";"212";"0";"1830";"0";"71";"8";"0";"311";"0";"309";"150";"0";"1827";"0"
"2205508";"José de Freitas";"5630";"4489";"18";"32405";"0";"2781";"2489";"3";"15700";"0";"2849";"1999";"5";"16705";"0";"1403";"1735";"3";"10103";"0";"717";"667";"982";"739";"0";"3";"5151";"4952";"0";"0";"0";"11";"304";"577";"399";"0";"15";"438";"693";"488";"0";"0";"0";"0";"0";"0";"336";"3001";"3999";"2715";"0";"0";"0";"0";"0";"1561";"619";"0";"7143";"0";"1398";"932";"0";"7479";"0";"1914";"2080";"4";"13230";"0";"735";"821";"0";"4553";"0";"526";"182";"0";"2316";"0";"2235";"2272";"3";"13384";"0";"541";"140";"0";"2305";"0";"2293";"1824";"5";"14400";"0"
"2205516";"Juazeiro do Piauí";"1154";"430";"0";"3623";"3";"596";"225";"0";"1860";"0";"558";"196";"0";"1763";"3";"369";"177";"0";"1225";"0";"241";"112";"106";"56";"0";"0";"752";"473";"0";"0";"0";"4";"69";"136";"125";"0";"0";"21";"59";"62";"0";"0";"0";"0";"0";"0";"32";"288";"533";"352";"0";"0";"0";"0";"0";"235";"35";"0";"679";"0";"264";"72";"0";"944";"0";"422";"187";"0";"1444";"0";"223";"97";"0";"556";"0";"47";"0";"0";"215";"0";"534";"211";"0";"1641";"0";"78";"3";"0";"198";"0";"475";"179";"0";"1563";"3"
"2205524";"Júlio Borges";"392";"618";"0";"4378";"0";"206";"376";"0";"2280";"0";"184";"242";"0";"2098";"0";"111";"265";"0";"1330";"0";"70";"36";"182";"78";"0";"0";"828";"502";"0";"0";"0";"0";"14";"40";"26";"0";"0";"47";"110";"87";"0";"0";"0";"0";"0";"0";"42";"352";"499";"421";"0";"0";"0";"0";"0";"100";"78";"0";"1064";"0";"85";"95";"0";"1061";"0";"130";"300";"0";"1608";"0";"64";"132";"0";"645";"0";"29";"23";"0";"394";"0";"170";"345";"0";"1886";"0";"33";"8";"0";"339";"0";"144";"227";"0";"1759";"0"
"2205532";"Jurema";"1027";"307";"0";"3088";"0";"502";"156";"0";"1675";"0";"522";"148";"0";"1413";"0";"364";"127";"0";"1027";"0";"165";"199";"60";"62";"0";"0";"511";"516";"0";"0";"0";"9";"92";"142";"102";"0";"3";"21";"46";"28";"0";"0";"0";"0";"0";"0";"60";"277";"416";"266";"0";"0";"0";"0";"0";"236";"38";"0";"694";"0";"228";"49";"0";"673";"0";"409";"147";"0";"1282";"0";"149";"52";"0";"439";"0";"86";"0";"0";"258";"0";"413";"146";"0";"1417";"0";"71";"4";"0";"192";"0";"450";"135";"0";"1221";"0"
"2205540";"Lagoinha do Piauí";"488";"295";"3";"2148";"0";"258";"150";"0";"1070";"0";"226";"143";"0";"1078";"0";"152";"137";"0";"719";"0";"86";"66";"68";"66";"0";"0";"331";"388";"0";"0";"0";"0";"22";"56";"60";"0";"0";"25";"52";"44";"0";"0";"0";"0";"0";"0";"38";"182";"282";"211";"0";"0";"0";"0";"0";"121";"41";"0";"471";"0";"107";"61";"0";"511";"0";"153";"122";"0";"824";"0";"97";"65";"0";"342";"0";"53";"12";"0";"151";"0";"205";"137";"0";"916";"0";"42";"7";"0";"141";"0";"182";"133";"0";"935";"0"
"2205557";"Lagoa Alegre";"1352";"622";"0";"6281";"0";"646";"362";"0";"3177";"0";"706";"259";"0";"3104";"0";"362";"239";"0";"1934";"0";"215";"142";"163";"65";"0";"0";"1114";"820";"0";"0";"0";"0";"59";"152";"127";"0";"0";"48";"99";"63";"0";"0";"0";"0";"0";"0";"61";"533";"786";"552";"0";"0";"0";"0";"0";"321";"62";"0";"1359";"0";"330";"154";"0";"1577";"0";"487";"270";"0";"2460";"0";"214";"113";"0";"885";"0";"91";"11";"0";"452";"0";"551";"340";"0";"2725";"0";"111";"19";"0";"415";"0";"591";"233";"0";"2689";"0"
"2205565";"Lagoa do Barro do Piauí";"1596";"300";"5";"3070";"4";"830";"183";"4";"1564";"0";"766";"115";"0";"1506";"0";"506";"133";"0";"974";"0";"328";"175";"88";"28";"0";"0";"585";"386";"0";"0";"0";"10";"137";"215";"132";"0";"0";"29";"35";"38";"0";"0";"0";"0";"0";"0";"41";"298";"369";"254";"0";"0";"0";"0";"0";"364";"24";"0";"658";"0";"379";"49";"0";"765";"0";"629";"143";"0";"1225";"0";"224";"63";"0";"420";"3";"134";"0";"0";"205";"0";"696";"177";"4";"1358";"0";"108";"0";"0";"219";"0";"653";"105";"0";"1285";"0"
"2205573";"Lagoa de São Francisco";"2154";"293";"0";"3392";"482";"1004";"156";"0";"1727";"225";"1150";"127";"0";"1665";"255";"600";"126";"0";"1125";"144";"251";"344";"57";"57";"0";"0";"549";"576";"50";"89";"0";"15";"127";"239";"187";"3";"3";"21";"41";"26";"0";"0";"0";"0";"0";"0";"34";"299";"450";"318";"0";"9";"29";"60";"35";"532";"31";"0";"699";"100";"533";"60";"0";"824";"113";"757";"126";"0";"1352";"188";"331";"51";"0";"517";"69";"172";"12";"0";"228";"32";"829";"143";"0";"1498";"191";"190";"6";"0";"199";"24";"953";"117";"0";"1464";"225"
"2205581";"Lagoa do Piauí";"656";"766";"7";"3379";"0";"326";"419";"3";"1708";"0";"330";"347";"0";"1671";"0";"156";"296";"0";"1135";"0";"88";"63";"133";"163";"0";"0";"579";"556";"0";"0";"0";"3";"37";"52";"39";"0";"10";"71";"113";"91";"0";"0";"0";"0";"0";"0";"52";"346";"434";"297";"0";"0";"0";"0";"0";"190";"112";"0";"808";"0";"171";"170";"0";"735";"0";"204";"347";"3";"1343";"0";"87";"137";"0";"493";"0";"65";"33";"0";"274";"0";"259";"378";"3";"1434";"0";"61";"26";"0";"250";"0";"268";"317";"0";"1421";"0"
"2205599";"Lagoa do Sítio";"1282";"562";"0";"2675";"0";"647";"311";"0";"1360";"0";"633";"242";"0";"1315";"0";"421";"234";"0";"923";"0";"236";"181";"127";"95";"0";"0";"520";"399";"0";"0";"0";"6";"62";"170";"170";"0";"3";"40";"93";"70";"0";"0";"0";"0";"0";"0";"32";"217";"382";"283";"0";"0";"0";"0";"0";"259";"66";"0";"570";"0";"236";"92";"0";"551";"0";"490";"257";"0";"1084";"0";"292";"119";"0";"468";"0";"80";"17";"0";"183";"0";"560";"289";"0";"1174";"0";"75";"14";"0";"156";"0";"552";"220";"0";"1156";"0"
"2205607";"Landri Sales";"693";"987";"0";"3532";"0";"360";"485";"0";"1682";"0";"328";"500";"0";"1850";"0";"210";"401";"0";"1180";"0";"100";"106";"154";"241";"0";"0";"442";"738";"0";"0";"0";"3";"22";"84";"77";"0";"7";"83";"128";"158";"0";"0";"0";"0";"0";"0";"43";"244";"455";"421";"0";"0";"0";"0";"0";"154";"126";"0";"760";"0";"149";"196";"0";"757";"0";"238";"412";"0";"1346";"0";"135";"242";"0";"667";"0";"50";"30";"0";"201";"0";"306";"448";"0";"1478";"0";"52";"38";"0";"242";"0";"269";"456";"0";"1606";"0"
"2205706";"Luís Correia";"8905";"1913";"16";"19761";"24";"4359";"1108";"0";"10013";"15";"4546";"791";"4";"9748";"7";"2432";"719";"4";"6213";"0";"1186";"1231";"393";"274";"0";"0";"3006";"3207";"0";"0";"0";"64";"651";"994";"635";"0";"0";"162";"280";"156";"0";"0";"0";"0";"0";"6";"310";"1888";"2479";"1479";"0";"0";"0";"0";"0";"2122";"190";"0";"4226";"4";"2219";"408";"3";"4767";"0";"3384";"920";"4";"8217";"11";"1153";"288";"0";"2549";"0";"681";"34";"0";"1325";"0";"3664";"1037";"0";"8680";"11";"681";"38";"0";"1305";"0";"3853";"711";"4";"8436";"6"
"2205805";"Luzilândia";"5528";"1784";"3";"18050";"0";"2585";"991";"0";"9121";"0";"2934";"773";"0";"8929";"0";"1555";"706";"0";"5606";"0";"658";"891";"349";"332";"0";"0";"2359";"3247";"0";"0";"0";"35";"387";"592";"474";"0";"15";"171";"259";"175";"0";"0";"0";"0";"0";"4";"227";"1699";"2108";"1513";"0";"0";"0";"0";"0";"1341";"207";"0";"4003";"0";"1219";"332";"0";"4248";"0";"2036";"849";"0";"7179";"0";"906";"339";"0";"2618";"0";"413";"52";"0";"1285";"0";"2154";"917";"0";"7831";"0";"429";"42";"0";"1184";"0";"2483";"714";"0";"7740";"0"
"2205854";"Madeiro";"1131";"742";"4";"6150";"0";"559";"425";"3";"3060";"0";"572";"313";"0";"3090";"0";"263";"273";"0";"1723";"0";"122";"131";"149";"117";"0";"0";"730";"993";"0";"0";"0";"0";"76";"97";"57";"0";"0";"78";"106";"59";"0";"0";"0";"0";"0";"5";"64";"568";"660";"411";"0";"0";"0";"0";"0";"304";"96";"3";"1540";"0";"314";"176";"0";"1551";"0";"378";"341";"0";"2345";"0";"126";"107";"0";"714";"0";"97";"22";"0";"497";"0";"457";"396";"0";"2563";"0";"113";"28";"0";"463";"0";"457";"276";"0";"2627";"0"
"2205904";"Manoel Emídio";"869";"716";"0";"3624";"0";"467";"391";"0";"1828";"0";"402";"322";"0";"1796";"0";"283";"321";"0";"1124";"0";"140";"141";"151";"168";"0";"0";"489";"635";"0";"0";"0";"0";"64";"102";"101";"0";"3";"63";"117";"123";"0";"0";"0";"0";"0";"0";"34";"290";"470";"323";"0";"0";"0";"0";"0";"151";"77";"0";"785";"0";"158";"128";"0";"854";"0";"378";"320";"0";"1447";"0";"178";"184";"0";"536";"0";"47";"23";"0";"242";"0";"415";"362";"0";"1584";"0";"35";"10";"0";"249";"0";"361";"303";"0";"1547";"0"
"2205953";"Marcolândia";"2115";"706";"0";"5712";"0";"1056";"386";"0";"2811";"0";"1059";"320";"0";"2901";"0";"645";"308";"0";"1871";"0";"354";"289";"162";"142";"0";"0";"894";"977";"0";"0";"0";"35";"180";"243";"175";"0";"24";"75";"107";"82";"0";"0";"0";"0";"0";"6";"152";"605";"733";"369";"0";"0";"0";"0";"0";"577";"83";"0";"1444";"0";"536";"189";"0";"1497";"0";"737";"307";"0";"2178";"0";"265";"123";"0";"593";"0";"205";"13";"0";"493";"0";"850";"359";"0";"2318";"0";"179";"8";"0";"451";"0";"880";"304";"0";"2450";"0"
"2206001";"Marcos Parente";"752";"484";"6";"3476";"3";"358";"241";"0";"1695";"0";"394";"241";"3";"1781";"3";"242";"224";"0";"1069";"3";"131";"109";"98";"124";"0";"0";"535";"534";"0";"3";"0";"3";"38";"94";"95";"0";"0";"39";"83";"85";"0";"0";"0";"0";"0";"0";"20";"256";"446";"336";"0";"0";"0";"0";"3";"168";"36";"0";"838";"0";"150";"100";"0";"760";"0";"274";"215";"0";"1352";"0";"148";"120";"0";"526";"3";"39";"4";"0";"257";"0";"312";"227";"0";"1438";"0";"60";"3";"0";"259";"0";"333";"235";"3";"1522";"3"
"2206050";"Massapê do Piauí";"1303";"839";"0";"3051";"17";"647";"456";"0";"1525";"7";"656";"383";"0";"1526";"9";"388";"324";"0";"1018";"6";"218";"168";"178";"144";"0";"0";"497";"521";"0";"4";"0";"0";"72";"143";"159";"0";"7";"57";"129";"116";"0";"0";"0";"0";"0";"0";"30";"247";"414";"316";"0";"0";"0";"3";"3";"232";"109";"0";"558";"0";"276";"190";"0";"697";"3";"529";"340";"0";"1280";"9";"264";"188";"0";"516";"4";"53";"38";"0";"162";"0";"585";"415";"0";"1363";"7";"78";"16";"0";"167";"0";"574";"360";"0";"1357";"6"
"2206100";"Matias Olímpio";"1994";"977";"0";"7648";"0";"982";"532";"0";"3805";"0";"1012";"443";"0";"3843";"0";"546";"373";"0";"2272";"0";"284";"253";"192";"171";"0";"0";"1137";"1133";"0";"0";"0";"8";"138";"188";"180";"0";"9";"71";"146";"109";"0";"0";"0";"0";"0";"0";"73";"701";"837";"635";"0";"0";"0";"0";"0";"526";"160";"0";"1956";"0";"459";"221";"0";"1833";"0";"684";"397";"0";"2855";"0";"320";"176";"0";"1003";"0";"180";"40";"0";"653";"0";"794";"484";"0";"3150";"0";"163";"31";"0";"598";"0";"841";"394";"0";"3245";"0"
"2206209";"Miguel Alves";"4590";"4124";"45";"23369";"4";"2301";"2224";"17";"11670";"0";"2286";"1894";"25";"11699";"3";"1100";"1521";"8";"6632";"0";"614";"453";"830";"681";"3";"3";"3494";"3138";"0";"0";"0";"19";"256";"395";"350";"0";"19";"352";"585";"489";"0";"0";"0";"3";"0";"3";"317";"1993";"2470";"1817";"0";"0";"0";"0";"0";"1351";"664";"9";"6214";"0";"1218";"935";"6";"5807";"0";"1364";"1726";"15";"8252";"0";"636";"772";"6";"3096";"0";"439";"219";"0";"2065";"0";"1848";"1994";"13";"9605";"0";"443";"160";"3";"1993";"0";"1831";"1707";"22";"9706";"3"
"2206308";"Miguel Leão";"184";"322";"0";"811";"0";"84";"171";"0";"403";"0";"99";"148";"0";"408";"0";"35";"131";"0";"240";"0";"11";"20";"77";"50";"0";"0";"132";"108";"0";"0";"0";"0";"5";"8";"14";"0";"3";"23";"58";"42";"0";"0";"0";"0";"0";"0";"11";"53";"103";"61";"0";"0";"0";"0";"0";"48";"44";"0";"189";"0";"46";"60";"0";"221";"0";"52";"153";"0";"303";"0";"31";"59";"0";"97";"0";"11";"8";"0";"53";"0";"69";"160";"0";"346";"0";"14";"8";"0";"54";"0";"83";"138";"0";"351";"0"
"2206357";"Milton Brandão";"2643";"279";"5";"3605";"6";"1370";"147";"0";"1823";"4";"1273";"132";"4";"1782";"0";"804";"125";"0";"1201";"0";"582";"220";"79";"36";"0";"0";"770";"429";"0";"0";"0";"23";"184";"317";"258";"0";"0";"12";"46";"31";"0";"0";"0";"0";"0";"0";"42";"306";"479";"349";"0";"0";"0";"0";"0";"578";"18";"0";"691";"0";"578";"43";"0";"848";"4";"1046";"124";"3";"1473";"0";"438";"71";"0";"593";"0";"195";"3";"0";"220";"0";"1173";"138";"0";"1603";"4";"171";"4";"0";"219";"0";"1098";"122";"0";"1563";"0"
"2206407";"Monsenhor Gil";"1464";"1506";"6";"7266";"10";"697";"818";"3";"3390";"5";"767";"688";"0";"3876";"5";"399";"621";"0";"2490";"0";"185";"191";"313";"305";"0";"0";"1049";"1441";"0";"0";"0";"6";"78";"115";"144";"0";"9";"117";"248";"211";"0";"0";"0";"0";"0";"0";"91";"597";"955";"829";"0";"0";"0";"0";"0";"422";"204";"0";"1472";"3";"318";"281";"0";"1543";"0";"470";"689";"0";"2929";"5";"245";"321";"0";"1322";"0";"122";"47";"0";"454";"0";"564";"750";"0";"2934";"4";"121";"44";"0";"517";"0";"635";"626";"0";"3357";"5"
"2206506";"Monsenhor Hipólito";"2454";"437";"0";"4680";"3";"1177";"228";"0";"2373";"0";"1277";"203";"0";"2307";"0";"800";"195";"0";"1670";"0";"368";"427";"82";"97";"0";"0";"767";"902";"0";"0";"0";"20";"165";"316";"275";"0";"6";"46";"68";"54";"0";"0";"0";"0";"0";"0";"99";"452";"639";"470";"0";"0";"0";"0";"0";"512";"40";"0";"846";"0";"521";"69";"0";"1084";"0";"954";"216";"0";"1983";"0";"463";"91";"0";"767";"0";"142";"6";"0";"268";"0";"1034";"212";"0";"2104";"0";"169";"5";"0";"259";"0";"1105";"189";"0";"2047";"0"
"2206605";"Monte Alegre do Piauí";"1438";"1551";"0";"7666";"0";"714";"838";"0";"3842";"0";"721";"712";"0";"3824";"0";"449";"635";"0";"2183";"0";"223";"224";"318";"317";"0";"0";"1021";"1162";"0";"0";"0";"3";"107";"153";"164";"0";"8";"163";"264";"171";"0";"0";"0";"0";"0";"3";"128";"594";"903";"544";"0";"0";"0";"0";"0";"400";"235";"0";"2099";"0";"293";"364";"0";"1950";"0";"480";"679";"0";"2741";"0";"250";"266";"0";"876";"0";"119";"72";"0";"644";"0";"588";"760";"0";"3197";"0";"129";"59";"0";"734";"0";"579";"643";"0";"3090";"0"
"2206654";"Morro Cabeça no Tempo";"631";"497";"0";"3237";"8";"321";"290";"0";"1697";"4";"309";"198";"0";"1540";"4";"171";"188";"0";"1008";"3";"117";"48";"108";"75";"0";"0";"688";"320";"3";"0";"0";"4";"37";"60";"50";"0";"11";"33";"73";"58";"0";"0";"0";"0";"0";"0";"50";"238";"431";"282";"0";"0";"0";"0";"0";"184";"75";"0";"825";"0";"145";"102";"0";"691";"0";"203";"206";"0";"1261";"4";"92";"94";"0";"460";"0";"62";"21";"0";"274";"0";"256";"269";"0";"1423";"4";"59";"24";"0";"249";"0";"244";"171";"0";"1291";"4"
"2206670";"Morro do Chapéu do Piauí";"1086";"453";"0";"4874";"9";"564";"260";"0";"2432";"6";"522";"193";"0";"2442";"0";"318";"232";"0";"1527";"0";"173";"136";"138";"92";"0";"0";"752";"775";"0";"0";"0";"3";"78";"127";"88";"0";"4";"42";"87";"78";"0";"0";"0";"0";"0";"0";"72";"461";"568";"419";"0";"0";"0";"0";"0";"276";"24";"0";"1131";"0";"266";"84";"0";"1212";"0";"400";"209";"0";"1849";"0";"141";"122";"0";"682";"0";"89";"0";"0";"394";"0";"473";"253";"0";"2037";"6";"87";"4";"0";"365";"0";"431";"177";"0";"2076";"0"
"2206696";"Murici dos Portelas";"1787";"746";"42";"7215";"0";"876";"422";"20";"3699";"0";"911";"315";"18";"3516";"0";"471";"308";"14";"2157";"0";"260";"205";"170";"119";"3";"10";"1171";"986";"0";"0";"0";"8";"141";"169";"125";"0";"3";"59";"120";"95";"0";"0";"0";"5";"3";"0";"105";"663";"861";"518";"0";"0";"0";"0";"0";"512";"82";"0";"1678";"0";"476";"156";"3";"1905";"0";"573";"334";"17";"2770";"0";"220";"149";"10";"862";"0";"152";"11";"0";"522";"0";"721";"394";"19";"3177";"0";"179";"6";"0";"519";"0";"727";"287";"16";"2997";"0"
"2206704";"Nazaré do Piauí";"874";"1190";"0";"4593";"5";"463";"591";"0";"2290";"4";"409";"599";"0";"2303";"0";"299";"490";"0";"1535";"3";"193";"98";"263";"222";"0";"0";"915";"620";"3";"0";"0";"0";"41";"109";"122";"0";"3";"70";"220";"171";"0";"0";"0";"0";"0";"0";"34";"307";"614";"563";"0";"0";"0";"0";"0";"195";"155";"0";"1015";"0";"175";"237";"0";"907";"0";"303";"542";"0";"1809";"0";"193";"252";"0";"860";"0";"54";"40";"0";"354";"0";"397";"541";"0";"1936";"4";"64";"30";"0";"270";"0";"335";"560";"0";"2033";"0"
"2206720";"Nazária";"1158";"2172";"0";"6922";"6";"561";"1147";"0";"3430";"0";"592";"1025";"0";"3492";"0";"327";"803";"0";"2132";"0";"175";"133";"403";"398";"0";"0";"1047";"1083";"0";"0";"0";"4";"54";"124";"94";"0";"14";"178";"289";"286";"0";"0";"0";"0";"0";"0";"94";"586";"824";"604";"0";"0";"0";"0";"0";"359";"394";"0";"1787";"0";"197";"432";"0";"1542";"0";"395";"893";"0";"2560";"0";"178";"451";"0";"1033";"0";"106";"121";"0";"584";"0";"441";"1014";"0";"2842";"0";"116";"101";"0";"568";"0";"466";"909";"0";"2924";"0"
"2206753";"Nossa Senhora de Nazaré";"663";"334";"7";"4223";"0";"338";"184";"3";"2122";"0";"325";"143";"4";"2101";"0";"199";"149";"3";"1360";"0";"118";"78";"85";"52";"0";"0";"701";"659";"0";"0";"0";"0";"35";"62";"88";"0";"0";"27";"55";"59";"0";"0";"0";"0";"0";"0";"29";"317";"572";"431";"0";"0";"0";"0";"0";"123";"28";"0";"822";"0";"121";"49";"0";"897";"0";"255";"155";"3";"1761";"0";"160";"92";"0";"743";"0";"31";"3";"0";"268";"0";"302";"176";"0";"1854";"0";"37";"0";"0";"262";"0";"283";"136";"4";"1839";"0"
"2206803";"Nossa Senhora dos Remédios";"1019";"1081";"0";"6418";"0";"504";"596";"0";"3170";"0";"515";"484";"0";"3248";"0";"270";"392";"0";"1881";"0";"148";"117";"210";"173";"0";"0";"943";"938";"0";"0";"0";"3";"56";"103";"89";"0";"3";"93";"156";"110";"0";"0";"0";"0";"0";"3";"86";"572";"727";"477";"0";"0";"0";"0";"0";"269";"172";"0";"1631";"0";"254";"253";"0";"1717";"0";"332";"462";"0";"2296";"0";"157";"191";"0";"774";"0";"76";"38";"0";"567";"0";"421";"549";"0";"2603";"0";"91";"38";"0";"517";"0";"414";"435";"0";"2731";"0"
"2206902";"Novo Oriente do Piauí";"896";"628";"0";"4573";"0";"464";"334";"0";"2243";"0";"432";"294";"0";"2330";"0";"287";"286";"0";"1692";"0";"191";"89";"157";"124";"0";"0";"945";"747";"0";"0";"0";"3";"43";"107";"112";"0";"3";"37";"117";"99";"0";"0";"0";"0";"0";"0";"56";"376";"664";"585";"0";"0";"0";"0";"0";"206";"66";"0";"813";"0";"204";"108";"0";"966";"0";"310";"288";"0";"1903";"0";"173";"153";"0";"891";"0";"72";"13";"0";"247";"0";"388";"309";"0";"1996";"0";"60";"12";"0";"251";"0";"366";"274";"0";"2075";"0"
"2206951";"Novo Santo Antônio";"548";"493";"3";"1783";"0";"278";"279";"0";"857";"0";"270";"214";"0";"926";"0";"184";"195";"0";"625";"0";"120";"59";"142";"48";"0";"0";"375";"250";"0";"0";"0";"0";"37";"59";"75";"0";"0";"16";"73";"85";"0";"0";"0";"0";"0";"0";"34";"141";"260";"184";"0";"0";"0";"0";"0";"126";"59";"0";"346";"0";"94";"84";"0";"371";"0";"188";"205";"0";"755";"0";"132";"135";"0";"311";"0";"41";"17";"0";"93";"0";"233";"260";"0";"762";"0";"36";"9";"0";"115";"0";"225";"198";"0";"808";"0"
"2207009";"Oeiras";"6587";"8555";"0";"22905";"19";"3234";"4342";"0";"10758";"3";"3345";"4213";"0";"12147";"8";"2144";"3478";"0";"7863";"4";"1155";"960";"1702";"1759";"0";"0";"3617";"4243";"0";"0";"0";"36";"468";"819";"719";"0";"144";"827";"1421";"998";"0";"0";"0";"0";"0";"12";"344";"2192";"3152";"2090";"0";"0";"0";"0";"0";"1488";"1151";"0";"4949";"3";"1347";"2085";"0";"5461";"3";"2536";"3811";"0";"9213";"4";"1169";"1485";"0";"3279";"0";"490";"344";"0";"1445";"0";"2711";"3959";"0";"9303";"3";"437";"284";"0";"1598";"0";"2869";"3882";"0";"10536";"8"
"2207108";"Olho D'Água do Piauí";"448";"405";"0";"1776";"8";"225";"206";"0";"881";"5";"223";"199";"0";"895";"3";"139";"166";"0";"583";"3";"63";"70";"65";"98";"0";"0";"228";"355";"3";"0";"0";"0";"23";"59";"48";"0";"0";"32";"66";"62";"0";"0";"0";"0";"0";"0";"33";"155";"233";"161";"0";"0";"0";"0";"0";"100";"60";"0";"415";"0";"97";"73";"0";"421";"0";"163";"174";"0";"682";"3";"80";"93";"0";"258";"0";"31";"14";"0";"141";"0";"189";"187";"0";"740";"5";"19";"10";"0";"135";"0";"196";"185";"0";"760";"0"
"2207207";"Padre Marcos";"2097";"1042";"0";"3231";"8";"1073";"475";"0";"1542";"4";"1022";"564";"0";"1689";"4";"748";"412";"0";"1190";"5";"408";"335";"131";"277";"0";"0";"499";"691";"0";"3";"0";"14";"149";"324";"248";"3";"0";"80";"181";"119";"0";"0";"0";"0";"0";"0";"37";"314";"503";"324";"0";"0";"0";"0";"0";"373";"189";"0";"678";"0";"437";"219";"0";"670";"0";"875";"443";"0";"1369";"4";"406";"186";"0";"514";"0";"121";"63";"0";"236";"0";"951";"406";"0";"1306";"4";"116";"56";"0";"202";"0";"901";"500";"0";"1487";"4"
"2207306";"Paes Landim";"859";"395";"4";"2829";"0";"402";"228";"0";"1469";"0";"457";"167";"3";"1360";"0";"266";"175";"3";"908";"0";"145";"121";"108";"64";"0";"0";"525";"383";"0";"0";"0";"6";"56";"97";"95";"0";"0";"51";"67";"46";"0";"0";"0";"3";"0";"0";"46";"223";"375";"262";"0";"0";"0";"0";"0";"208";"43";"0";"613";"0";"194";"95";"0";"687";"0";"302";"179";"3";"1088";"0";"155";"74";"0";"441";"0";"72";"7";"0";"210";"0";"329";"214";"0";"1259";"0";"76";"7";"0";"174";"0";"381";"155";"3";"1186";"0"
