"CD_MUN";"NM_MUN";"V01317";"V01318";"V01319";"V01320";"V01321";"V01322";"V01323";"V01324";"V01325";"V01326";"V01327";"V01328";"V01329";"V01330";"V01331";"V01332";"V01333";"V01334";"V01335";"V01336";"V01337";"V01338";"V01339";"V01340";"V01341";"V01342";"V01343";"V01344";"V01345";"V01346";"V01347";"V01348";"V01349";"V01350";"V01351";"V01352";"V01353";"V01354";"V01355";"V01356";"V01357";"V01358";"V01359";"V01360";"V01361";"V01362";"V01363";"V01364";"V01365";"V01366";"V01367";"V01368";"V01369";"V01370";"V01371";"V01372";"V01373";"V01374";"V01375";"V01376";"V01377";"V01378";"V01379";"V01380";"V01381";"V01382";"V01383";"V01384";"V01385";"V01386";"V01387";"V01388";"V01389";"V01390";"V01391";"V01392";"V01393";"V01394";"V01395";"V01396";"V01397";"V01398";"V01399";"V01400";"V01401";"V01402";"V01403";"V01404";"V01405";"V01406";"V01407";"V01408";"V01409";"V01410";"V01411"
"1100015";"Alta Floresta D'Oeste";"7577";"1283";"29";"11818";"598";"3762";"724";"7";"5920";"292";"3813";"543";"3";"5898";"291";"2730";"584";"6";"4187";"112";"1485";"1232";"364";"189";"0";"0";"2187";"1990";"62";"31";"7";"100";"659";"1089";"809";"0";"13";"102";"244";"98";"0";"0";"0";"3";"0";"39";"302";"1255";"1647";"883";"0";"10";"48";"22";"6";"1612";"106";"0";"2614";"215";"1441";"234";"0";"2801";"201";"3122";"644";"9";"4960";"138";"1388";"216";"0";"1440";"18";"573";"11";"0";"866";"63";"3180";"688";"6";"5050";"211";"532";"6";"0";"830";"66";"3265";"514";"0";"5059";"210"
"1100023";"Ariquemes";"31147";"9516";"267";"55169";"48";"14951";"5269";"98";"27032";"12";"16189";"4238";"96";"28137";"27";"11055";"4227";"54";"19307";"3";"5663";"5374";"2408";"1789";"6";"15";"9760";"9538";"0";"0";"26";"646";"3088";"4478";"2674";"6";"292";"1302";"1645";"776";"0";"0";"3";"15";"3";"113";"1769";"6421";"7598";"3319";"0";"0";"0";"0";"0";"6782";"1291";"14";"12928";"4";"7077";"2335";"22";"14384";"3";"12892";"4539";"75";"22460";"0";"4367";"1261";"11";"5394";"0";"2374";"368";"0";"4406";"0";"12558";"4834";"81";"22613";"9";"2366";"273";"0";"4119";"0";"13806";"3881";"89";"24011";"14"
"1100031";"Cabixi";"2122";"341";"4";"2855";"0";"1037";"205";"0";"1438";"0";"1085";"121";"0";"1417";"0";"812";"168";"0";"966";"0";"549";"259";"123";"27";"0";"0";"681";"284";"0";"0";"0";"13";"158";"327";"289";"0";"0";"34";"68";"41";"0";"0";"0";"0";"0";"0";"32";"250";"407";"260";"0";"0";"0";"0";"0";"397";"34";"0";"654";"0";"331";"36";"0";"546";"0";"904";"172";"0";"1198";"0";"484";"71";"0";"453";"0";"123";"3";"0";"207";"0";"909";"195";"0";"1230";"0";"119";"3";"0";"197";"0";"960";"111";"0";"1220";"0"
"1100049";"Cacoal";"32209";"6637";"315";"45614";"1496";"15300";"3595";"143";"22249";"741";"16906";"3017";"126";"23363";"707";"11889";"3011";"113";"16510";"252";"6487";"5382";"1759";"1214";"33";"38";"8702";"7799";"182";"50";"18";"815";"3238";"4670";"3029";"4";"148";"847";"1211";"576";"0";"0";"17";"18";"11";"59";"1472";"5466";"6300";"3087";"0";"0";"109";"72";"30";"6267";"705";"27";"9787";"508";"7161";"1509";"36";"11601";"432";"13548";"3307";"96";"19094";"378";"5211";"982";"37";"5118";"63";"2096";"170";"7";"3191";"143";"13178";"3330";"117";"19045";"569";"2145";"138";"0";"3211";"137";"14734";"2788";"118";"20133";"535"
"1100056";"Cerejeiras";"6196";"1012";"47";"8521";"0";"3032";"561";"12";"4163";"0";"3164";"447";"29";"4358";"0";"2228";"417";"16";"3187";"0";"1035";"1189";"200";"204";"4";"11";"1424";"1762";"0";"0";"0";"90";"611";"841";"654";"3";"18";"122";"143";"73";"0";"0";"5";"4";"0";"26";"245";"1047";"1204";"640";"0";"0";"0";"0";"0";"1335";"118";"4";"1902";"0";"1225";"226";"10";"1985";"0";"2528";"488";"16";"3573";"0";"1107";"149";"0";"1061";"0";"456";"28";"0";"623";"0";"2572";"515";"9";"3539";"0";"498";"21";"0";"641";"0";"2665";"410";"26";"3717";"0"
"1100064";"Colorado do Oeste";"5577";"1199";"21";"8835";"3";"2723";"645";"8";"4405";"0";"2852";"546";"6";"4430";"0";"2136";"582";"0";"3249";"0";"1177";"950";"318";"236";"0";"0";"1834";"1411";"0";"0";"0";"86";"507";"853";"642";"0";"0";"115";"224";"149";"0";"0";"0";"0";"0";"4";"189";"875";"1306";"836";"0";"0";"0";"0";"0";"1107";"91";"0";"1855";"0";"1031";"203";"0";"1953";"0";"2340";"601";"0";"3708";"0";"1097";"244";"0";"1319";"0";"400";"6";"0";"622";"0";"2316";"606";"8";"3777";"0";"335";"20";"0";"570";"0";"2507";"506";"0";"3854";"0"
"1100072";"Corumbiara";"2220";"632";"4";"4630";"6";"1198";"351";"0";"2347";"0";"1022";"277";"0";"2283";"5";"895";"299";"0";"1628";"0";"644";"246";"211";"83";"0";"0";"1194";"430";"0";"0";"0";"42";"230";"366";"244";"0";"11";"91";"110";"63";"0";"0";"0";"0";"0";"5";"94";"466";"686";"365";"0";"0";"0";"0";"0";"455";"72";"0";"984";"3";"404";"115";"0";"1011";"0";"981";"309";"0";"2043";"0";"380";"107";"0";"592";"0";"164";"22";"0";"334";"0";"1030";"322";"0";"2009";"0";"148";"18";"0";"326";"0";"870";"245";"0";"1955";"3"
"1100080";"Costa Marques";"3209";"1256";"10";"7658";"404";"1640";"708";"6";"3910";"182";"1565";"544";"0";"3748";"206";"1059";"510";"0";"2449";"126";"724";"330";"327";"174";"0";"0";"1538";"910";"53";"65";"3";"33";"269";"460";"254";"0";"24";"146";"207";"96";"0";"0";"0";"0";"0";"3";"169";"759";"1044";"452";"0";"4";"40";"34";"14";"806";"188";"0";"2074";"103";"701";"306";"0";"1955";"109";"1272";"582";"0";"2944";"136";"423";"167";"0";"682";"27";"254";"55";"0";"667";"25";"1380";"636";"5";"3241";"150";"292";"39";"0";"673";"27";"1270";"485";"0";"3075";"168"
"1100098";"Espigão D'Oeste";"11910";"1992";"21";"14814";"528";"5906";"1088";"0";"7409";"261";"6004";"896";"7";"7404";"239";"4425";"901";"3";"4975";"99";"2833";"1585";"565";"313";"0";"0";"3063";"1907";"67";"19";"0";"188";"1164";"1869";"1160";"0";"37";"272";"338";"186";"0";"0";"0";"0";"0";"0";"325";"1563";"2016";"1023";"0";"14";"32";"21";"6";"2310";"179";"0";"3559";"201";"2431";"451";"0";"3576";"145";"5228";"996";"0";"6087";"101";"1939";"298";"3";"1589";"15";"813";"27";"0";"1160";"72";"5089";"1037";"0";"6249";"168";"792";"33";"0";"1157";"61";"5207";"822";"4";"6242";"173"
"1100106";"Guajará-Mirim";"6736";"3375";"88";"23480";"5198";"3297";"1772";"30";"11510";"2679";"3431";"1595";"42";"11969";"2498";"1958";"1352";"19";"7375";"1020";"1045";"898";"696";"639";"6";"10";"3469";"3905";"675";"282";"0";"70";"456";"828";"532";"0";"39";"364";"589";"275";"0";"0";"3";"3";"0";"19";"465";"2117";"3140";"1592";"0";"70";"365";"334";"83";"1836";"478";"11";"6015";"2142";"1417";"823";"15";"5623";"1491";"2558";"1585";"31";"9268";"1278";"903";"455";"0";"2564";"184";"623";"126";"6";"1956";"673";"2667";"1619";"19";"9552";"1966";"651";"114";"0";"1905";"654";"2769";"1454";"38";"10057";"1806"
"1100114";"Jaru";"15646";"4818";"46";"29800";"45";"7519";"2583";"13";"14609";"12";"8119";"2233";"17";"15189";"17";"5662";"2221";"8";"10997";"18";"3338";"2319";"1312";"893";"0";"3";"6237";"4758";"4";"3";"6";"327";"1545";"2198";"1529";"0";"152";"662";"840";"442";"0";"0";"0";"0";"0";"19";"931";"3521";"4273";"2171";"0";"0";"0";"4";"0";"3461";"587";"0";"6490";"3";"3287";"1158";"0";"7377";"12";"6432";"2265";"11";"12417";"10";"2457";"756";"4";"3512";"0";"1205";"149";"0";"2177";"0";"6309";"2381";"12";"12425";"8";"1201";"130";"0";"2078";"0";"6909";"2052";"12";"13107";"13"
"1100122";"Ji-Paraná";"40471";"10878";"244";"70699";"1382";"19323";"5894";"67";"34630";"683";"21144";"4965";"103";"36067";"650";"14408";"4827";"64";"25281";"244";"7847";"6550";"2796";"1974";"8";"20";"13411";"11862";"193";"11";"19";"756";"4027";"5722";"3730";"3";"249";"1407";"1848";"1019";"0";"0";"6";"0";"10";"63";"1963";"8481";"9947";"4678";"0";"6";"101";"57";"18";"8732";"1316";"7";"15943";"460";"8651";"2491";"37";"17510";"406";"16883";"5274";"55";"29585";"333";"6192";"1648";"16";"7643";"60";"3100";"321";"0";"5407";"145";"16211";"5466";"52";"29211";"505";"3031";"243";"0";"5067";"127";"18098";"4581";"79";"30986";"508"
"1100130";"Machadinho D'Oeste";"8160";"2947";"17";"19386";"25";"4225";"1639";"4";"9971";"9";"3924";"1301";"3";"9415";"8";"2963";"1308";"3";"6578";"0";"1967";"980";"874";"413";"3";"0";"4305";"2266";"0";"0";"3";"127";"769";"1231";"755";"0";"48";"355";"512";"289";"0";"0";"0";"3";"0";"3";"441";"2113";"2649";"1311";"0";"0";"0";"0";"0";"1899";"437";"0";"4845";"11";"1705";"593";"0";"4521";"5";"3330";"1432";"5";"7919";"0";"1206";"431";"0";"2088";"0";"690";"113";"0";"1613";"3";"3524";"1489";"4";"8353";"6";"590";"98";"0";"1511";"0";"3318";"1167";"3";"7895";"6"
"1100148";"Nova Brasilândia D'Oeste";"5492";"1268";"45";"8854";"3";"2825";"722";"19";"4435";"0";"2667";"540";"23";"4419";"0";"2062";"583";"20";"3120";"0";"1317";"742";"390";"184";"6";"9";"1796";"1320";"0";"0";"0";"67";"516";"854";"588";"3";"9";"127";"238";"137";"0";"0";"10";"5";"0";"7";"220";"929";"1233";"705";"0";"0";"0";"0";"0";"1042";"104";"3";"1905";"0";"1070";"259";"5";"2104";"0";"2387";"649";"26";"3682";"0";"987";"230";"0";"1162";"0";"384";"10";"0";"672";"0";"2441";"688";"16";"3759";"0";"315";"20";"0";"597";"0";"2349";"505";"17";"3820";"0"
"1100155";"Ouro Preto do Oeste";"11542";"2952";"108";"20228";"25";"5517";"1605";"37";"9883";"0";"6023";"1345";"40";"10345";"6";"4290";"1406";"42";"7535";"0";"2436";"1850";"833";"550";"10";"17";"4223";"3312";"0";"0";"0";"161";"1044";"1707";"1307";"0";"33";"359";"560";"360";"0";"0";"9";"7";"4";"0";"491";"2222";"3038";"1746";"0";"0";"0";"0";"0";"2385";"277";"4";"4262";"3";"2232";"570";"11";"4591";"0";"4789";"1470";"33";"8667";"0";"2123";"561";"8";"2705";"0";"838";"51";"3";"1420";"0";"4670";"1515";"29";"8460";"0";"791";"50";"0";"1362";"0";"5226";"1252";"37";"8981";"3"
"1100189";"Pimenta Bueno";"11853";"2557";"110";"19792";"459";"5740";"1424";"38";"9866";"232";"6109";"1115";"44";"9926";"207";"4208";"1159";"29";"6819";"83";"2337";"1865";"691";"451";"10";"3";"3827";"2985";"43";"40";"9";"169";"1092";"1708";"1153";"0";"18";"284";"506";"256";"0";"0";"0";"3";"6";"3";"568";"2200";"2698";"1286";"0";"9";"35";"21";"11";"2464";"261";"3";"4510";"173";"2472";"516";"10";"5052";"118";"4951";"1311";"25";"8122";"92";"1950";"398";"10";"2106";"21";"871";"49";"0";"1538";"68";"4865";"1328";"37";"8323";"161";"813";"47";"3";"1391";"48";"5283";"1039";"31";"8528";"155"
"1100205";"Porto Velho";"120658";"43203";"1038";"289794";"2299";"56919";"23596";"324";"141309";"938";"63722";"19544";"453";"148478";"1036";"36623";"17656";"331";"96140";"599";"18167";"18394";"9531";"7994";"63";"128";"45887";"50228";"256";"168";"38";"1824";"11013";"15051";"7915";"20";"734";"5366";"7243";"3244";"0";"3";"48";"30";"19";"300";"6477";"31370";"39780";"17731";"0";"33";"103";"109";"34";"29809";"5757";"62";"67191";"484";"28224";"10307";"91";"72463";"480";"48696";"21238";"337";"121264";"633";"13810";"5448";"67";"28830";"92";"10304";"1483";"10";"22070";"105";"46551";"21706";"251";"119190";"749";"10310";"1362";"6";"21290";"138";"53359";"17745";"397";"127160";"804"
"1100254";"Presidente Médici";"6755";"1174";"32";"11301";"0";"3281";"642";"11";"5661";"0";"3471";"523";"14";"5640";"0";"2470";"581";"4";"4150";"0";"1409";"1052";"354";"210";"3";"0";"2481";"1666";"0";"0";"0";"80";"550";"959";"852";"0";"10";"93";"233";"168";"0";"0";"0";"3";"0";"7";"218";"1015";"1745";"1135";"0";"0";"0";"0";"0";"1334";"77";"0";"2353";"0";"1309";"180";"0";"2311";"0";"2728";"587";"15";"4798";"0";"1374";"263";"0";"1835";"0";"457";"4";"0";"788";"0";"2812";"612";"10";"4872";"0";"443";"9";"0";"714";"0";"3016";"498";"11";"4921";"0"
"1100262";"Rio Crespo";"1082";"315";"12";"2049";"5";"582";"197";"0";"1061";"0";"498";"118";"8";"988";"4";"404";"147";"0";"695";"0";"284";"117";"107";"38";"0";"0";"457";"238";"0";"0";"0";"12";"82";"174";"117";"0";"0";"39";"58";"32";"0";"0";"0";"0";"0";"5";"49";"189";"303";"142";"0";"0";"0";"0";"0";"217";"43";"3";"480";"0";"207";"66";"0";"465";"0";"467";"152";"0";"865";"4";"189";"47";"0";"237";"0";"80";"14";"0";"162";"0";"499";"176";"0";"899";"0";"66";"6";"0";"143";"0";"432";"105";"3";"845";"4"
"1100288";"Rolim de Moura";"19970";"4166";"104";"31879";"61";"9730";"2253";"27";"15601";"13";"10240";"1900";"38";"16278";"28";"7366";"1930";"13";"11598";"10";"4303";"3059";"1178";"716";"0";"3";"6436";"5162";"0";"0";"0";"459";"2126";"2848";"1873";"0";"104";"546";"791";"336";"0";"0";"0";"3";"0";"16";"973";"3746";"4547";"2254";"0";"0";"0";"3";"3";"4163";"452";"3";"7085";"4";"4366";"994";"9";"7846";"0";"8349";"2067";"23";"13245";"15";"3088";"568";"9";"3703";"3";"1441";"89";"0";"2452";"0";"8282";"2116";"20";"13149";"10";"1497";"89";"0";"2213";"0";"8732";"1754";"32";"14063";"23"
"1100296";"Santa Luzia D'Oeste";"2468";"656";"33";"4258";"0";"1184";"356";"14";"2168";"0";"1284";"294";"12";"2090";"0";"889";"300";"17";"1551";"0";"513";"369";"170";"118";"6";"3";"917";"633";"0";"0";"0";"26";"185";"363";"297";"0";"3";"54";"131";"59";"0";"0";"3";"0";"0";"0";"68";"383";"662";"421";"0";"0";"0";"0";"0";"512";"57";"6";"873";"0";"430";"112";"0";"839";"0";"1028";"350";"12";"1872";"0";"496";"107";"4";"674";"0";"167";"9";"0";"293";"0";"1015";"338";"11";"1868";"0";"181";"7";"0";"237";"0";"1095";"276";"11";"1851";"0"
"1100304";"Vilhena";"37688";"6903";"182";"50021";"433";"18117";"3716";"54";"24558";"186";"19570";"3181";"66";"25462";"173";"13729";"3199";"62";"17780";"82";"7359";"6361";"1846";"1314";"15";"10";"9305";"8465";"36";"30";"17";"823";"4096";"5467";"3222";"0";"174";"987";"1316";"469";"0";"0";"7";"7";"0";"69";"1506";"6279";"6913";"2903";"0";"8";"14";"23";"0";"8236";"723";"0";"11635";"127";"8107";"1705";"18";"12814";"102";"16128";"3553";"56";"20874";"94";"5201";"763";"11";"4679";"9";"2968";"145";"0";"3867";"44";"15131";"3480";"47";"20678";"134";"2845";"172";"0";"3736";"39";"16716";"2924";"61";"21712";"123"
"1100320";"São Miguel do Guaporé";"7384";"1990";"66";"12041";"70";"3779";"1073";"21";"6043";"25";"3605";"916";"27";"5998";"34";"2658";"932";"24";"4222";"13";"1685";"973";"575";"352";"3";"11";"2493";"1726";"9";"3";"8";"124";"722";"1133";"624";"0";"68";"268";"349";"178";"0";"0";"3";"3";"0";"19";"342";"1408";"1623";"794";"0";"0";"5";"0";"0";"1653";"208";"0";"2861";"19";"1539";"473";"10";"2991";"16";"3157";"981";"21";"4881";"10";"1034";"294";"0";"1303";"7";"588";"53";"0";"973";"4";"3189";"1000";"19";"5068";"20";"568";"48";"0";"939";"4";"3032";"838";"21";"5055";"24"
"1100338";"Nova Mamoré";"6313";"1965";"46";"16066";"907";"3213";"1157";"17";"8102";"452";"3100";"804";"22";"7964";"443";"2068";"930";"6";"5262";"158";"1297";"762";"609";"306";"0";"0";"3093";"2168";"98";"59";"0";"131";"555";"878";"466";"0";"53";"245";"395";"175";"0";"0";"0";"0";"0";"6";"421";"1721";"2160";"920";"0";"10";"64";"50";"6";"1644";"232";"0";"4217";"409";"1453";"426";"11";"3995";"238";"2453";"994";"15";"6392";"204";"760";"283";"0";"1460";"27";"572";"48";"0";"1378";"125";"2633";"1081";"16";"6722";"322";"594";"68";"0";"1331";"144";"2502";"717";"17";"6633";"285"
"1100346";"Alvorada D'Oeste";"4436";"1239";"7";"7413";"4";"2203";"683";"0";"3709";"3";"2233";"549";"0";"3704";"0";"1667";"619";"0";"2514";"3";"1152";"510";"416";"185";"0";"0";"1749";"762";"3";"0";"0";"24";"340";"703";"569";"0";"7";"138";"243";"192";"0";"0";"0";"0";"0";"0";"124";"651";"1093";"615";"0";"0";"0";"0";"0";"848";"114";"0";"1632";"0";"827";"222";"0";"1656";"0";"1844";"608";"4";"3115";"0";"913";"275";"0";"1008";"0";"309";"18";"0";"549";"0";"1889";"639";"0";"3156";"3";"280";"16";"0";"494";"0";"1942";"516";"0";"3208";"0"
"1100379";"Alto Alegre dos Parecis";"3537";"906";"3";"6914";"90";"1839";"492";"0";"3477";"42";"1698";"407";"0";"3433";"39";"1292";"417";"0";"2296";"14";"988";"295";"296";"108";"0";"0";"1637";"659";"11";"0";"3";"43";"330";"529";"346";"0";"3";"100";"164";"106";"0";"0";"0";"0";"0";"7";"135";"667";"970";"499";"0";"0";"3";"3";"0";"761";"95";"0";"1702";"34";"713";"145";"0";"1581";"25";"1478";"469";"0";"2840";"19";"578";"165";"0";"786";"0";"260";"9";"0";"551";"0";"1577";"464";"0";"2922";"32";"261";"23";"0";"552";"8";"1434";"364";"0";"2877";"28"
"1100403";"Alto Paraíso";"4910";"1289";"3";"10104";"4";"2460";"727";"0";"5142";"3";"2450";"552";"0";"4962";"0";"1795";"579";"0";"3391";"0";"1144";"647";"368";"186";"0";"0";"2168";"1223";"0";"0";"5";"98";"460";"717";"474";"5";"24";"117";"232";"123";"0";"0";"0";"0";"0";"9";"266";"1007";"1391";"689";"0";"0";"0";"0";"0";"1022";"166";"0";"2482";"0";"1060";"283";"0";"2406";"0";"2026";"614";"0";"4070";"0";"799";"197";"0";"1146";"0";"317";"29";"0";"803";"0";"2136";"670";"0";"4339";"3";"349";"31";"0";"821";"0";"2093";"497";"0";"4141";"0"
"1100452";"Buritis";"8478";"2155";"108";"17079";"27";"4261";"1221";"34";"8550";"0";"4217";"934";"46";"8529";"11";"2969";"1016";"22";"5881";"3";"1953";"1012";"670";"325";"6";"6";"3654";"2227";"0";"0";"0";"161";"817";"1233";"722";"0";"52";"293";"417";"174";"0";"0";"0";"6";"0";"26";"466";"1907";"2377";"1079";"0";"0";"0";"0";"0";"2048";"236";"14";"4120";"0";"1832";"494";"22";"4284";"0";"3419";"1060";"27";"6907";"3";"1179";"320";"0";"1768";"0";"737";"44";"3";"1324";"0";"3524";"1140";"26";"7226";"0";"724";"50";"0";"1318";"0";"3493";"853";"41";"7211";"7"
"1100502";"Novo Horizonte do Oeste";"2683";"506";"3";"4467";"0";"1349";"315";"0";"2254";"0";"1334";"187";"0";"2213";"0";"998";"257";"0";"1537";"0";"706";"289";"199";"49";"0";"0";"1118";"414";"0";"0";"0";"20";"229";"416";"314";"0";"3";"37";"103";"77";"0";"0";"0";"0";"0";"0";"54";"413";"655";"400";"0";"0";"0";"0";"0";"540";"41";"0";"911";"0";"505";"58";"0";"947";"0";"1122";"259";"0";"1928";"0";"516";"112";"0";"681";"0";"190";"10";"0";"291";"0";"1159";"299";"0";"1963";"0";"180";"9";"0";"280";"0";"1153";"173";"0";"1931";"0"
"1100601";"Cacaulândia";"1245";"497";"3";"2396";"0";"655";"279";"0";"1190";"0";"590";"211";"0";"1205";"0";"462";"220";"0";"788";"0";"340";"111";"154";"64";"0";"0";"563";"223";"0";"0";"0";"15";"111";"165";"145";"0";"3";"59";"89";"49";"0";"0";"0";"0";"0";"0";"31";"223";"332";"175";"0";"0";"0";"0";"0";"260";"75";"0";"582";"0";"237";"78";"0";"517";"0";"502";"243";"0";"984";"0";"232";"83";"0";"305";"0";"94";"18";"0";"187";"0";"560";"256";"0";"998";"0";"84";"13";"0";"173";"0";"496";"185";"0";"1024";"0"
"1100700";"Campo Novo de Rondônia";"2438";"724";"9";"5659";"0";"1264";"433";"3";"2953";"0";"1174";"291";"3";"2706";"0";"857";"324";"0";"1882";"0";"620";"237";"251";"63";"0";"0";"1365";"517";"0";"0";"0";"37";"180";"403";"217";"0";"9";"69";"142";"76";"0";"0";"0";"0";"0";"0";"117";"538";"834";"380";"0";"0";"0";"0";"0";"571";"78";"0";"1405";"0";"489";"143";"0";"1296";"0";"1024";"375";"7";"2344";"0";"354";"119";"0";"614";"0";"203";"12";"0";"479";"0";"1060";"403";"3";"2474";"0";"185";"14";"0";"402";"0";"988";"264";"3";"2304";"0"
"1100809";"Candeias do Jamari";"5075";"1996";"87";"14988";"123";"2651";"1119";"41";"7572";"46";"2419";"873";"39";"7416";"62";"1538";"883";"34";"4915";"38";"955";"571";"536";"338";"13";"17";"2678";"2233";"7";"5";"0";"82";"409";"614";"389";"0";"34";"263";"356";"183";"0";"0";"10";"12";"0";"17";"437";"1522";"1902";"1002";"0";"0";"0";"4";"6";"1376";"279";"11";"3884";"19";"1151";"458";"19";"3761";"21";"1868";"950";"39";"5759";"41";"669";"281";"3";"1578";"7";"509";"73";"3";"1287";"3";"2139";"1024";"34";"6283";"40";"457";"68";"0";"1238";"4";"1957";"781";"36";"6171";"54"
"1100908";"Castanheiras";"1103";"232";"0";"1888";"6";"559";"134";"0";"961";"3";"544";"97";"0";"927";"3";"393";"122";"0";"679";"0";"296";"96";"92";"27";"0";"0";"469";"206";"0";"0";"0";"4";"68";"181";"131";"0";"0";"18";"49";"32";"0";"0";"0";"0";"0";"0";"24";"182";"277";"187";"0";"0";"0";"0";"0";"207";"23";"0";"418";"0";"199";"25";"0";"374";"0";"478";"109";"0";"817";"3";"219";"58";"0";"279";"0";"73";"6";"0";"132";"0";"484";"125";"0";"829";"3";"70";"3";"0";"129";"0";"472";"88";"0";"798";"0"
"1100924";"Chupinguaia";"2733";"1004";"0";"5260";"272";"1361";"568";"0";"2628";"142";"1369";"434";"0";"2632";"121";"956";"474";"0";"1703";"60";"545";"404";"267";"196";"0";"0";"911";"789";"36";"24";"0";"50";"290";"384";"196";"3";"19";"131";"188";"86";"0";"0";"0";"0";"0";"7";"164";"634";"649";"226";"0";"0";"24";"22";"6";"713";"126";"0";"1413";"91";"576";"201";"0";"1359";"79";"1135";"516";"0";"2074";"71";"303";"142";"0";"410";"13";"247";"16";"0";"431";"27";"1111";"534";"0";"2195";"111";"247";"34";"0";"465";"24";"1119";"388";"0";"2165";"93"
"1100940";"Cujubim";"3952";"1586";"54";"9199";"23";"2032";"897";"18";"4701";"14";"1911";"687";"26";"4498";"6";"1335";"696";"16";"3133";"0";"812";"515";"435";"243";"4";"7";"1848";"1283";"0";"0";"0";"69";"402";"571";"259";"0";"55";"201";"275";"108";"0";"0";"3";"0";"0";"0";"271";"1090";"1253";"490";"0";"0";"0";"0";"0";"1066";"255";"8";"2373";"10";"866";"393";"13";"2217";"0";"1587";"736";"16";"3795";"9";"419";"170";"3";"808";"0";"369";"65";"3";"791";"4";"1662";"817";"10";"3905";"9";"376";"61";"0";"779";"0";"1530";"612";"25";"3713";"3"
"1101005";"Governador Jorge Teixeira";"2168";"782";"6";"4956";"32";"1091";"436";"0";"2503";"17";"1077";"346";"5";"2453";"15";"809";"352";"0";"1708";"10";"599";"209";"258";"76";"0";"0";"1244";"464";"3";"3";"0";"34";"185";"321";"252";"0";"3";"76";"149";"86";"0";"0";"0";"0";"0";"0";"98";"463";"719";"411";"0";"0";"3";"3";"0";"479";"93";"0";"1103";"9";"386";"139";"0";"1124";"7";"888";"394";"0";"2071";"10";"410";"136";"0";"654";"3";"177";"22";"0";"371";"0";"913";"399";"0";"2131";"15";"146";"10";"0";"357";"3";"925";"323";"5";"2095";"12"
"1101104";"Itapuã do Oeste";"1953";"730";"7";"5839";"13";"1012";"431";"0";"3000";"3";"941";"296";"0";"2839";"5";"652";"329";"0";"1912";"6";"422";"228";"218";"106";"0";"0";"1129";"781";"3";"0";"0";"41";"160";"274";"162";"0";"6";"73";"140";"88";"0";"0";"0";"0";"0";"0";"148";"594";"737";"418";"0";"0";"3";"0";"0";"481";"86";"0";"1635";"0";"426";"148";"0";"1383";"3";"773";"360";"3";"2181";"3";"268";"131";"0";"640";"0";"186";"25";"0";"548";"0";"824";"396";"0";"2451";"3";"175";"7";"0";"485";"0";"765";"279";"0";"2350";"3"
"1101203";"Ministro Andreazza";"2415";"463";"3";"3582";"0";"1252";"252";"0";"1777";"0";"1163";"209";"0";"1805";"0";"938";"210";"0";"1231";"0";"653";"279";"143";"59";"0";"0";"787";"442";"0";"0";"0";"22";"179";"416";"306";"0";"8";"26";"91";"49";"0";"0";"0";"0";"0";"0";"66";"314";"546";"291";"0";"0";"0";"0";"0";"431";"33";"0";"742";"0";"430";"85";"0";"839";"0";"1034";"223";"0";"1516";"0";"520";"100";"0";"485";"0";"126";"7";"0";"238";"0";"1122";"240";"0";"1539";"0";"143";"3";"0";"208";"0";"1018";"198";"0";"1597";"0"
"1101302";"Mirante da Serra";"2975";"758";"18";"5337";"138";"1485";"433";"3";"2662";"75";"1490";"319";"10";"2675";"62";"1152";"345";"0";"1977";"21";"727";"424";"225";"99";"0";"0";"1245";"729";"18";"3";"0";"52";"274";"469";"334";"0";"8";"70";"136";"92";"0";"0";"0";"0";"0";"3";"127";"545";"815";"467";"0";"0";"6";"10";"3";"578";"78";"0";"1115";"37";"600";"157";"8";"1174";"54";"1236";"350";"3";"2267";"37";"558";"140";"3";"781";"6";"184";"19";"0";"391";"13";"1295";"398";"3";"2270";"62";"193";"15";"0";"352";"12";"1292";"291";"10";"2322";"50"
"1101401";"Monte Negro";"3578";"1078";"15";"6844";"14";"1865";"615";"8";"3490";"3";"1713";"461";"3";"3354";"9";"1301";"517";"0";"2388";"3";"789";"506";"326";"189";"0";"0";"1408";"979";"0";"3";"3";"68";"314";"524";"367";"0";"20";"101";"217";"140";"0";"0";"0";"0";"0";"17";"176";"653";"973";"555";"0";"0";"0";"3";"0";"810";"119";"0";"1492";"0";"729";"209";"0";"1602";"4";"1430";"524";"7";"2835";"6";"609";"208";"0";"914";"0";"285";"13";"0";"518";"0";"1573";"582";"7";"2972";"0";"271";"24";"0";"448";"0";"1439";"422";"3";"2906";"8"
"1101435";"Nova União";"1837";"622";"6";"3724";"4";"933";"348";"0";"1871";"0";"904";"274";"4";"1853";"0";"696";"269";"0";"1268";"0";"479";"215";"191";"74";"0";"0";"851";"417";"0";"0";"0";"26";"155";"310";"186";"0";"3";"53";"119";"57";"0";"0";"0";"0";"0";"0";"66";"324";"533";"331";"0";"0";"0";"0";"0";"397";"67";"0";"780";"0";"371";"118";"0";"819";"0";"764";"321";"0";"1589";"0";"303";"98";"3";"536";"3";"113";"9";"0";"249";"0";"818";"326";"0";"1620";"0";"150";"3";"0";"225";"0";"749";"254";"4";"1626";"0"
