system:index,area_ha,class,class_color,class_name_n1,class_name_n4,nome,territory,year,.geo
0_0_0,2.1097095845019978E7,3,1f8d49,Floresta,Formação Florestal,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_1,174935.46459512302,4,7dc975,Floresta,Formação Savânica,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_2,813977.9006468728,6,007785,Floresta,Floresta Alagável,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_3,1.427634484863281,9,7a5900,Agropecuária,Silvicultura,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_4,23476.79689771098,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_5,19058.70098608406,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_6,223466.51788433894,15,edde8e,Agropecuária,Pastagem,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_7,2294.9838067810115,24,d4271e,Área não Vegetada,Área Urbanizada,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_8,3475.3780326415786,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_9,18211.262766082724,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_10,213.7109210449212,30,9c0027,Área não Vegetada,Mineração,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_11,242830.54741479643,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_12,0.6246761474609375,35,9065d0,Agropecuária,Dendê,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_13,136.76800087890624,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Altamira,1,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,1.2495069860476548E7,3,1f8d49,Floresta,Formação Florestal,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,37.54094663085936,4,7dc975,Floresta,Formação Savânica,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_2,2328732.746525522,6,007785,Floresta,Floresta Alagável,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_3,28441.898842212293,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_4,440.360914953612,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_5,25091.79858982561,15,edde8e,Agropecuária,Pastagem,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_6,1328.6476437072765,24,d4271e,Área não Vegetada,Área Urbanizada,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_7,2661.073531262212,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_8,361834.72737677995,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Juruá-Tefé,2,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0,3254012.556560769,3,1f8d49,Floresta,Formação Florestal,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_1,1048.9430067016597,4,7dc975,Floresta,Formação Savânica,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_2,93871.5676585799,5,04381d,Floresta,Mangue,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_3,658045.8270245694,6,007785,Floresta,Floresta Alagável,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_4,883.4524041137682,9,7a5900,Agropecuária,Silvicultura,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_5,1553013.4612482563,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_6,18702.367126501562,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_7,25025.439357837044,15,edde8e,Agropecuária,Pastagem,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_8,6763.470082305031,24,d4271e,Área não Vegetada,Área Urbanizada,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_9,4148.358594701975,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_10,0.62539072265625,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_11,55.06493512573239,30,9c0027,Área não Vegetada,Mineração,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_12,70.96070594482421,31,091077,Corpo D'água,Aquicultura,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_13,319198.3139475079,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_14,19.127624896240228,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Macapá,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0,3371336.144991716,3,1f8d49,Floresta,Formação Florestal,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_1,40.376182562255835,4,7dc975,Floresta,Formação Savânica,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_2,780015.6348802687,6,007785,Floresta,Floresta Alagável,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_3,45085.92358015223,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_4,1407.4723472656242,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_5,12806.109085437063,15,edde8e,Agropecuária,Pastagem,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_6,321.6303340515133,24,d4271e,Área não Vegetada,Área Urbanizada,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_7,401.43628513794175,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_8,2.056057141113281,31,091077,Corpo D'água,Aquicultura,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_9,297824.34974706365,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_10,125.50119732055585,35,9065d0,Agropecuária,Dendê,Portel,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0,3448106.34074895,3,1f8d49,Floresta,Formação Florestal,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_1,163.0035947082519,4,7dc975,Floresta,Formação Savânica,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_2,14571.345041271945,6,007785,Floresta,Floresta Alagável,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_3,1028.8203428283682,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_4,2075.8239936706536,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_5,316178.7809214414,15,edde8e,Agropecuária,Pastagem,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_6,3757.6778105530443,24,d4271e,Área não Vegetada,Área Urbanizada,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_7,17856.11067908917,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_8,7673.973600195312,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Rio Branco-Brasiléia,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0,873295.4668634676,3,1f8d49,Floresta,Formação Florestal,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_1,49.25487889404322,4,7dc975,Floresta,Formação Savânica,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_2,163121.26556021612,5,04381d,Floresta,Mangue,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_3,124992.11918117694,6,007785,Floresta,Floresta Alagável,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_4,23808.29808791401,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_5,7163.398362310842,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_6,102528.08186470722,15,edde8e,Agropecuária,Pastagem,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_7,1069.3099411682128,23,ffa07a,Área não Vegetada,"Praia, Duna e Areal",Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_8,6871.007107849094,24,d4271e,Área não Vegetada,Área Urbanizada,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_9,6177.595450958241,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_10,32.53582804565418,30,9c0027,Área não Vegetada,Mineração,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_11,2627.264187084969,32,fc8114,Vegetação Herbácea e Arbustiva,Apicum,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_12,148324.52592604663,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_13,629.7740542602537,35,9065d0,Agropecuária,Dendê,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_14,84.28931776733397,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_15,1359.995696441652,48,e6ccff,Agropecuária,Outras Lavouras Perenes,Salgado-Bragantino,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_0,2.109335615430948E7,3,1f8d49,Floresta,Formação Florestal,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_1,174915.558555322,4,7dc975,Floresta,Formação Savânica,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_2,810231.1862801369,6,007785,Floresta,Floresta Alagável,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_3,1.427634484863281,9,7a5900,Agropecuária,Silvicultura,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_4,21904.941519781238,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_5,19079.265576562597,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_6,226304.33225134952,15,edde8e,Agropecuária,Pastagem,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_7,2421.064297137456,24,d4271e,Área não Vegetada,Área Urbanizada,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_8,3763.8967710082793,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_9,18212.149956140096,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_10,244.3687046752933,30,9c0027,Área não Vegetada,Mineração,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_11,248779.36626728103,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_12,0.7138228149414062,35,9065d0,Agropecuária,Dendê,Altamira,1,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_0,1.2496272336592E7,3,1f8d49,Floresta,Formação Florestal,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1,38.43262072753906,4,7dc975,Floresta,Formação Savânica,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2,2320177.344620555,6,007785,Floresta,Floresta Alagável,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3,26618.206988733367,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4,494.93994250488174,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_5,22900.065666589544,15,edde8e,Agropecuária,Pastagem,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_6,1357.2398465515162,24,d4271e,Área não Vegetada,Área Urbanizada,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_7,2768.208011450197,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_8,373074.35863859014,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Juruá-Tefé,2,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0,3254823.6585982544,3,1f8d49,Floresta,Formação Florestal,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_1,1049.6576555358881,4,7dc975,Floresta,Formação Savânica,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_2,92216.34566327931,5,04381d,Floresta,Mangue,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_3,658397.6541063166,6,007785,Floresta,Floresta Alagável,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_4,934.316591503904,9,7a5900,Agropecuária,Silvicultura,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_5,1545337.3437554273,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_6,18711.482511627317,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_7,23375.550612695446,15,edde8e,Agropecuária,Pastagem,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_8,7438.315196691004,24,d4271e,Área não Vegetada,Área Urbanizada,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_9,3881.866183636262,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_10,0.62539072265625,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_11,74.73110682983382,30,9c0027,Área não Vegetada,Mineração,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_12,50.85174509887695,31,091077,Corpo D'água,Aquicultura,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_13,328552.3876136935,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_14,23.507550354003893,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Macapá,3,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_0,3370909.1112601086,3,1f8d49,Floresta,Formação Florestal,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_1,40.376182562255835,4,7dc975,Floresta,Formação Savânica,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_2,778040.2352467242,6,007785,Floresta,Floresta Alagável,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_3,43640.39400184354,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_4,1398.0025938903802,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_5,14506.659729919467,15,edde8e,Agropecuária,Pastagem,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_6,342.7168951904287,24,d4271e,Área não Vegetada,Área Urbanizada,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_7,395.1818280151377,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_8,2.056057141113281,31,091077,Corpo D'água,Aquicultura,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_9,300069.485363423,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_10,5.713549816894534,35,9065d0,Agropecuária,Dendê,Portel,4,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_0,3448794.974095714,3,1f8d49,Floresta,Formação Florestal,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_1,162.9181232421874,4,7dc975,Floresta,Formação Savânica,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_2,14649.664776049773,6,007785,Floresta,Floresta Alagável,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_3,791.8997318237314,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_4,2129.5302981933582,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_5,315162.993251465,15,edde8e,Agropecuária,Pastagem,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_6,3949.4712686646394,24,d4271e,Área não Vegetada,Área Urbanizada,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_7,18077.67224755247,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_8,7744.169103173835,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Rio Branco-Brasiléia,5,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_0,873873.5672305342,3,1f8d49,Floresta,Formação Florestal,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_1,48.80793916015652,4,7dc975,Floresta,Formação Savânica,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_2,163242.3890677368,5,04381d,Floresta,Mangue,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_3,125016.24523936115,6,007785,Floresta,Floresta Alagável,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_4,22940.44565353917,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_5,7131.572821008364,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_6,103210.52292148238,15,edde8e,Agropecuária,Pastagem,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_7,1069.3099345397948,23,ffa07a,Área não Vegetada,"Praia, Duna e Areal",Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_8,7238.197941174264,24,d4271e,Área não Vegetada,Área Urbanizada,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_9,6547.006810980204,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_10,32.53582804565418,30,9c0027,Área não Vegetada,Mineração,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_11,2629.8564759948817,32,fc8114,Vegetação Herbácea e Arbustiva,Apicum,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_12,148510.36417557125,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_13,222.7357689819324,35,9065d0,Agropecuária,Dendê,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_14,15.284710571289061,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_15,326.50306596069356,48,e6ccff,Agropecuária,Outras Lavouras Perenes,Salgado-Bragantino,6,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_0,2.104536646558353E7,3,1f8d49,Floresta,Formação Florestal,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_1,175038.89625633505,4,7dc975,Floresta,Formação Savânica,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_2,805265.3730645174,6,007785,Floresta,Floresta Alagável,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_3,1.427634484863281,9,7a5900,Agropecuária,Silvicultura,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_4,18840.964361266902,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_5,18966.39880194104,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_6,273776.7576836873,15,edde8e,Agropecuária,Pastagem,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_7,2466.577636578377,24,d4271e,Área não Vegetada,Área Urbanizada,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_8,4899.657617065409,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_9,18213.654017352263,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_10,322.7767277221692,30,9c0027,Área não Vegetada,Mineração,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_11,255971.31709942807,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_12,0.0892394287109375,35,9065d0,Agropecuária,Dendê,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_13,35.821134075927716,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Altamira,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_0,1.2492248299134865E7,3,1f8d49,Floresta,Formação Florestal,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_1,36.568580554199215,4,7dc975,Floresta,Formação Savânica,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_2,2317282.760250835,6,007785,Floresta,Floresta Alagável,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_3,25686.69721588184,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_4,492.521570184325,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_5,27287.11123898302,15,edde8e,Agropecuária,Pastagem,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_6,1378.0995982177742,24,d4271e,Área não Vegetada,Área Urbanizada,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_7,2761.8737507995615,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_8,376446.6770208489,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Juruá-Tefé,2,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_0,3255041.6820283486,3,1f8d49,Floresta,Formação Florestal,Macapá,3,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_1,1045.4561689392083,4,7dc975,Floresta,Formação Savânica,Macapá,3,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_2,90881.90184402154,5,04381d,Floresta,Mangue,Macapá,3,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_3,657480.4707123927,6,007785,Floresta,Floresta Alagável,Macapá,3,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_4,8919.506705865693,9,7a5900,Agropecuária,Silvicultura,Macapá,3,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
