Municípios;Código municipal;UF;%
Santa Cruz dos Milagres;2209153;PI;sem ocorrência
Santa Efigênia de Minas;3157500;MG;sem ocorrência
Santa Ernestina;3546504;SP;sem ocorrência
Santa Fé;4123402;PR;sem ocorrência
Santa Fé de Goiás;5219258;GO;sem ocorrência
Santa Fé de Minas;3157609;MG;sem ocorrência
Santa Fé do Araguaia;1718865;TO;sem ocorrência
Santa Fé do Sul;3546603;SP;sem ocorrência
Santa Filomena;2209203;PI;sem ocorrência
Santa Filomena;2612554;PE;sem ocorrência
Santa Filomena do Maranhão;2109759;MA;sem ocorrência
Santa Gertrudes;3546702;SP;sem ocorrência
Santa Helena;2109809;MA;87,59
Santa Helena;2513307;PB;sem ocorrência
Santa Helena;4123501;PR;sem ocorrência
Santa Helena;4215554;SC;sem ocorrência
Santa Helena de Goiás;5219308;GO;sem ocorrência
Santa Helena de Minas;3157658;MG;sem ocorrência
Santa Inês;2109908;MA;15,13
Santa Inês;2513356;PB;sem ocorrência
Santa Inês;2927903;BA;sem ocorrência
Santa Inês;4123600;PR;sem ocorrência
Santa Isabel;3546801;SP;93,89
Santa Isabel;5219357;GO;sem ocorrência
Santa Isabel do Ivaí;4123709;PR;sem ocorrência
Santa Isabel do Rio Negro;1303601;AM;84,5
Santa Izabel do Oeste;4123808;PR;sem ocorrência
Santa Izabel do Pará;1506500;PA;0,04
Santa Juliana;3157708;MG;sem ocorrência
Santa Leopoldina;3204500;ES;sem ocorrência
Santa Lúcia;3546900;SP;sem ocorrência
Santa Lúcia;4123824;PR;sem ocorrência
Santa Luz;2209302;PI;sem ocorrência
Santa Luzia;2110005;MA;sem ocorrência
Santa Luzia;2513406;PB;sem ocorrência
Santa Luzia;2928059;BA;sem ocorrência
Santa Luzia;3157807;MG;0,02
Santa Luzia D'Oeste;1100296;RO;sem ocorrência
Santa Luzia do Itanhy;2806305;SE;sem ocorrência
Santa Luzia do Norte;2707909;AL;32,85
Santa Luzia do Pará;1506559;PA;sem ocorrência
Santa Luzia do Paruá;2110039;MA;sem ocorrência
Santa Margarida;3157906;MG;sem ocorrência
Santa Margarida do Sul;4316972;RS;sem ocorrência
Santa Maria;2409332;RN;sem ocorrência
Santa Maria;4316907;RS;sem ocorrência
Santa Maria da Boa Vista;2612604;PE;0,11
Santa Maria da Serra;3547007;SP;100
Santa Maria da Vitória;2928109;BA;sem ocorrência
Santa Maria das Barreiras;1506583;PA;sem ocorrência
Santa Maria de Itabira;3158003;MG;17,1
Santa Maria de Jetibá;3204559;ES;sem ocorrência
Santa Maria do Cambucá;2612703;PE;sem ocorrência
Santa Maria do Herval;4316956;RS;sem ocorrência
Santa Maria do Oeste;4123857;PR;sem ocorrência
Santa Maria do Pará;1506609;PA;sem ocorrência
Santa Maria do Salto;3158102;MG;2,04
Santa Maria do Suaçuí;3158201;MG;sem ocorrência
Santa Maria do Tocantins;1718881;TO;sem ocorrência
Santa Maria Madalena;3304607;RJ;0,02
Santa Mariana;4123907;PR;sem ocorrência
Santa Mercedes;3547106;SP;sem ocorrência
Santa Mônica;4123956;PR;sem ocorrência
Santa Quitéria;2312205;CE;sem ocorrência
Santa Quitéria do Maranhão;2110104;MA;3,51
Santa Rita;2110203;MA;22,58
Santa Rita;2513703;PB;sem ocorrência
Santa Rita d'Oeste;3547403;SP;sem ocorrência
Santa Rita de Caldas;3159209;MG;0,43
Santa Rita de Cássia;2928406;BA;24,78
Santa Rita de Ibitipoca;3159407;MG;sem ocorrência
Santa Rita de Jacutinga;3159308;MG;0,5
Santa Rita de Minas;3159357;MG;sem ocorrência
Santa Rita do Araguaia;5219407;GO;sem ocorrência
Santa Rita do Itueto;3159506;MG;0,1
Santa Rita do Novo Destino;5219456;GO;sem ocorrência
Santa Rita do Pardo;5007554;MS;sem ocorrência
Santa Rita do Passa Quatro;3547502;SP;sem ocorrência
Santa Rita do Sapucaí;3159605;MG;sem ocorrência
Santa Rita do Tocantins;1718899;TO;sem ocorrência
Santa Rita do Trivelato;5107768;MT;2,59
Santa Rosa;4317202;RS;sem ocorrência
Santa Rosa da Serra;3159704;MG;sem ocorrência
Santa Rosa de Goiás;5219506;GO;sem ocorrência
Santa Rosa de Lima;2806503;SE;sem ocorrência
Santa Rosa de Lima;4215604;SC;sem ocorrência
Santa Rosa de Viterbo;3547601;SP;sem ocorrência
Santa Rosa do Piauí;2209377;PI;sem ocorrência
Santa Rosa do Purus;1200435;AC;0,71
Santa Rosa do Sul;4215653;SC;sem ocorrência
Santa Rosa do Tocantins;1718907;TO;sem ocorrência
Santa Salete;3547650;SP;sem ocorrência
Santa Teresa;3204609;ES;0,39
Santa Teresinha;2513802;PB;sem ocorrência
Santa Tereza;4317251;RS;sem ocorrência
Santa Tereza de Goiás;5219605;GO;sem ocorrência
Santa Tereza do Oeste;4124020;PR;sem ocorrência
Santa Tereza do Tocantins;1719004;TO;sem ocorrência
Santa Terezinha;2612802;PE;sem ocorrência
Santa Terezinha;2928505;BA;sem ocorrência
Santa Terezinha;4215679;SC;sem ocorrência
Santa Terezinha;5107776;MT;sem ocorrência
Santa Terezinha de Goiás;5219704;GO;sem ocorrência
Santa Terezinha de Itaipu;4124053;PR;sem ocorrência
Santa Terezinha do Progresso;4215687;SC;sem ocorrência
Santa Terezinha do Tocantins;1720002;TO;sem ocorrência
Santa Vitória;3159803;MG;sem ocorrência
Santa Vitória do Palmar;4317301;RS;sem ocorrência
Santaluz;2928000;BA;sem ocorrência
Santana;1600600;AP;0,01
Santana;2928208;BA;sem ocorrência
Santana da Boa Vista;4317004;RS;sem ocorrência
Santana da Ponte Pensa;3547205;SP;sem ocorrência
Santana da Vargem;3158300;MG;sem ocorrência
Santana de Cataguases;3158409;MG;sem ocorrência
Santana de Mangueira;2513505;PB;sem ocorrência
Santana de Parnaíba;3547304;SP;3,52
Santana de Pirapama;3158508;MG;sem ocorrência
Santana do Acaraú;2312007;CE;sem ocorrência
Santana do Araguaia;1506708;PA;sem ocorrência
Santana do Cariri;2312106;CE;50,52
Santana do Deserto;3158607;MG;sem ocorrência
Santana do Garambéu;3158706;MG;sem ocorrência
Santana do Ipanema;2708006;AL;23,04
Santana do Itararé;4124004;PR;sem ocorrência
Santana do Jacaré;3158805;MG;sem ocorrência
Santana do Manhuaçu;3158904;MG;sem ocorrência
Santana do Maranhão;2110237;MA;0,14
Santana do Matos;2411403;RN;sem ocorrência
Santana do Mundaú;2708105;AL;sem ocorrência
Santana do Paraíso;3158953;MG;sem ocorrência
Santana do Piauí;2209351;PI;sem ocorrência
Santana do Riacho;3159001;MG;62,51
Santana do São Francisco;2806404;SE;sem ocorrência
Santana do Seridó;2411429;RN;sem ocorrência
Santana dos Garrotes;2513604;PB;sem ocorrência
Santana dos Montes;3159100;MG;sem ocorrência
Santanópolis;2928307;BA;sem ocorrência
Santarém;1506807;PA;4,48
Santarém Novo;1506906;PA;0,29
Santiago;4317400;RS;sem ocorrência
Santiago do Sul;4215695;SC;sem ocorrência
Santo Afonso;5107263;MT;sem ocorrência
Santo Amaro;2928604;BA;0,37
Santo Amaro da Imperatriz;4215703;SC;0,4
Santo Amaro das Brotas;2806602;SE;sem ocorrência
Santo Amaro do Maranhão;2110278;MA;99,65
Santo Anastácio;3547700;SP;sem ocorrência
Santo André;2513851;PB;sem ocorrência
Santo André;3547809;SP;0,27
Santo Ângelo;4317509;RS;sem ocorrência
Santo Antônio;2411502;RN;sem ocorrência
Santo Antônio da Alegria;3547908;SP;sem ocorrência
Santo Antônio da Barra;5219712;GO;sem ocorrência
Santo Antônio da Patrulha;4317608;RS;79,25
Santo Antônio da Platina;4124103;PR;sem ocorrência
Santo Antônio das Missões;4317707;RS;sem ocorrência
Santo Antônio de Goiás;5219738;GO;sem ocorrência
Santo Antônio de Jesus;2928703;BA;sem ocorrência
Santo Antônio de Lisboa;2209401;PI;sem ocorrência
Santo Antônio de Pádua;3304706;RJ;0,57
Santo Antônio de Posse;3548005;SP;17,39
Santo Antônio do Amparo;3159902;MG;sem ocorrência
Santo Antônio do Aracanguá;3548054;SP;sem ocorrência
Santo Antônio do Aventureiro;3160009;MG;sem ocorrência
Santo Antônio do Caiuá;4124202;PR;sem ocorrência
Santo Antônio do Descoberto;5219753;GO;0,1
Santo Antônio do Grama;3160108;MG;sem ocorrência
Santo Antônio do Içá;1303700;AM;0,86
Santo Antônio do Itambé;3160207;MG;34,05
Santo Antônio do Jacinto;3160306;MG;sem ocorrência
Santo Antônio do Jardim;3548104;SP;sem ocorrência
Santo Antônio do Leste;5107792;MT;sem ocorrência
Santo Antônio do Leverger;5107800;MT;0,48
Santo Antônio do Monte;3160405;MG;sem ocorrência
Santo Antônio do Palma;4317558;RS;sem ocorrência
Santo Antônio do Paraíso;4124301;PR;sem ocorrência
Santo Antônio do Pinhal;3548203;SP;100
Santo Antônio do Planalto;4317756;RS;sem ocorrência
Santo Antônio do Retiro;3160454;MG;sem ocorrência
Santo Antônio do Rio Abaixo;3160504;MG;sem ocorrência
Santo Antônio do Sudoeste;4124400;PR;sem ocorrência
Santo Antônio do Tauá;1507003;PA;sem ocorrência
Santo Antônio dos Lopes;2110302;MA;sem ocorrência
Santo Antônio dos Milagres;2209450;PI;sem ocorrência
Santo Augusto;4317806;RS;sem ocorrência
Santo Cristo;4317905;RS;sem ocorrência
Santo Estêvão;2928802;BA;4,09
Santo Expedito;3548302;SP;sem ocorrência
Santo Expedito do Sul;4317954;RS;sem ocorrência
Santo Hipólito;3160603;MG;sem ocorrência
Santo Inácio;4124509;PR;sem ocorrência
Santo Inácio do Piauí;2209500;PI;sem ocorrência
Santópolis do Aguapeí;3548401;SP;sem ocorrência
Santos;3548500;SP;0
Santos Dumont;3160702;MG;sem ocorrência
São Benedito;2312304;CE;sem ocorrência
São Benedito do Rio Preto;2110401;MA;1,87
São Benedito do Sul;2612901;PE;sem ocorrência
São Bentinho;2513927;PB;sem ocorrência
São Bento;2110500;MA;90,24
São Bento;2513901;PB;sem ocorrência
São Bento Abade;3160801;MG;sem ocorrência
São Bento do Norte;2411601;RN;sem ocorrência
São Bento do Sapucaí;3548609;SP;100
São Bento do Sul;4215802;SC;2,93
São Bento do Tocantins;1720101;TO;sem ocorrência
São Bento do Trairí;2411700;RN;sem ocorrência
São Bento do Una;2613008;PE;sem ocorrência
São Bernardino;4215752;SC;sem ocorrência
São Bernardo;2110609;MA;sem ocorrência
São Bernardo do Campo;3548708;SP;0,03
São Bonifácio;4215901;SC;4,79
São Borja;4318002;RS;sem ocorrência
São Brás;2708204;AL;sem ocorrência
São Brás do Suaçuí;3160900;MG;sem ocorrência
São Braz do Piauí;2209559;PI;sem ocorrência
São Caetano de Odivelas;1507102;PA;5,7
São Caetano do Sul;3548807;SP;sem ocorrência
São Caitano;2613107;PE;sem ocorrência
São Carlos;3548906;SP;1,13
São Carlos;4216008;SC;sem ocorrência
São Carlos do Ivaí;4124608;PR;sem ocorrência
São Cristóvão;2806701;SE;sem ocorrência
São Cristóvão do Sul;4216057;SC;sem ocorrência
São Desidério;2928901;BA;1,3
São Domingos;2513968;PB;sem ocorrência
São Domingos;2806800;SE;sem ocorrência
São Domingos;2928950;BA;sem ocorrência
São Domingos;4216107;SC;sem ocorrência
São Domingos;5219803;GO;3,47
São Domingos das Dores;3160959;MG;sem ocorrência
São Domingos do Araguaia;1507151;PA;sem ocorrência
São Domingos do Azeitão;2110658;MA;sem ocorrência
São Domingos do Capim;1507201;PA;sem ocorrência
São Domingos do Cariri;2513943;PB;sem ocorrência
São Domingos do Maranhão;2110708;MA;sem ocorrência
São Domingos do Norte;3204658;ES;sem ocorrência
São Domingos do Prata;3161007;MG;sem ocorrência
São Domingos do Sul;4318051;RS;sem ocorrência
São Felipe;2929107;BA;sem ocorrência
São Felipe D'Oeste;1101484;RO;sem ocorrência
São Félix;2929008;BA;6,55
São Félix de Balsas;2110807;MA;sem ocorrência
São Félix de Minas;3161056;MG;sem ocorrência
São Félix do Araguaia;5107859;MT;sem ocorrência
São Félix do Coribe;2929057;BA;sem ocorrência
São Félix do Piauí;2209609;PI;sem ocorrência
São Félix do Tocantins;1720150;TO;0,84
São Félix do Xingu;1507300;PA;9,89
São Fernando;2411809;RN;sem ocorrência
São Fidélis;3304805;RJ;0,2
São Francisco;2513984;PB;sem ocorrência
São Francisco;2806909;SE;sem ocorrência
São Francisco;3161106;MG;sem ocorrência
São Francisco;3549003;SP;sem ocorrência
São Francisco de Assis;4318101;RS;sem ocorrência
São Francisco de Assis do Piauí;2209658;PI;sem ocorrência
São Francisco de Goiás;5219902;GO;sem ocorrência
São Francisco de Itabapoana;3304755;RJ;0,05
São Francisco de Paula;3161205;MG;sem ocorrência
São Francisco de Paula;4318200;RS;5,81
São Francisco de Sales;3161304;MG;sem ocorrência
São Francisco do Brejão;2110856;MA;sem ocorrência
São Francisco do Conde;2929206;BA;16,96
São Francisco do Glória;3161403;MG;sem ocorrência
São Francisco do Guaporé;1101492;RO;0,97
São Francisco do Maranhão;2110906;MA;sem ocorrência
São Francisco do Oeste;2411908;RN;sem ocorrência
São Francisco do Pará;1507409;PA;sem ocorrência
São Francisco do Piauí;2209708;PI;sem ocorrência
São Francisco do Sul;4216206;SC;0,14
São Gabriel;2929255;BA;sem ocorrência
São Gabriel;4318309;RS;sem ocorrência
São Gabriel da Cachoeira;1303809;AM;3,41
São Gabriel da Palha;3204708;ES;sem ocorrência
São Gabriel do Oeste;5007695;MS;0,11
São Geraldo;3161502;MG;sem ocorrência
São Geraldo da Piedade;3161601;MG;0,03
São Geraldo do Araguaia;1507458;PA;2,85
São Geraldo do Baixio;3161650;MG;sem ocorrência
São Gonçalo;3304904;RJ;2,89
São Gonçalo do Abaeté;3161700;MG;sem ocorrência
São Gonçalo do Amarante;2312403;CE;18,63
São Gonçalo do Amarante;2412005;RN;sem ocorrência
São Gonçalo do Gurguéia;2209757;PI;sem ocorrência
São Gonçalo do Pará;3161809;MG;sem ocorrência
São Gonçalo do Piauí;2209807;PI;sem ocorrência
São Gonçalo do Rio Abaixo;3161908;MG;sem ocorrência
São Gonçalo do Rio Preto;3125507;MG;sem ocorrência
São Gonçalo do Sapucaí;3162005;MG;sem ocorrência
São Gonçalo dos Campos;2929305;BA;4,66
São Gotardo;3162104;MG;sem ocorrência
São Jerônimo;4318408;RS;sem ocorrência
São Jerônimo da Serra;4124707;PR;sem ocorrência
São João;2613206;PE;sem ocorrência
São João;4124806;PR;sem ocorrência
São João Batista;2111003;MA;100
São João Batista;4216305;SC;sem ocorrência
São João Batista do Glória;3162203;MG;0,64
São João d'Aliança;5220009;GO;1,53
São João da Baliza;1400506;RR;sem ocorrência
São João da Barra;3305000;RJ;0,02
São João da Boa Vista;3549102;SP;sem ocorrência
São João da Canabrava;2209856;PI;sem ocorrência
São João da Fronteira;2209872;PI;100
São João da Lagoa;3162252;MG;sem ocorrência
São João da Mata;3162302;MG;7,48
São João da Paraúna;5220058;GO;sem ocorrência
São João da Ponta;1507466;PA;0,77
São João da Ponte;3162401;MG;sem ocorrência
São João da Serra;2209906;PI;sem ocorrência
São João da Urtiga;4318424;RS;sem ocorrência
São João da Varjota;2209955;PI;sem ocorrência
São João das Duas Pontes;3549201;SP;sem ocorrência
São João das Missões;3162450;MG;sem ocorrência
São João de Iracema;3549250;SP;sem ocorrência
São João de Meriti;3305109;RJ;sem ocorrência
São João de Pirabas;1507474;PA;sem ocorrência
São João del Rei;3162500;MG;0,73
São João do Araguaia;1507508;PA;sem ocorrência
São João do Arraial;2209971;PI;sem ocorrência
São João do Caiuá;4124905;PR;sem ocorrência
São João do Cariri;2514008;PB;4,73
São João do Carú;2111029;MA;sem ocorrência
São João do Itaperiú;4216354;SC;sem ocorrência
São João do Ivaí;4125001;PR;sem ocorrência
São João do Jaguaribe;2312502;CE;sem ocorrência
São João do Manhuaçu;3162559;MG;sem ocorrência
São João do Manteninha;3162575;MG;sem ocorrência
São João do Oeste;4216255;SC;sem ocorrência
São João do Oriente;3162609;MG;sem ocorrência
São João do Pacuí;3162658;MG;sem ocorrência
São João do Paraíso;2111052;MA;sem ocorrência
São João do Paraíso;3162708;MG;sem ocorrência
São João do Pau d'Alho;3549300;SP;sem ocorrência
São João do Piauí;2210003;PI;sem ocorrência
São João do Polêsine;4318432;RS;sem ocorrência
São João do Rio do Peixe;2500700;PB;sem ocorrência
São João do Sabugi;2412104;RN;sem ocorrência
São João do Soter;2111078;MA;sem ocorrência
São João do Sul;4216404;SC;sem ocorrência
São João do Tigre;2514107;PB;33,59
São João do Triunfo;4125100;PR;sem ocorrência
São João dos Patos;2111102;MA;sem ocorrência
São João Evangelista;3162807;MG;sem ocorrência
São João Nepomuceno;3162906;MG;sem ocorrência
São Joaquim;4216503;SC;sem ocorrência
São Joaquim da Barra;3549409;SP;sem ocorrência
São Joaquim de Bicas;3162922;MG;sem ocorrência
São Joaquim do Monte;2613305;PE;sem ocorrência
São Jorge;4318440;RS;sem ocorrência
São Jorge d'Oeste;4125209;PR;sem ocorrência
São Jorge do Ivaí;4125308;PR;sem ocorrência
São Jorge do Patrocínio;4125357;PR;44,48
São José;4216602;SC;sem ocorrência
São José da Barra;3162948;MG;sem ocorrência
São José da Bela Vista;3549508;SP;sem ocorrência
São José da Boa Vista;4125407;PR;sem ocorrência
São José da Coroa Grande;2613404;PE;0,15
São José da Lagoa Tapada;2514206;PB;sem ocorrência
São José da Laje;2708303;AL;2,98
São José da Lapa;3162955;MG;0,02
São José da Safira;3163003;MG;sem ocorrência
São José da Tapera;2708402;AL;sem ocorrência
São José da Varginha;3163102;MG;sem ocorrência
São José da Vitória;2929354;BA;0,49
São José das Missões;4318457;RS;sem ocorrência
São José das Palmeiras;4125456;PR;sem ocorrência
São José de Caiana;2514305;PB;sem ocorrência
São José de Espinharas;2514404;PB;sem ocorrência
São José de Mipibu;2412203;RN;56,55
São José de Piranhas;2514503;PB;sem ocorrência
São José de Princesa;2514552;PB;sem ocorrência
São José de Ribamar;2111201;MA;36,77
São José de Ubá;3305133;RJ;sem ocorrência
São José do Alegre;3163201;MG;sem ocorrência
São José do Barreiro;3549607;SP;1,51
São José do Belmonte;2613503;PE;sem ocorrência
São José do Bonfim;2514602;PB;sem ocorrência
São José do Brejo do Cruz;2514651;PB;sem ocorrência
São José do Calçado;3204807;ES;sem ocorrência
São José do Campestre;2412302;RN;sem ocorrência
São José do Cedro;4216701;SC;sem ocorrência
São José do Cerrito;4216800;SC;sem ocorrência
São José do Divino;2210052;PI;100
São José do Divino;3163300;MG;sem ocorrência
São José do Egito;2613602;PE;sem ocorrência
São José do Goiabal;3163409;MG;sem ocorrência
São José do Herval;4318465;RS;sem ocorrência
São José do Hortêncio;4318481;RS;sem ocorrência
São José do Inhacorá;4318499;RS;sem ocorrência
São José do Jacuípe;2929370;BA;sem ocorrência
São José do Jacuri;3163508;MG;sem ocorrência
São José do Mantimento;3163607;MG;sem ocorrência
São José do Norte;4318507;RS;sem ocorrência
São José do Ouro;4318606;RS;sem ocorrência
São José do Peixe;2210102;PI;sem ocorrência
São José do Piauí;2210201;PI;sem ocorrência
São José do Povo;5107297;MT;sem ocorrência
São José do Rio Claro;5107305;MT;sem ocorrência
São José do Rio Pardo;3549706;SP;sem ocorrência
São José do Rio Preto;3549805;SP;sem ocorrência
São José do Sabugi;2514701;PB;sem ocorrência
São José do Seridó;2412401;RN;sem ocorrência
São José do Sul;4318614;RS;sem ocorrência
São José do Vale do Rio Preto;3305158;RJ;sem ocorrência
São José do Xingu;5107354;MT;sem ocorrência
São José dos Ausentes;4318622;RS;sem ocorrência
São José dos Basílios;2111250;MA;sem ocorrência
São José dos Campos;3549904;SP;11,86
São José dos Cordeiros;2514800;PB;sem ocorrência
São José dos Pinhais;4125506;PR;0,65
São José dos Quatro Marcos;5107107;MT;sem ocorrência
São José dos Ramos;2514453;PB;sem ocorrência
São Julião;2210300;PI;1,26
São Leopoldo;4318705;RS;sem ocorrência
São Lourenço;3163706;MG;sem ocorrência
São Lourenço da Mata;2613701;PE;sem ocorrência
São Lourenço da Serra;3549953;SP;sem ocorrência
São Lourenço do Oeste;4216909;SC;sem ocorrência
São Lourenço do Piauí;2210359;PI;sem ocorrência
São Lourenço do Sul;4318804;RS;0,02
São Ludgero;4217006;SC;sem ocorrência
São Luís;2111300;MA;17,4
São Luís de Montes Belos;5220108;GO;sem ocorrência
São Luís do Curu;2312601;CE;sem ocorrência
São Luis do Piauí;2210375;PI;sem ocorrência
São Luís do Quitunde;2708501;AL;sem ocorrência
São Luís Gonzaga do Maranhão;2111409;MA;sem ocorrência
São Luiz;1400605;RR;sem ocorrência
São Luiz do Norte;5220157;GO;sem ocorrência
São Luiz do Paraitinga;3550001;SP;0,18
São Luiz Gonzaga;4318903;RS;sem ocorrência
São Mamede;2514909;PB;sem ocorrência
São Manoel do Paraná;4125555;PR;sem ocorrência
São Manuel;3550100;SP;0,75
São Marcos;4319000;RS;sem ocorrência
São Martinho;4217105;SC;0,03
São Martinho;4319109;RS;sem ocorrência
São Martinho da Serra;4319125;RS;sem ocorrência
São Mateus;3204906;ES;sem ocorrência
São Mateus do Maranhão;2111508;MA;1,88
São Mateus do Sul;4125605;PR;sem ocorrência
São Miguel;2412500;RN;sem ocorrência
São Miguel Arcanjo;3550209;SP;0,01
São Miguel da Baixa Grande;2210383;PI;sem ocorrência
São Miguel da Boa Vista;4217154;SC;sem ocorrência
São Miguel das Matas;2929404;BA;sem ocorrência
São Miguel das Missões;4319158;RS;sem ocorrência
São Miguel de Taipu;2515005;PB;sem ocorrência
São Miguel do Aleixo;2807006;SE;sem ocorrência
São Miguel do Anta;3163805;MG;sem ocorrência
São Miguel do Araguaia;5220207;GO;1,01
São Miguel do Fidalgo;2210391;PI;sem ocorrência
São Miguel do Gostoso;2412559;RN;sem ocorrência
São Miguel do Guamá;1507607;PA;sem ocorrência
São Miguel do Guaporé;1100320;RO;0,01
São Miguel do Iguaçu;4125704;PR;sem ocorrência
São Miguel do Oeste;4217204;SC;sem ocorrência
São Miguel do Passa Quatro;5220264;GO;sem ocorrência
São Miguel do Tapuio;2210409;PI;0,01
São Miguel do Tocantins;1720200;TO;sem ocorrência
São Miguel dos Campos;2708600;AL;sem ocorrência
São Miguel dos Milagres;2708709;AL;0,21
São Nicolau;4319208;RS;sem ocorrência
São Patrício;5220280;GO;sem ocorrência
São Paulo;3550308;SP;1,78
São Paulo das Missões;4319307;RS;sem ocorrência
São Paulo de Olivença;1303908;AM;sem ocorrência
São Paulo do Potengi;2412609;RN;sem ocorrência
São Pedro;2412708;RN;sem ocorrência
São Pedro;3550407;SP;82,17
São Pedro da Água Branca;2111532;MA;sem ocorrência
São Pedro da Aldeia;3305208;RJ;17,17
São Pedro da Cipa;5107404;MT;sem ocorrência
São Pedro da Serra;4319356;RS;sem ocorrência
São Pedro da União;3163904;MG;sem ocorrência
São Pedro das Missões;4319364;RS;sem ocorrência
São Pedro de Alcântara;4217253;SC;sem ocorrência
São Pedro do Butiá;4319372;RS;sem ocorrência
São Pedro do Iguaçu;4125753;PR;sem ocorrência
São Pedro do Ivaí;4125803;PR;sem ocorrência
São Pedro do Paraná;4125902;PR;68,96
São Pedro do Piauí;2210508;PI;sem ocorrência
São Pedro do Suaçuí;3164100;MG;sem ocorrência
São Pedro do Sul;4319406;RS;sem ocorrência
São Pedro do Turvo;3550506;SP;sem ocorrência
São Pedro dos Crentes;2111573;MA;sem ocorrência
São Pedro dos Ferros;3164001;MG;sem ocorrência
São Rafael;2412807;RN;sem ocorrência
São Raimundo das Mangabeiras;2111607;MA;sem ocorrência
São Raimundo do Doca Bezerra;2111631;MA;sem ocorrência
São Raimundo Nonato;2210607;PI;sem ocorrência
São Roberto;2111672;MA;sem ocorrência
São Romão;3164209;MG;sem ocorrência
São Roque;3550605;SP;15,15
São Roque de Minas;3164308;MG;1,82
São Roque do Canaã;3204955;ES;sem ocorrência
São Salvador do Tocantins;1720259;TO;71,45
São Sebastião;2708808;AL;sem ocorrência
São Sebastião;3550704;SP;1,12
São Sebastião da Amoreira;4126009;PR;sem ocorrência
São Sebastião da Bela Vista;3164407;MG;sem ocorrência
São Sebastião da Boa Vista;1507706;PA;94,68
São Sebastião da Grama;3550803;SP;sem ocorrência
São Sebastião da Vargem Alegre;3164431;MG;sem ocorrência
São Sebastião de Lagoa de Roça;2515104;PB;sem ocorrência
São Sebastião do Alto;3305307;RJ;sem ocorrência
São Sebastião do Anta;3164472;MG;sem ocorrência
São Sebastião do Caí;4319505;RS;sem ocorrência
São Sebastião do Maranhão;3164506;MG;sem ocorrência
São Sebastião do Oeste;3164605;MG;sem ocorrência
São Sebastião do Paraíso;3164704;MG;sem ocorrência
São Sebastião do Passé;2929503;BA;10,33
São Sebastião do Rio Preto;3164803;MG;sem ocorrência
São Sebastião do Rio Verde;3164902;MG;sem ocorrência
São Sebastião do Tocantins;1720309;TO;sem ocorrência
São Sebastião do Uatumã;1303957;AM;5,8
São Sebastião do Umbuzeiro;2515203;PB;sem ocorrência
São Sepé;4319604;RS;sem ocorrência
São Simão;3550902;SP;0,06
São Simão;5220405;GO;sem ocorrência
São Tiago;3165008;MG;sem ocorrência
São Tomás de Aquino;3165107;MG;sem ocorrência
São Tomé;2412906;RN;sem ocorrência
São Tomé;4126108;PR;sem ocorrência
São Tomé das Letras;3165206;MG;sem ocorrência
São Valentim;4319703;RS;sem ocorrência
São Valentim do Sul;4319711;RS;sem ocorrência
São Valério;1720499;TO;sem ocorrência
São Valério do Sul;4319737;RS;sem ocorrência
São Vendelino;4319752;RS;sem ocorrência
São Vicente;2413003;RN;sem ocorrência
São Vicente;3551009;SP;0,02
São Vicente de Minas;3165305;MG;sem ocorrência
São Vicente do Seridó;2515401;PB;sem ocorrência
São Vicente do Sul;4319802;RS;sem ocorrência
São Vicente Ferrer;2111706;MA;96,34
São Vicente Férrer;2613800;PE;1,09
Sapé;2515302;PB;sem ocorrência
Sapeaçu;2929602;BA;sem ocorrência
Sapezal;5107875;MT;sem ocorrência
Sapiranga;4319901;RS;sem ocorrência
Sapopema;4126207;PR;sem ocorrência
Sapucaí-Mirim;3165404;MG;100
Sapucaia;1507755;PA;sem ocorrência
Sapucaia;3305406;RJ;sem ocorrência
Sapucaia do Sul;4320008;RS;sem ocorrência
Saquarema;3305505;RJ;8,66
Sarandi;4126256;PR;sem ocorrência
Sarandi;4320107;RS;sem ocorrência
Sarapuí;3551108;SP;sem ocorrência
Sardoá;3165503;MG;sem ocorrência
Sarutaiá;3551207;SP;2,43
Sarzedo;3165537;MG;0,23
Sátiro Dias;2929701;BA;sem ocorrência
Satuba;2708907;AL;52,88
Satubinha;2111722;MA;sem ocorrência
Saubara;2929750;BA;3,45
Saudade do Iguaçu;4126272;PR;sem ocorrência
Saudades;4217303;SC;sem ocorrência
Saúde;2929800;BA;sem ocorrência
Schroeder;4217402;SC;0,03
Seabra;2929909;BA;5,48
Seara;4217501;SC;sem ocorrência
Sebastianópolis do Sul;3551306;SP;sem ocorrência
Sebastião Barros;2210623;PI;sem ocorrência
Sebastião Laranjeiras;2930006;BA;sem ocorrência
Sebastião Leal;2210631;PI;sem ocorrência
Seberi;4320206;RS;sem ocorrência
Sede Nova;4320230;RS;sem ocorrência
Segredo;4320263;RS;sem ocorrência
Selbach;4320305;RS;sem ocorrência
Selvíria;5007802;MS;sem ocorrência
Sem-Peixe;3165560;MG;sem ocorrência
Sena Madureira;1200500;AC;4,42
Senador Alexandre Costa;2111748;MA;sem ocorrência
Senador Amaral;3165578;MG;sem ocorrência
Senador Canedo;5220454;GO;sem ocorrência
Senador Cortes;3165602;MG;sem ocorrência
Senador Elói de Souza;2413102;RN;sem ocorrência
Senador Firmino;3165701;MG;sem ocorrência
Senador Georgino Avelino;2413201;RN;2,26
