Municípios;Código municipal;UF;%
Colinas;4305587;RS;sem ocorrência
Colinas do Sul;5205521;GO;98,39
Colinas do Tocantins;1705508;TO;sem ocorrência
Colméia;1716703;TO;sem ocorrência
Colniza;5103254;MT;0,61
Colômbia;3512100;SP;sem ocorrência
Colombo;4105805;PR;1,46
Colônia do Gurguéia;2202752;PI;sem ocorrência
Colônia do Piauí;2202778;PI;sem ocorrência
Colônia Leopoldina;2702108;AL;92,36
Colorado;4105904;PR;sem ocorrência
Colorado;4305603;RS;sem ocorrência
Colorado do Oeste;1100064;RO;sem ocorrência
Coluna;3116803;MG;sem ocorrência
Combinado;1705557;TO;sem ocorrência
Comendador Gomes;3116902;MG;sem ocorrência
Comendador Levy Gasparian;3300951;RJ;sem ocorrência
Comercinho;3117009;MG;sem ocorrência
Comodoro;5103304;MT;sem ocorrência
Conceição;2504405;PB;sem ocorrência
Conceição da Aparecida;3117108;MG;sem ocorrência
Conceição da Barra;3201605;ES;10,7
Conceição da Barra de Minas;3115201;MG;sem ocorrência
Conceição da Feira;2908200;BA;11,87
Conceição das Alagoas;3117306;MG;sem ocorrência
Conceição das Pedras;3117207;MG;sem ocorrência
Conceição de Ipanema;3117405;MG;sem ocorrência
Conceição de Macabu;3301405;RJ;sem ocorrência
Conceição do Almeida;2908309;BA;sem ocorrência
Conceição do Araguaia;1502707;PA;sem ocorrência
Conceição do Canindé;2202802;PI;sem ocorrência
Conceição do Castelo;3201704;ES;sem ocorrência
Conceição do Coité;2908408;BA;sem ocorrência
Conceição do Jacuípe;2908507;BA;sem ocorrência
Conceição do Lago-Açu;2103554;MA;100
Conceição do Mato Dentro;3117504;MG;1,44
Conceição do Pará;3117603;MG;sem ocorrência
Conceição do Rio Verde;3117702;MG;sem ocorrência
Conceição do Tocantins;1705607;TO;sem ocorrência
Conceição dos Ouros;3117801;MG;sem ocorrência
Conchal;3512209;SP;sem ocorrência
Conchas;3512308;SP;sem ocorrência
Concórdia;4204301;SC;sem ocorrência
Concórdia do Pará;1502756;PA;sem ocorrência
Condado;2504504;PB;sem ocorrência
Condado;2604601;PE;sem ocorrência
Conde;2504603;PB;10,95
Conde;2908606;BA;82,62
Condeúba;2908705;BA;sem ocorrência
Condor;4305702;RS;sem ocorrência
Cônego Marinho;3117836;MG;12,8
Confins;3117876;MG;100
Confresa;5103353;MT;sem ocorrência
Congo;2504702;PB;sem ocorrência
Congonhal;3117900;MG;2,54
Congonhas;3118007;MG;sem ocorrência
Congonhas do Norte;3118106;MG;sem ocorrência
Congonhinhas;4106001;PR;sem ocorrência
Conquista;3118205;MG;sem ocorrência
Conquista D'Oeste;5103361;MT;sem ocorrência
Conselheiro Lafaiete;3118304;MG;sem ocorrência
Conselheiro Mairinck;4106100;PR;sem ocorrência
Conselheiro Pena;3118403;MG;0,04
Consolação;3118502;MG;sem ocorrência
Constantina;4305801;RS;sem ocorrência
Contagem;3118601;MG;22,92
Contenda;4106209;PR;sem ocorrência
Contendas do Sincorá;2908804;BA;sem ocorrência
Coqueiral;3118700;MG;sem ocorrência
Coqueiro Baixo;4305835;RS;sem ocorrência
Coqueiro Seco;2702207;AL;9,25
Coqueiros do Sul;4305850;RS;sem ocorrência
Coração de Jesus;3118809;MG;sem ocorrência
Coração de Maria;2908903;BA;sem ocorrência
Corbélia;4106308;PR;sem ocorrência
Cordeiro;3301504;RJ;sem ocorrência
Cordeirópolis;3512407;SP;sem ocorrência
Cordeiros;2909000;BA;sem ocorrência
Cordilheira Alta;4204350;SC;sem ocorrência
Cordisburgo;3118908;MG;sem ocorrência
Cordislândia;3119005;MG;sem ocorrência
Coreaú;2304004;CE;2,36
Coremas;2504801;PB;sem ocorrência
Corguinho;5003108;MS;19,3
Coribe;2909109;BA;sem ocorrência
Corinto;3119104;MG;sem ocorrência
Cornélio Procópio;4106407;PR;sem ocorrência
Coroaci;3119203;MG;sem ocorrência
Coroados;3512506;SP;sem ocorrência
Coroatá;2103604;MA;sem ocorrência
Coromandel;3119302;MG;sem ocorrência
Coronel Barros;4305871;RS;sem ocorrência
Coronel Bicaco;4305900;RS;sem ocorrência
Coronel Domingos Soares;4106456;PR;sem ocorrência
Coronel Ezequiel;2402808;RN;sem ocorrência
Coronel Fabriciano;3119401;MG;1,33
Coronel Freitas;4204400;SC;sem ocorrência
Coronel João Pessoa;2402907;RN;sem ocorrência
Coronel João Sá;2909208;BA;sem ocorrência
Coronel José Dias;2202851;PI;sem ocorrência
Coronel Macedo;3512605;SP;5,14
Coronel Martins;4204459;SC;sem ocorrência
Coronel Murta;3119500;MG;sem ocorrência
Coronel Pacheco;3119609;MG;sem ocorrência
Coronel Pilar;4305934;RS;sem ocorrência
Coronel Sapucaia;5003157;MS;82,28
Coronel Vivida;4106506;PR;sem ocorrência
Coronel Xavier Chaves;3119708;MG;0,03
Córrego Danta;3119807;MG;sem ocorrência
Córrego do Bom Jesus;3119906;MG;sem ocorrência
Córrego do Ouro;5205703;GO;sem ocorrência
Córrego Fundo;3119955;MG;sem ocorrência
Córrego Novo;3120003;MG;sem ocorrência
Correia Pinto;4204558;SC;sem ocorrência
Corrente;2202901;PI;sem ocorrência
Correntes;2604700;PE;sem ocorrência
Correntina;2909307;BA;sem ocorrência
Cortês;2604809;PE;sem ocorrência
Corumbá;5003207;MS;0,02
Corumbá de Goiás;5205802;GO;0,38
Corumbaíba;5205901;GO;sem ocorrência
Corumbataí;3512704;SP;97,19
Corumbataí do Sul;4106555;PR;sem ocorrência
Corumbiara;1100072;RO;sem ocorrência
Corupá;4204509;SC;0,01
Coruripe;2702306;AL;sem ocorrência
Cosmópolis;3512803;SP;sem ocorrência
Cosmorama;3512902;SP;sem ocorrência
Costa Marques;1100080;RO;3,48
Costa Rica;5003256;MS;7,63
Cotegipe;2909406;BA;sem ocorrência
Cotia;3513009;SP;17,53
Cotiporã;4305959;RS;sem ocorrência
Cotriguaçu;5103379;MT;sem ocorrência
Couto de Magalhães de Minas;3120102;MG;0,94
Couto Magalhães;1706001;TO;sem ocorrência
Coxilha;4305975;RS;sem ocorrência
Coxim;5003306;MS;sem ocorrência
Coxixola;2504850;PB;sem ocorrência
Craíbas;2702355;AL;sem ocorrência
Crateús;2304103;CE;0,42
Crato;2304202;CE;21,94
Cravinhos;3513108;SP;sem ocorrência
Cravolândia;2909505;BA;0,86
Criciúma;4204608;SC;0,03
Crisólita;3120151;MG;sem ocorrência
Crisópolis;2909604;BA;sem ocorrência
Crissiumal;4306007;RS;sem ocorrência
Cristais;3120201;MG;sem ocorrência
Cristais Paulista;3513207;SP;sem ocorrência
Cristal;4306056;RS;sem ocorrência
Cristal do Sul;4306072;RS;sem ocorrência
Cristalândia;1706100;TO;sem ocorrência
Cristalândia do Piauí;2203008;PI;sem ocorrência
Cristália;3120300;MG;sem ocorrência
Cristalina;5206206;GO;0,01
Cristiano Otoni;3120409;MG;sem ocorrência
Cristianópolis;5206305;GO;sem ocorrência
Cristina;3120508;MG;sem ocorrência
Cristinápolis;2801702;SE;sem ocorrência
Cristino Castro;2203107;PI;0,02
Cristópolis;2909703;BA;sem ocorrência
Crixás;5206404;GO;sem ocorrência
Crixás do Tocantins;1706258;TO;sem ocorrência
Croatá;2304236;CE;sem ocorrência
Cromínia;5206503;GO;sem ocorrência
Crucilândia;3120607;MG;sem ocorrência
Cruz;2304251;CE;3,3
Cruz Alta;4306106;RS;sem ocorrência
Cruz das Almas;2909802;BA;sem ocorrência
Cruz do Espírito Santo;2504900;PB;sem ocorrência
Cruz Machado;4106803;PR;4,09
Cruzália;3513306;SP;sem ocorrência
Cruzaltense;4306130;RS;sem ocorrência
Cruzeiro;3513405;SP;0,12
Cruzeiro da Fortaleza;3120706;MG;sem ocorrência
Cruzeiro do Iguaçu;4106571;PR;sem ocorrência
Cruzeiro do Oeste;4106605;PR;sem ocorrência
Cruzeiro do Sul;1200203;AC;1,52
Cruzeiro do Sul;4106704;PR;sem ocorrência
Cruzeiro do Sul;4306205;RS;sem ocorrência
Cruzeta;2403004;RN;sem ocorrência
Cruzília;3120805;MG;sem ocorrência
Cruzmaltina;4106852;PR;sem ocorrência
Cubatão;3513504;SP;1,23
Cubati;2505006;PB;sem ocorrência
Cuiabá;5103403;MT;1,18
Cuité;2505105;PB;sem ocorrência
Cuité de Mamanguape;2505238;PB;sem ocorrência
Cuitegi;2505204;PB;sem ocorrência
Cujubim;1100940;RO;6,01
Cumari;5206602;GO;4,75
Cumaru;2604908;PE;sem ocorrência
Cumaru do Norte;1502764;PA;sem ocorrência
Cumbe;2801900;SE;sem ocorrência
Cunha;3513603;SP;0,09
Cunha Porã;4204707;SC;sem ocorrência
Cunhataí;4204756;SC;sem ocorrência
Cuparaque;3120839;MG;sem ocorrência
Cupira;2605004;PE;sem ocorrência
Curaçá;2909901;BA;2,36
Curimatá;2203206;PI;sem ocorrência
Curionópolis;1502772;PA;sem ocorrência
Curitiba;4106902;PR;4,84
Curitibanos;4204806;SC;sem ocorrência
Curiúva;4107009;PR;sem ocorrência
Currais;2203230;PI;sem ocorrência
Currais Novos;2403103;RN;sem ocorrência
Curral de Cima;2505279;PB;sem ocorrência
Curral de Dentro;3120870;MG;sem ocorrência
Curral Novo do Piauí;2203271;PI;2,07
Curral Velho;2505303;PB;sem ocorrência
Curralinho;1502806;PA;95,39
Curralinhos;2203255;PI;sem ocorrência
Curuá;1502855;PA;sem ocorrência
Curuçá;1502905;PA;3,05
Cururupu;2103703;MA;100
Curvelândia;5103437;MT;sem ocorrência
Curvelo;3120904;MG;sem ocorrência
Custódia;2605103;PE;sem ocorrência
Cutias;1600212;AP;sem ocorrência
Damianópolis;5206701;GO;100
Damião;2505352;PB;sem ocorrência
Damolândia;5206800;GO;sem ocorrência
Darcinópolis;1706506;TO;sem ocorrência
Dário Meira;2910008;BA;2,87
Datas;3121001;MG;sem ocorrência
David Canabarro;4306304;RS;sem ocorrência
Davinópolis;2103752;MA;sem ocorrência
Davinópolis;5206909;GO;sem ocorrência
Delfim Moreira;3121100;MG;99,33
Delfinópolis;3121209;MG;2,54
Delmiro Gouveia;2702405;AL;0,27
Delta;3121258;MG;sem ocorrência
Demerval Lobão;2203305;PI;sem ocorrência
Denise;5103452;MT;sem ocorrência
Deodápolis;5003454;MS;7,49
Deputado Irapuan Pinheiro;2304269;CE;sem ocorrência
Derrubadas;4306320;RS;sem ocorrência
Descalvado;3513702;SP;sem ocorrência
Descanso;4204905;SC;sem ocorrência
Descoberto;3121308;MG;sem ocorrência
Desterro;2505402;PB;sem ocorrência
Desterro de Entre Rios;3121407;MG;sem ocorrência
Desterro do Melo;3121506;MG;sem ocorrência
Dezesseis de Novembro;4306353;RS;sem ocorrência
Diadema;3513801;SP;sem ocorrência
Diamante;2505600;PB;sem ocorrência
Diamante D'Oeste;4107157;PR;sem ocorrência
Diamante do Norte;4107108;PR;2,49
Diamante do Sul;4107124;PR;sem ocorrência
Diamantina;3121605;MG;0,1
Diamantino;5103502;MT;0,5
Dianópolis;1707009;TO;sem ocorrência
Dias d'Ávila;2910057;BA;3,2
Dilermando de Aguiar;4306379;RS;sem ocorrência
Diogo de Vasconcelos;3121704;MG;sem ocorrência
Dionísio;3121803;MG;sem ocorrência
Dionísio Cerqueira;4205001;SC;sem ocorrência
Diorama;5207105;GO;sem ocorrência
Dirce Reis;3513850;SP;sem ocorrência
Dirceu Arcoverde;2203354;PI;sem ocorrência
Divina Pastora;2802007;SE;sem ocorrência
Divinésia;3121902;MG;sem ocorrência
Divino;3122009;MG;3,79
Divino das Laranjeiras;3122108;MG;sem ocorrência
Divino de São Lourenço;3201803;ES;0,77
Divinolândia;3513900;SP;sem ocorrência
Divinolândia de Minas;3122207;MG;sem ocorrência
Divinópolis;3122306;MG;sem ocorrência
Divinópolis de Goiás;5208301;GO;1,01
Divinópolis do Tocantins;1707108;TO;13,64
Divisa Alegre;3122355;MG;sem ocorrência
Divisa Nova;3122405;MG;sem ocorrência
Divisópolis;3122454;MG;sem ocorrência
Dobrada;3514007;SP;sem ocorrência
Dois Córregos;3514106;SP;2,76
Dois Irmãos;4306403;RS;sem ocorrência
Dois Irmãos das Missões;4306429;RS;sem ocorrência
Dois Irmãos do Buriti;5003488;MS;6,09
Dois Irmãos do Tocantins;1707207;TO;18,21
Dois Lajeados;4306452;RS;sem ocorrência
Dois Riachos;2702504;AL;sem ocorrência
Dois Vizinhos;4107207;PR;sem ocorrência
Dolcinópolis;3514205;SP;sem ocorrência
Dom Aquino;5103601;MT;sem ocorrência
Dom Basílio;2910107;BA;sem ocorrência
Dom Bosco;3122470;MG;sem ocorrência
Dom Cavati;3122504;MG;sem ocorrência
Dom Eliseu;1502939;PA;sem ocorrência
Dom Expedito Lopes;2203404;PI;sem ocorrência
Dom Feliciano;4306502;RS;sem ocorrência
Dom Inocêncio;2203453;PI;sem ocorrência
Dom Joaquim;3122603;MG;sem ocorrência
Dom Macedo Costa;2910206;BA;sem ocorrência
Dom Pedrito;4306601;RS;sem ocorrência
Dom Pedro;2103802;MA;sem ocorrência
Dom Pedro de Alcântara;4306551;RS;sem ocorrência
Dom Silvério;3122702;MG;sem ocorrência
Dom Viçoso;3122801;MG;sem ocorrência
Domingos Martins;3201902;ES;sem ocorrência
Domingos Mourão;2203420;PI;100
Dona Emma;4205100;SC;sem ocorrência
Dona Euzébia;3122900;MG;sem ocorrência
Dona Francisca;4306700;RS;sem ocorrência
Dona Inês;2505709;PB;sem ocorrência
Dores de Campos;3123007;MG;sem ocorrência
Dores de Guanhães;3123106;MG;sem ocorrência
Dores do Indaiá;3123205;MG;sem ocorrência
Dores do Rio Preto;3202009;ES;0,23
Dores do Turvo;3123304;MG;sem ocorrência
Doresópolis;3123403;MG;sem ocorrência
Dormentes;2605152;PE;0,02
Douradina;4107256;PR;sem ocorrência
Douradina;5003504;MS;sem ocorrência
Dourado;3514304;SP;sem ocorrência
Douradoquara;3123502;MG;sem ocorrência
Dourados;5003702;MS;sem ocorrência
Doutor Camargo;4107306;PR;sem ocorrência
Doutor Maurício Cardoso;4306734;RS;sem ocorrência
Doutor Pedrinho;4205159;SC;sem ocorrência
Doutor Ricardo;4306759;RS;sem ocorrência
Doutor Severiano;2403202;RN;sem ocorrência
Doutor Ulysses;4128633;PR;sem ocorrência
Doverlândia;5207253;GO;sem ocorrência
Dracena;3514403;SP;sem ocorrência
Duartina;3514502;SP;0,84
Duas Barras;3301603;RJ;sem ocorrência
Duas Estradas;2505808;PB;sem ocorrência
Dueré;1707306;TO;sem ocorrência
Dumont;3514601;SP;sem ocorrência
Duque Bacelar;2103901;MA;100
Duque de Caxias;3301702;RJ;6,16
Durandé;3123528;MG;sem ocorrência
Echaporã;3514700;SP;sem ocorrência
Ecoporanga;3202108;ES;sem ocorrência
Edealina;5207352;GO;sem ocorrência
Edéia;5207402;GO;sem ocorrência
Eirunepé;1301407;AM;1,42
Eldorado;3514809;SP;17,05
Eldorado;5003751;MS;5,15
Eldorado do Carajás;1502954;PA;sem ocorrência
Eldorado do Sul;4306767;RS;15,44
Elesbão Veloso;2203503;PI;sem ocorrência
Elias Fausto;3514908;SP;sem ocorrência
Eliseu Martins;2203602;PI;sem ocorrência
Elisiário;3514924;SP;sem ocorrência
Elísio Medrado;2910305;BA;sem ocorrência
Elói Mendes;3123601;MG;sem ocorrência
Emas;2505907;PB;sem ocorrência
Embaúba;3514957;SP;sem ocorrência
Embu das Artes;3515004;SP;sem ocorrência
Embu-Guaçu;3515103;SP;sem ocorrência
Emilianópolis;3515129;SP;sem ocorrência
Encantado;4306809;RS;sem ocorrência
Encanto;2403301;RN;sem ocorrência
Encruzilhada;2910404;BA;sem ocorrência
Encruzilhada do Sul;4306908;RS;0,1
Enéas Marques;4107405;PR;sem ocorrência
Engenheiro Beltrão;4107504;PR;sem ocorrência
Engenheiro Caldas;3123700;MG;sem ocorrência
Engenheiro Coelho;3515152;SP;sem ocorrência
Engenheiro Navarro;3123809;MG;sem ocorrência
Engenheiro Paulo de Frontin;3301801;RJ;59,19
Engenho Velho;4306924;RS;sem ocorrência
Entre Folhas;3123858;MG;sem ocorrência
Entre Rios;2910503;BA;25,26
Entre Rios;4205175;SC;sem ocorrência
Entre Rios de Minas;3123908;MG;sem ocorrência
Entre Rios do Oeste;4107538;PR;sem ocorrência
Entre Rios do Sul;4306957;RS;sem ocorrência
Entre-Ijuís;4306932;RS;sem ocorrência
Envira;1301506;AM;sem ocorrência
Epitaciolândia;1200252;AC;9,44
Equador;2403400;RN;sem ocorrência
Erebango;4306973;RS;sem ocorrência
Erechim;4307005;RS;sem ocorrência
Ereré;2304277;CE;sem ocorrência
Érico Cardoso;2900504;BA;2,03
Ermo;4205191;SC;sem ocorrência
Ernestina;4307054;RS;sem ocorrência
Erval Grande;4307203;RS;sem ocorrência
Erval Seco;4307302;RS;sem ocorrência
Erval Velho;4205209;SC;sem ocorrência
Ervália;3124005;MG;sem ocorrência
Escada;2605202;PE;0,02
Esmeralda;4307401;RS;sem ocorrência
Esmeraldas;3124104;MG;0,67
Espera Feliz;3124203;MG;18,18
Esperança;2506004;PB;sem ocorrência
Esperança do Sul;4307450;RS;sem ocorrência
Esperança Nova;4107520;PR;sem ocorrência
Esperantina;1707405;TO;sem ocorrência
Esperantina;2203701;PI;sem ocorrência
Esperantinópolis;2104008;MA;sem ocorrência
Espigão Alto do Iguaçu;4107546;PR;sem ocorrência
Espigão D'Oeste;1100098;RO;sem ocorrência
Espinosa;3124302;MG;0,12
Espírito Santo;2403509;RN;69,92
Espírito Santo do Dourado;3124401;MG;27,55
Espírito Santo do Pinhal;3515186;SP;sem ocorrência
Espírito Santo do Turvo;3515194;SP;sem ocorrência
Esplanada;2910602;BA;10,17
Espumoso;4307500;RS;sem ocorrência
Estação;4307559;RS;sem ocorrência
Estância;2802106;SE;6,25
Estância Velha;4307609;RS;sem ocorrência
Esteio;4307708;RS;sem ocorrência
Estiva;3124500;MG;sem ocorrência
Estiva Gerbi;3557303;SP;sem ocorrência
Estreito;2104057;MA;0,1
Estrela;4307807;RS;sem ocorrência
Estrela d'Oeste;3515202;SP;sem ocorrência
Estrela Dalva;3124609;MG;sem ocorrência
Estrela de Alagoas;2702553;AL;sem ocorrência
Estrela do Indaiá;3124708;MG;sem ocorrência
Estrela do Norte;3515301;SP;sem ocorrência
Estrela do Norte;5207501;GO;sem ocorrência
Estrela do Sul;3124807;MG;sem ocorrência
Estrela Velha;4307815;RS;sem ocorrência
Euclides da Cunha;2910701;BA;sem ocorrência
Euclides da Cunha Paulista;3515350;SP;sem ocorrência
Eugênio de Castro;4307831;RS;sem ocorrência
Eugenópolis;3124906;MG;sem ocorrência
Eunápolis;2910727;BA;sem ocorrência
Eusébio;2304285;CE;4,4
Ewbank da Câmara;3125002;MG;sem ocorrência
Extrema;3125101;MG;100
Extremoz;2403608;RN;5,28
Exu;2605301;PE;19,08
Fagundes;2506103;PB;sem ocorrência
Fagundes Varela;4307864;RS;sem ocorrência
Faina;5207535;GO;sem ocorrência
Fama;3125200;MG;27,5
Faria Lemos;3125309;MG;sem ocorrência
Farias Brito;2304301;CE;sem ocorrência
Faro;1503002;PA;6,16
Farol;4107553;PR;sem ocorrência
Farroupilha;4307906;RS;sem ocorrência
Fartura;3515400;SP;11,01
Fartura do Piauí;2203750;PI;sem ocorrência
Fátima;1707553;TO;sem ocorrência
Fátima;2910750;BA;sem ocorrência
Fátima do Sul;5003801;MS;37,45
Faxinal;4107603;PR;sem ocorrência
Faxinal do Soturno;4308003;RS;sem ocorrência
Faxinal dos Guedes;4205308;SC;sem ocorrência
Faxinalzinho;4308052;RS;sem ocorrência
Fazenda Nova;5207600;GO;0,32
Fazenda Rio Grande;4107652;PR;sem ocorrência
Fazenda Vilanova;4308078;RS;sem ocorrência
Feijó;1200302;AC;0,55
Feira da Mata;2910776;BA;sem ocorrência
Feira de Santana;2910800;BA;4,71
Feira Grande;2702603;AL;sem ocorrência
Feira Nova;2605400;PE;sem ocorrência
Feira Nova;2802205;SE;sem ocorrência
Feira Nova do Maranhão;2104073;MA;sem ocorrência
Felício dos Santos;3125408;MG;sem ocorrência
Felipe Guerra;2403707;RN;sem ocorrência
Felisburgo;3125606;MG;sem ocorrência
Felixlândia;3125705;MG;sem ocorrência
Feliz;4308102;RS;sem ocorrência
Feliz Deserto;2702702;AL;50,72
Feliz Natal;5103700;MT;sem ocorrência
Fênix;4107702;PR;0,09
Fernandes Pinheiro;4107736;PR;0,06
Fernandes Tourinho;3125804;MG;sem ocorrência
Fernando de Noronha;2605459;PE;100
Fernando Falcão;2104081;MA;1,43
Fernando Pedroza;2403756;RN;sem ocorrência
Fernando Prestes;3515608;SP;sem ocorrência
Fernandópolis;3515509;SP;sem ocorrência
Fernão;3515657;SP;sem ocorrência
Ferraz de Vasconcelos;3515707;SP;sem ocorrência
Ferreira Gomes;1600238;AP;2,61
Ferreiros;2605509;PE;sem ocorrência
Ferros;3125903;MG;sem ocorrência
Fervedouro;3125952;MG;sem ocorrência
Figueira;4107751;PR;sem ocorrência
Figueirão;5003900;MS;0,08
Figueirópolis;1707652;TO;sem ocorrência
Figueirópolis D'Oeste;5103809;MT;sem ocorrência
Filadélfia;1707702;TO;15,53
Filadélfia;2910859;BA;sem ocorrência
Firmino Alves;2910909;BA;sem ocorrência
Firminópolis;5207808;GO;sem ocorrência
Flexeiras;2702801;AL;5,24
Flor da Serra do Sul;4107850;PR;sem ocorrência
Flor do Sertão;4205357;SC;sem ocorrência
Flora Rica;3515806;SP;sem ocorrência
Floraí;4107801;PR;sem ocorrência
Florânia;2403806;RN;sem ocorrência
Floreal;3515905;SP;sem ocorrência
Flores;2605608;PE;sem ocorrência
Flores da Cunha;4308201;RS;sem ocorrência
Flores de Goiás;5207907;GO;sem ocorrência
Flores do Piauí;2203800;PI;sem ocorrência
Floresta;2605707;PE;0,02
Floresta;4107900;PR;sem ocorrência
Floresta Azul;2911006;BA;sem ocorrência
Floresta do Araguaia;1503044;PA;sem ocorrência
Floresta do Piauí;2203859;PI;sem ocorrência
Florestal;3126000;MG;sem ocorrência
Florestópolis;4108007;PR;sem ocorrência
Floriano;2203909;PI;sem ocorrência
Floriano Peixoto;4308250;RS;sem ocorrência
Florianópolis;4205407;SC;0,19
Flórida;4108106;PR;sem ocorrência
Flórida Paulista;3516002;SP;sem ocorrência
Florínea;3516101;SP;sem ocorrência
Fonte Boa;1301605;AM;14,09
Fontoura Xavier;4308300;RS;sem ocorrência
Formiga;3126109;MG;sem ocorrência
Formigueiro;4308409;RS;sem ocorrência
Formosa;5208004;GO;0
Formosa da Serra Negra;2104099;MA;0,02
Formosa do Oeste;4108205;PR;sem ocorrência
Formosa do Rio Preto;2911105;BA;88,77
Formosa do Sul;4205431;SC;sem ocorrência
Formoso;3126208;MG;0,28
Formoso;5208103;GO;sem ocorrência
Formoso do Araguaia;1708205;TO;1,22
Forquetinha;4308433;RS;sem ocorrência
Forquilha;2304350;CE;sem ocorrência
Forquilhinha;4205456;SC;sem ocorrência
Fortaleza;2304400;CE;2,46
Fortaleza de Minas;3126307;MG;sem ocorrência
Fortaleza dos Nogueiras;2104107;MA;sem ocorrência
Fortaleza dos Valos;4308458;RS;sem ocorrência
Fortim;2304459;CE;sem ocorrência
Fortuna;2104206;MA;sem ocorrência
Fortuna de Minas;3126406;MG;sem ocorrência
Foz do Iguaçu;4108304;PR;0,01
Foz do Jordão;4108452;PR;sem ocorrência
Fraiburgo;4205506;SC;sem ocorrência
Franca;3516200;SP;sem ocorrência
Francinópolis;2204006;PI;sem ocorrência
Francisco Alves;4108320;PR;sem ocorrência
Francisco Ayres;2204105;PI;sem ocorrência
Francisco Badaró;3126505;MG;sem ocorrência
Francisco Beltrão;4108403;PR;sem ocorrência
Francisco Dantas;2403905;RN;sem ocorrência
Francisco Dumont;3126604;MG;sem ocorrência
Francisco Macedo;2204154;PI;16,15
Francisco Morato;3516309;SP;sem ocorrência
Francisco Sá;3126703;MG;sem ocorrência
Francisco Santos;2204204;PI;sem ocorrência
Franciscópolis;3126752;MG;sem ocorrência
Franco da Rocha;3516408;SP;1,14
Frecheirinha;2304509;CE;sem ocorrência
Frederico Westphalen;4308508;RS;sem ocorrência
Frei Gaspar;3126802;MG;sem ocorrência
Frei Inocêncio;3126901;MG;sem ocorrência
Frei Lagonegro;3126950;MG;sem ocorrência
Frei Martinho;2506202;PB;sem ocorrência
Frei Miguelinho;2605806;PE;sem ocorrência
Frei Paulo;2802304;SE;sem ocorrência
Frei Rogério;4205555;SC;sem ocorrência
Fronteira;3127008;MG;sem ocorrência
Fronteira dos Vales;3127057;MG;sem ocorrência
Fronteiras;2204303;PI;11,56
Fruta de Leite;3127073;MG;sem ocorrência
Frutal;3127107;MG;0
Frutuoso Gomes;2404002;RN;sem ocorrência
Fundão;3202207;ES;2,41
Funilândia;3127206;MG;3,65
Gabriel Monteiro;3516507;SP;sem ocorrência
Gado Bravo;2506251;PB;sem ocorrência
Gália;3516606;SP;1,13
Galiléia;3127305;MG;sem ocorrência
Galinhos;2404101;RN;sem ocorrência
Galvão;4205605;SC;sem ocorrência
Gameleira;2605905;PE;sem ocorrência
Gameleira de Goiás;5208152;GO;0,41
Gameleiras;3127339;MG;sem ocorrência
Gandu;2911204;BA;0,21
Garanhuns;2606002;PE;sem ocorrência
Gararu;2802403;SE;sem ocorrência
Garça;3516705;SP;sem ocorrência
Garibaldi;4308607;RS;sem ocorrência
Garopaba;4205704;SC;4,84
Garrafão do Norte;1503077;PA;sem ocorrência
Garruchos;4308656;RS;sem ocorrência
Garuva;4205803;SC;0,05
Gaspar;4205902;SC;0,04
Gastão Vidigal;3516804;SP;sem ocorrência
Gaúcha do Norte;5103858;MT;sem ocorrência
Gaurama;4308706;RS;sem ocorrência
Gavião;2911253;BA;sem ocorrência
Gavião Peixoto;3516853;SP;sem ocorrência
Geminiano;2204352;PI;sem ocorrência
General Câmara;4308805;RS;sem ocorrência
General Carneiro;4108502;PR;sem ocorrência
General Carneiro;5103908;MT;sem ocorrência
General Maynard;2802502;SE;sem ocorrência
General Salgado;3516903;SP;sem ocorrência
General Sampaio;2304608;CE;sem ocorrência
Gentil;4308854;RS;sem ocorrência
Gentio do Ouro;2911303;BA;5,09
Getulina;3517000;SP;sem ocorrência
Getúlio Vargas;4308904;RS;sem ocorrência
Gilbués;2204402;PI;0,03
Girau do Ponciano;2702900;AL;sem ocorrência
Giruá;4309001;RS;sem ocorrência
Glaucilândia;3127354;MG;sem ocorrência
Glicério;3517109;SP;sem ocorrência
Glória;2911402;BA;sem ocorrência
Glória D'Oeste;5103957;MT;sem ocorrência
Glória de Dourados;5004007;MS;sem ocorrência
Glória do Goitá;2606101;PE;sem ocorrência
Glorinha;4309050;RS;97,65
Godofredo Viana;2104305;MA;95,03
Godoy Moreira;4108551;PR;sem ocorrência
Goiabeira;3127370;MG;sem ocorrência
Goiana;2606200;PE;25,12
Goianá;3127388;MG;sem ocorrência
Goianápolis;5208400;GO;38,91
Goiandira;5208509;GO;sem ocorrência
Goianésia;5208608;GO;sem ocorrência
Goianésia do Pará;1503093;PA;10,38
Goiânia;5208707;GO;sem ocorrência
Goianinha;2404200;RN;48,11
Goianira;5208806;GO;sem ocorrência
Goianorte;1708304;TO;sem ocorrência
Goiás;5208905;GO;74,84
Goiatins;1709005;TO;sem ocorrência
Goiatuba;5209101;GO;sem ocorrência
Goioerê;4108601;PR;sem ocorrência
Goioxim;4108650;PR;sem ocorrência
Gonçalves;3127404;MG;100
Gonçalves Dias;2104404;MA;sem ocorrência
Gongogi;2911501;BA;sem ocorrência
Gonzaga;3127503;MG;sem ocorrência
Gouveia;3127602;MG;sem ocorrência
Gouvelândia;5209150;GO;sem ocorrência
Governador Archer;2104503;MA;sem ocorrência
